family,variant,symbol,timeframe,requested_range,actual_range,net_perf_pct,asset_symbol,asset_perf_pct,excess_vs_asset_pct,beat_asset,strategy_max_drawdown_pct,asset_max_drawdown_pct,positions,win_rate_pct,notes
RSI pullback,"RSI5<=10, above SMA100, exit above SMA20, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,71.68,SMH,4807.43,-4735.75,False,-18.58,-45.3,79,46.84,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=15, above SMA150, exit above SMA10, 5% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,71.64,SMH,4807.43,-4735.79,False,-25.05,-45.3,89,73.03,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=15, above SMA50, exit above SMA5, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,71.6,SMH,4807.43,-4735.83,False,-28.35,-45.3,88,75.0,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=15, above SMA50, exit above SMA5, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,71.6,SMH,4807.43,-4735.83,False,-28.35,-45.3,88,75.0,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=15, above SMA50, exit above SMA5, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,71.6,SMH,4807.43,-4735.83,False,-28.35,-45.3,88,75.0,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=15, above SMA100, exit above SMA20, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,71.46,SMH,4807.43,-4735.97,False,-23.08,-45.3,108,45.37,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=15, above SMA100, exit above SMA20, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,71.46,SMH,4807.43,-4735.97,False,-23.08,-45.3,108,45.37,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=15, above SMA100, exit above SMA20, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,71.46,SMH,4807.43,-4735.97,False,-23.08,-45.3,108,45.37,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=25, above SMA50, exit above SMA20, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,71.36,SMH,4807.43,-4736.07,False,-25.79,-45.3,230,26.52,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=25, above SMA50, exit above SMA20, 5% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,71.36,SMH,4807.43,-4736.07,False,-25.79,-45.3,230,26.52,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=25, above SMA50, exit above SMA20, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,71.36,SMH,4807.43,-4736.07,False,-25.79,-45.3,230,26.52,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=25, above SMA50, exit above SMA20, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,71.36,SMH,4807.43,-4736.07,False,-25.79,-45.3,230,26.52,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=10, above SMA200, exit above SMA20, 5% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,71.18,SMH,4807.43,-4736.25,False,-24.22,-45.3,80,50.0,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=25, above SMA100, exit above SMA2, 5% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,71.03,SMH,4807.43,-4736.4,False,-17.25,-45.3,186,59.14,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=20, above SMA100, exit above SMA3, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,69.55,SMH,4807.43,-4737.89,False,-18.7,-45.3,123,65.04,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=20, above SMA100, exit above SMA3, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,69.55,SMH,4807.43,-4737.89,False,-18.7,-45.3,123,65.04,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=20, above SMA100, exit above SMA3, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,69.55,SMH,4807.43,-4737.89,False,-18.7,-45.3,123,65.04,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=5, above SMA200, exit above SMA5, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,69.48,SMH,4807.43,-4737.95,False,-6.49,-45.3,46,78.26,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=5, above SMA200, exit above SMA5, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,69.48,SMH,4807.43,-4737.95,False,-6.49,-45.3,46,78.26,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=5, above SMA200, exit above SMA5, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,69.48,SMH,4807.43,-4737.95,False,-6.49,-45.3,46,78.26,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=15, above SMA200, exit above SMA10, 5% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,69.18,SMH,4807.43,-4738.25,False,-25.05,-45.3,93,68.82,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=10, above SMA150, exit above SMA3, 5% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,69.09,SMH,4807.43,-4738.34,False,-11.72,-45.3,64,79.69,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=15, above SMA100, exit above SMA50, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,68.87,SMH,4807.43,-4738.56,False,-11.43,-45.3,209,17.22,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=15, above SMA100, exit above SMA50, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,68.87,SMH,4807.43,-4738.56,False,-11.43,-45.3,209,17.22,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=15, above SMA100, exit above SMA50, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,68.87,SMH,4807.43,-4738.56,False,-11.43,-45.3,209,17.22,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=15, above SMA100, exit above SMA3, 5% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,68.43,SMH,4807.43,-4739.0,False,-16.48,-45.3,94,70.21,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=3, above SMA150, exit above SMA3, 5% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,68.19,SMH,4807.43,-4739.24,False,-7.73,-45.3,70,74.29,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=5, above SMA150, exit above SMA2, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,68.19,SMH,4807.43,-4739.24,False,-6.95,-45.3,84,67.86,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=5, above SMA150, exit above SMA2, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,68.19,SMH,4807.43,-4739.24,False,-6.95,-45.3,84,67.86,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=5, above SMA150, exit above SMA2, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,68.19,SMH,4807.43,-4739.24,False,-6.95,-45.3,84,67.86,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI3<=15, above SMA20, exit above SMA5, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,67.33,SMH,4807.43,-4740.1,False,-16.46,-45.3,121,56.2,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI3<=15, above SMA20, exit above SMA5, 5% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,67.33,SMH,4807.43,-4740.1,False,-16.46,-45.3,121,56.2,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI3<=15, above SMA20, exit above SMA5, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,67.33,SMH,4807.43,-4740.1,False,-16.46,-45.3,121,56.2,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI3<=15, above SMA20, exit above SMA5, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,67.33,SMH,4807.43,-4740.1,False,-16.46,-45.3,121,56.2,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=15, above SMA100, exit above SMA20, 5% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,67.17,SMH,4807.43,-4740.26,False,-23.08,-45.3,108,45.37,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=10, above SMA100, exit above SMA20, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,66.71,SMH,4807.43,-4740.72,False,-17.06,-45.3,132,37.88,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=10, above SMA100, exit above SMA20, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,66.71,SMH,4807.43,-4740.72,False,-17.06,-45.3,132,37.88,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=10, above SMA100, exit above SMA20, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,66.71,SMH,4807.43,-4740.72,False,-17.06,-45.3,132,37.88,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=10, above SMA100, exit above SMA3, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,66.6,SMH,4807.43,-4740.83,False,-14.54,-45.3,97,65.98,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=10, above SMA100, exit above SMA3, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,66.6,SMH,4807.43,-4740.83,False,-14.54,-45.3,97,65.98,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=10, above SMA100, exit above SMA3, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,66.6,SMH,4807.43,-4740.83,False,-14.54,-45.3,97,65.98,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=10, above SMA100, exit above SMA2, 5% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,66.33,SMH,4807.43,-4741.1,False,-10.2,-45.3,107,64.49,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=5, above SMA100, exit above SMA3, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,66.14,SMH,4807.43,-4741.29,False,-7.22,-45.3,77,68.83,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=5, above SMA100, exit above SMA3, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,66.14,SMH,4807.43,-4741.29,False,-7.22,-45.3,77,68.83,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=5, above SMA100, exit above SMA3, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,66.14,SMH,4807.43,-4741.29,False,-7.22,-45.3,77,68.83,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=5, above SMA150, exit above SMA10, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,66.03,SMH,4807.43,-4741.4,False,-20.75,-45.3,83,60.24,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=5, above SMA150, exit above SMA10, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,66.03,SMH,4807.43,-4741.4,False,-20.75,-45.3,83,60.24,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=5, above SMA150, exit above SMA10, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,66.03,SMH,4807.43,-4741.4,False,-20.75,-45.3,83,60.24,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=10, above SMA200, exit above SMA50, 5% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,66.01,SMH,4807.43,-4741.42,False,-12.91,-45.3,166,24.7,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=15, above SMA200, exit above SMA50, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,65.95,SMH,4807.43,-4741.48,False,-14.46,-45.3,142,25.35,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=10, above SMA150, exit above SMA2, 5% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,65.52,SMH,4807.43,-4741.91,False,-9.54,-45.3,70,71.43,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=20, above SMA100, exit above SMA3, 5% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,65.46,SMH,4807.43,-4741.97,False,-18.7,-45.3,123,65.04,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=3, above SMA150, exit above SMA20, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,65.18,SMH,4807.43,-4742.25,False,-9.99,-45.3,48,50.0,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=3, above SMA150, exit above SMA20, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,65.18,SMH,4807.43,-4742.25,False,-9.99,-45.3,48,50.0,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=3, above SMA150, exit above SMA20, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,65.18,SMH,4807.43,-4742.25,False,-9.99,-45.3,48,50.0,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=3, above SMA200, exit above SMA20, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,65.12,SMH,4807.43,-4742.31,False,-9.43,-45.3,44,54.55,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=3, above SMA200, exit above SMA20, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,65.12,SMH,4807.43,-4742.31,False,-9.43,-45.3,44,54.55,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=3, above SMA200, exit above SMA20, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,65.12,SMH,4807.43,-4742.31,False,-9.43,-45.3,44,54.55,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=5, above SMA200, exit above SMA50, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,65.08,SMH,4807.43,-4742.35,False,-16.44,-45.3,128,26.56,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=5, above SMA200, exit above SMA50, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,65.08,SMH,4807.43,-4742.35,False,-16.44,-45.3,128,26.56,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=5, above SMA200, exit above SMA50, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,65.08,SMH,4807.43,-4742.35,False,-16.44,-45.3,128,26.56,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=15, above SMA100, exit above SMA20, 5% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,64.98,SMH,4807.43,-4742.45,False,-25.69,-45.3,161,35.4,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=15, above SMA50, exit above SMA3, 5% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,64.83,SMH,4807.43,-4742.6,False,-21.78,-45.3,90,68.89,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI2<=5, above SMA20, exit above SMA10, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,64.72,SMH,4807.43,-4742.71,False,-13.57,-45.3,306,18.63,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI2<=5, above SMA20, exit above SMA10, 5% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,64.72,SMH,4807.43,-4742.71,False,-13.57,-45.3,306,18.63,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI2<=5, above SMA20, exit above SMA10, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,64.72,SMH,4807.43,-4742.71,False,-13.57,-45.3,306,18.63,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI2<=5, above SMA20, exit above SMA10, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,64.72,SMH,4807.43,-4742.71,False,-13.57,-45.3,306,18.63,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=3, above SMA150, exit above SMA10, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,64.63,SMH,4807.43,-4742.8,False,-19.41,-45.3,73,63.01,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=3, above SMA150, exit above SMA10, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,64.63,SMH,4807.43,-4742.8,False,-19.41,-45.3,73,63.01,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=3, above SMA150, exit above SMA10, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,64.63,SMH,4807.43,-4742.8,False,-19.41,-45.3,73,63.01,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=15, above SMA200, exit above SMA50, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,64.52,SMH,4807.43,-4742.91,False,-14.46,-45.3,141,24.82,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=15, above SMA200, exit above SMA50, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,64.52,SMH,4807.43,-4742.91,False,-14.46,-45.3,141,24.82,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=3, above SMA150, exit above SMA2, no stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,64.33,SMH,4807.43,-4743.1,False,-7.4,-45.3,73,69.86,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=3, above SMA150, exit above SMA2, 5% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,64.33,SMH,4807.43,-4743.1,False,-7.4,-45.3,73,69.86,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=3, above SMA150, exit above SMA2, 10% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,64.33,SMH,4807.43,-4743.1,False,-7.4,-45.3,73,69.86,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI4<=3, above SMA150, exit above SMA2, 20% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,64.33,SMH,4807.43,-4743.1,False,-7.4,-45.3,73,69.86,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
RSI pullback,"RSI5<=10, above SMA100, exit above SMA20, 5% stop",SMH,1d,2010-03-11 to 2026-05-20,2010-03-11 00:00:00 to 2026-05-20 00:00:00,64.31,SMH,4807.43,-4743.12,False,-18.58,-45.3,79,46.84,Daily RSI pullback parameter search; optimized in-sample; no costs/slippage.
