rank_drawdown_first,variant,cash_mode,cash_sma,exit_buffer_pct,reentry_buffer_pct,dca_start_below_sma_pct,dca_max_below_sma_pct,dca_entry_exposure,dca_max_exposure,dca_filter,recover_buffer_pct,max_dca_days,normal_exposure,trade_events,2010_return_pct,2010_cagr_pct,2010_max_drawdown_pct,2010_calmar,2010_sharpe,2010_2022_return_pct,2010_2022_drawdown_pct,2010_cash_days_pct,2010_deep_dca_days_pct,2010_avg_exposure,2020_return_pct,2020_cagr_pct,2020_max_drawdown_pct,2020_calmar,2020_sharpe,2020_2022_return_pct,2020_2022_drawdown_pct,2020_cash_days_pct,2020_deep_dca_days_pct,2020_avg_exposure
59,selected_or_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 1.00->1.50; filter=selected_above_sma20; recover=5%; maxDays=20; normal=1.00,selected_or_qqq,150,0.0,1.0,25.0,50.0,1.0,1.5,selected_above_sma20,5.0,20,1.0,128,122749.6,56.46,-51.22,1.102,1.07,-42.33,-42.33,18.41,1.85,0.819,11016.64,109.15,-50.52,2.161,1.4,-42.33,-42.33,16.63,4.23,0.841
60,selected_or_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 1.00->1.00; filter=selected_above_sma20; recover=5%; maxDays=20; normal=1.00,selected_or_qqq,150,0.0,1.0,25.0,50.0,1.0,1.0,selected_above_sma20,5.0,20,1.0,128,120484.06,56.28,-51.22,1.099,1.07,-43.39,-43.39,18.41,1.85,0.816,10811.63,108.54,-50.52,2.149,1.4,-43.39,-43.39,16.63,4.23,0.834
61,selected_or_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.67->2.00; filter=selected_above_sma20; recover=5%; maxDays=63; normal=1.00,selected_or_qqq,150,0.0,1.0,25.0,50.0,0.67,2.0,selected_above_sma20,5.0,63,1.0,126,117145.52,56.01,-51.46,1.088,1.06,-35.84,-45.89,18.38,1.88,0.817,11095.83,109.38,-51.46,2.125,1.4,-35.84,-45.89,16.56,4.3,0.838
62,selected_or_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.67->1.50; filter=selected_above_sma20; recover=5%; maxDays=63; normal=1.00,selected_or_qqq,150,0.0,1.0,25.0,50.0,0.67,1.5,selected_above_sma20,5.0,63,1.0,126,115724.21,55.89,-51.46,1.086,1.07,-36.62,-42.87,18.38,1.88,0.815,10960.11,108.98,-51.46,2.118,1.41,-36.62,-42.87,16.56,4.3,0.832
63,selected_or_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.67->1.00; filter=selected_above_sma20; recover=5%; maxDays=63; normal=1.00,selected_or_qqq,150,0.0,1.0,25.0,50.0,0.67,1.0,selected_above_sma20,5.0,63,1.0,126,113174.67,55.67,-51.46,1.082,1.07,-38.02,-39.91,18.38,1.88,0.812,10716.65,108.25,-51.46,2.103,1.41,-38.02,-39.91,16.56,4.3,0.825
64,selected_or_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.67->2.00; filter=selected_above_sma20; recover=5%; maxDays=20; normal=1.00,selected_or_qqq,150,0.0,1.0,25.0,50.0,0.67,2.0,selected_above_sma20,5.0,20,1.0,128,112871.49,55.64,-51.46,1.081,1.06,-38.18,-45.89,18.41,1.85,0.817,10687.7,108.17,-51.46,2.102,1.39,-38.18,-45.89,16.63,4.23,0.838
65,selected_or_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.67->1.50; filter=selected_above_sma20; recover=5%; maxDays=20; normal=1.00,selected_or_qqq,150,0.0,1.0,25.0,50.0,0.67,1.5,selected_above_sma20,5.0,20,1.0,128,111501.99,55.52,-51.46,1.079,1.06,-38.93,-42.87,18.41,1.85,0.814,10556.92,107.77,-51.46,2.094,1.4,-38.93,-42.87,16.63,4.23,0.831
66,selected_or_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.67->1.00; filter=selected_above_sma20; recover=5%; maxDays=20; normal=1.00,selected_or_qqq,150,0.0,1.0,25.0,50.0,0.67,1.0,selected_above_sma20,5.0,20,1.0,128,109045.39,55.3,-51.46,1.075,1.06,-40.28,-40.28,18.41,1.85,0.812,10322.34,107.04,-51.46,2.08,1.4,-40.28,-40.28,16.63,4.23,0.824
67,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.50->1.00; filter=none; recover=5%; maxDays=63; normal=1.00,selected_and_qqq,150,0.0,1.0,25.0,50.0,0.5,1.0,none,5.0,63,1.0,190,55529.11,48.86,-51.81,0.943,0.98,-40.97,-49.14,18.91,7.03,0.789,8471.15,100.8,-49.76,2.026,1.33,-40.97,-49.14,12.2,14.45,0.838
68,selected_or_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.50->2.00; filter=selected_above_sma20; recover=5%; maxDays=63; normal=1.00,selected_or_qqq,150,0.0,1.0,25.0,50.0,0.5,2.0,selected_above_sma20,5.0,63,1.0,126,110183.4,55.41,-51.95,1.066,1.06,-34.62,-46.18,18.38,1.88,0.815,10731.87,108.3,-51.95,2.085,1.4,-34.62,-46.18,16.56,4.3,0.833
69,selected_or_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.50->1.50; filter=selected_above_sma20; recover=5%; maxDays=63; normal=1.00,selected_or_qqq,150,0.0,1.0,25.0,50.0,0.5,1.5,selected_above_sma20,5.0,63,1.0,126,108641.48,55.27,-51.95,1.064,1.06,-35.53,-43.21,18.38,1.88,0.812,10580.43,107.84,-51.95,2.076,1.4,-35.53,-43.21,16.56,4.3,0.827
70,selected_or_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.50->2.00; filter=selected_above_sma20; recover=5%; maxDays=20; normal=1.00,selected_or_qqq,150,0.0,1.0,25.0,50.0,0.5,2.0,selected_above_sma20,5.0,20,1.0,128,107155.22,55.13,-51.95,1.061,1.05,-36.41,-46.18,18.41,1.85,0.815,10434.45,107.39,-51.95,2.067,1.39,-36.41,-46.18,16.63,4.23,0.833
71,selected_or_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.50->1.00; filter=selected_above_sma20; recover=5%; maxDays=63; normal=1.00,selected_or_qqq,150,0.0,1.0,25.0,50.0,0.5,1.0,selected_above_sma20,5.0,63,1.0,126,106048.92,55.03,-51.95,1.059,1.06,-37.07,-40.29,18.38,1.88,0.81,10325.79,107.06,-51.95,2.061,1.4,-37.07,-40.29,16.56,4.3,0.82
72,selected_or_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.50->1.50; filter=selected_above_sma20; recover=5%; maxDays=20; normal=1.00,selected_or_qqq,150,0.0,1.0,25.0,50.0,0.5,1.5,selected_above_sma20,5.0,20,1.0,128,105655.63,55.0,-51.95,1.059,1.06,-37.3,-43.21,18.41,1.85,0.812,10287.16,106.94,-51.95,2.058,1.4,-37.3,-43.21,16.63,4.23,0.826
73,selected_or_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.50->1.00; filter=selected_above_sma20; recover=5%; maxDays=20; normal=1.00,selected_or_qqq,150,0.0,1.0,25.0,50.0,0.5,1.0,selected_above_sma20,5.0,20,1.0,128,103134.25,54.76,-51.95,1.054,1.06,-38.8,-40.29,18.41,1.85,0.809,10039.52,106.15,-51.95,2.043,1.4,-38.8,-40.29,16.63,4.23,0.819
74,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.50->1.00; filter=none; recover=5%; maxDays=20; normal=1.00,selected_and_qqq,150,0.0,1.0,25.0,50.0,0.5,1.0,none,5.0,20,1.0,204,70583.1,51.12,-52.22,0.979,1.01,-23.8,-46.45,19.08,6.85,0.788,10964.21,108.99,-47.1,2.314,1.39,-23.8,-46.45,12.58,14.07,0.835
75,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.50->1.50; filter=none; recover=5%; maxDays=20; normal=1.00,selected_and_qqq,150,0.0,1.0,25.0,50.0,0.5,1.5,none,5.0,20,1.0,204,122344.06,56.43,-52.99,1.065,1.04,-11.88,-52.83,19.08,6.85,0.802,17294.59,124.34,-52.99,2.346,1.42,-11.88,-52.83,12.58,14.07,0.867
76,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.67->1.00; filter=none; recover=5%; maxDays=20; normal=1.00,selected_and_qqq,150,0.0,1.0,25.0,50.0,0.67,1.0,none,5.0,20,1.0,204,65230.15,50.37,-53.54,0.941,0.99,-38.1,-51.15,19.08,6.85,0.795,9303.88,103.74,-51.74,2.005,1.34,-38.1,-51.15,12.58,14.07,0.849
77,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.50->1.50; filter=none; recover=5%; maxDays=63; normal=1.00,selected_and_qqq,150,0.0,1.0,25.0,50.0,0.5,1.5,none,5.0,63,1.0,190,86184.72,53.02,-54.28,0.977,1.0,-38.88,-53.72,18.91,7.03,0.803,11965.42,111.85,-54.28,2.06,1.34,-38.88,-53.72,12.2,14.45,0.87
78,selected_or_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 1.00->2.00; filter=selected_above_sma20; recover=5%; maxDays=63; normal=1.00,selected_or_qqq,200,0.0,1.0,20.0,50.0,1.0,2.0,selected_above_sma20,5.0,63,1.0,129,185832.39,60.6,-54.89,1.104,1.1,-41.73,-51.6,17.83,2.75,0.828,14335.21,117.88,-54.89,2.147,1.43,-41.73,-51.6,14.94,5.42,0.867
79,selected_or_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 1.00->2.00; filter=selected_above_sma20; recover=5%; maxDays=20; normal=1.00,selected_or_qqq,200,0.0,1.0,20.0,50.0,1.0,2.0,selected_above_sma20,5.0,20,1.0,131,175894.51,60.04,-54.89,1.094,1.09,-44.85,-51.6,17.86,2.73,0.828,13563.66,116.01,-54.89,2.113,1.42,-44.85,-51.6,15.01,5.35,0.866
80,selected_or_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 1.00->1.50; filter=selected_above_sma20; recover=5%; maxDays=63; normal=1.00,selected_or_qqq,200,0.0,1.0,20.0,50.0,1.0,1.5,selected_above_sma20,5.0,63,1.0,129,175748.48,60.04,-54.89,1.094,1.1,-44.12,-49.86,17.83,2.75,0.825,13552.32,115.99,-54.89,2.113,1.43,-44.12,-49.86,14.94,5.42,0.859
81,selected_or_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 1.00->1.50; filter=selected_above_sma20; recover=5%; maxDays=20; normal=1.00,selected_or_qqq,200,0.0,1.0,20.0,50.0,1.0,1.5,selected_above_sma20,5.0,20,1.0,131,166349.57,59.48,-54.89,1.084,1.09,-47.1,-49.86,17.86,2.73,0.825,12822.62,114.14,-54.89,2.079,1.42,-47.1,-49.86,15.01,5.35,0.858
82,selected_or_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 1.00->1.00; filter=selected_above_sma20; recover=5%; maxDays=63; normal=1.00,selected_or_qqq,200,0.0,1.0,20.0,50.0,1.0,1.0,selected_above_sma20,5.0,63,1.0,129,164276.4,59.36,-54.89,1.081,1.1,-47.02,-49.86,17.83,2.75,0.822,12661.67,113.72,-54.89,2.072,1.43,-47.02,-49.86,14.94,5.42,0.851
83,selected_or_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 1.00->1.00; filter=selected_above_sma20; recover=5%; maxDays=20; normal=1.00,selected_or_qqq,200,0.0,1.0,20.0,50.0,1.0,1.0,selected_above_sma20,5.0,20,1.0,131,155490.66,58.81,-54.89,1.071,1.09,-49.85,-49.86,17.86,2.73,0.821,11979.57,111.89,-54.89,2.038,1.42,-49.85,-49.86,15.01,5.35,0.85
84,selected_or_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 1.00->1.00; filter=selected_above_sma20; recover=5%; maxDays=63; normal=1.00,selected_or_qqq,200,0.0,1.0,25.0,50.0,1.0,1.0,selected_above_sma20,5.0,63,1.0,119,106893.22,55.11,-54.89,1.004,1.05,-52.98,-52.98,18.58,2.0,0.814,9361.92,103.93,-54.89,1.893,1.36,-52.98,-52.98,15.75,4.61,0.842
85,selected_or_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 1.00->1.50; filter=selected_above_sma20; recover=5%; maxDays=63; normal=1.00,selected_or_qqq,200,0.0,1.0,25.0,50.0,1.0,1.5,selected_above_sma20,5.0,63,1.0,119,108903.41,55.29,-55.17,1.002,1.05,-52.1,-54.62,18.58,2.0,0.817,9539.69,104.53,-55.17,1.895,1.36,-52.1,-54.62,15.75,4.61,0.849
86,selected_or_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 1.00->1.50; filter=selected_above_sma20; recover=5%; maxDays=20; normal=1.00,selected_or_qqq,200,0.0,1.0,25.0,50.0,1.0,1.5,selected_above_sma20,5.0,20,1.0,121,103077.3,54.76,-55.21,0.992,1.04,-54.66,-54.66,18.61,1.98,0.817,9024.46,102.78,-55.21,1.861,1.35,-54.66,-54.66,15.82,4.55,0.849
87,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 1.00->2.00; filter=selected_above_sma20; recover=5%; maxDays=63; normal=1.00,selected_and_qqq,150,0.0,1.0,20.0,50.0,1.0,2.0,selected_above_sma20,5.0,63,1.0,188,57276.99,49.15,-55.71,0.882,1.0,-9.78,-40.18,23.14,2.8,0.775,10830.49,108.59,-44.71,2.429,1.42,-9.78,-40.18,21.11,5.54,0.805
88,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 1.00->2.00; filter=selected_above_sma20; recover=5%; maxDays=20; normal=1.00,selected_and_qqq,150,0.0,1.0,20.0,50.0,1.0,2.0,selected_above_sma20,5.0,20,1.0,190,54210.25,48.63,-55.71,0.873,0.99,-14.6,-40.18,23.16,2.78,0.775,10246.26,106.81,-44.71,2.389,1.4,-14.6,-40.18,21.17,5.48,0.805
89,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 1.00->1.50; filter=selected_above_sma20; recover=5%; maxDays=63; normal=1.00,selected_and_qqq,150,0.0,1.0,20.0,50.0,1.0,1.5,selected_above_sma20,5.0,63,1.0,188,54165.19,48.62,-55.71,0.873,1.0,-13.47,-37.19,23.14,2.8,0.772,10237.68,106.78,-44.71,2.388,1.42,-13.47,-37.19,21.11,5.54,0.797
90,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 1.00->1.50; filter=selected_above_sma20; recover=5%; maxDays=20; normal=1.00,selected_and_qqq,150,0.0,1.0,20.0,50.0,1.0,1.5,selected_above_sma20,5.0,20,1.0,190,51264.78,48.11,-55.71,0.864,0.99,-18.09,-37.19,23.16,2.78,0.772,9685.14,105.01,-44.71,2.349,1.41,-18.09,-37.19,21.17,5.48,0.797
91,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 1.00->1.00; filter=selected_above_sma20; recover=5%; maxDays=63; normal=1.00,selected_and_qqq,150,0.0,1.0,20.0,50.0,1.0,1.0,selected_above_sma20,5.0,63,1.0,188,50625.01,47.99,-55.71,0.861,0.99,-17.96,-35.61,23.14,2.8,0.769,9563.27,104.61,-44.71,2.34,1.41,-17.96,-35.61,21.11,5.54,0.789
92,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 1.00->1.00; filter=selected_above_sma20; recover=5%; maxDays=20; normal=1.00,selected_and_qqq,150,0.0,1.0,20.0,50.0,1.0,1.0,selected_above_sma20,5.0,20,1.0,190,47913.82,47.48,-55.71,0.852,0.99,-22.34,-35.61,23.16,2.78,0.768,9046.77,102.85,-44.71,2.301,1.4,-22.34,-35.61,21.17,5.48,0.788
93,selected_or_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.67->1.50; filter=selected_above_sma20; recover=5%; maxDays=63; normal=1.00,selected_or_qqq,200,0.0,1.0,25.0,50.0,0.67,1.5,selected_above_sma20,5.0,63,1.0,119,99569.34,54.42,-55.75,0.976,1.04,-48.95,-55.09,18.58,2.0,0.812,9201.32,103.39,-55.64,1.858,1.36,-48.95,-55.09,15.75,4.61,0.839
94,selected_or_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.67->1.00; filter=selected_above_sma20; recover=5%; maxDays=63; normal=1.00,selected_or_qqq,200,0.0,1.0,25.0,50.0,0.67,1.0,selected_above_sma20,5.0,63,1.0,119,97375.4,54.2,-55.75,0.972,1.05,-50.08,-52.76,18.58,2.0,0.809,8996.58,102.68,-54.87,1.871,1.36,-50.08,-52.76,15.75,4.61,0.832
95,selected_or_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.67->1.50; filter=selected_above_sma20; recover=5%; maxDays=20; normal=1.00,selected_or_qqq,200,0.0,1.0,25.0,50.0,0.67,1.5,selected_above_sma20,5.0,20,1.0,121,95936.02,54.06,-55.75,0.97,1.04,-50.81,-55.09,18.61,1.98,0.812,8862.25,102.21,-55.64,1.837,1.35,-50.81,-55.09,15.82,4.55,0.838
96,selected_or_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.67->1.00; filter=selected_above_sma20; recover=5%; maxDays=20; normal=1.00,selected_or_qqq,200,0.0,1.0,25.0,50.0,0.67,1.0,selected_above_sma20,5.0,20,1.0,121,93822.06,53.84,-55.75,0.966,1.04,-51.9,-52.76,18.61,1.98,0.809,8664.98,101.5,-54.87,1.85,1.35,-51.9,-52.76,15.82,4.55,0.831
97,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.50->1.00; filter=none; recover=5%; maxDays=63; normal=1.00,selected_and_qqq,150,0.0,1.0,20.0,50.0,0.5,1.0,none,5.0,63,1.0,214,93663.98,53.83,-55.76,0.965,1.03,-32.82,-46.89,17.21,8.73,0.8,10888.6,108.77,-47.54,2.288,1.37,-32.82,-46.89,10.59,16.06,0.85
98,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.50->1.00; filter=none; recover=5%; maxDays=20; normal=1.00,selected_and_qqq,150,0.0,1.0,20.0,50.0,0.5,1.0,none,5.0,20,1.0,232,89269.95,53.36,-55.76,0.957,1.03,-37.15,-45.76,17.41,8.53,0.798,9866.27,105.6,-46.43,2.275,1.35,-37.15,-45.76,11.02,15.63,0.847
99,selected_and_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.50->1.00; filter=none; recover=5%; maxDays=20; normal=1.00,selected_and_qqq,200,0.0,1.0,20.0,50.0,0.5,1.0,none,5.0,20,1.0,185,313050.58,65.95,-55.99,1.178,1.16,-48.36,-55.44,17.06,8.53,0.802,8541.98,101.06,-55.99,1.805,1.31,-48.36,-55.44,9.15,15.63,0.866
100,selected_or_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 1.00->1.00; filter=selected_above_sma20; recover=5%; maxDays=20; normal=1.00,selected_or_qqq,200,0.0,1.0,25.0,50.0,1.0,1.0,selected_above_sma20,5.0,20,1.0,121,101174.55,54.57,-56.04,0.974,1.05,-55.5,-55.5,18.61,1.98,0.814,8856.19,102.19,-56.04,1.823,1.35,-55.5,-55.5,15.82,4.55,0.842
101,selected_or_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.50->1.00; filter=none; recover=5%; maxDays=20; normal=1.00,selected_or_qqq,150,0.0,1.0,20.0,50.0,0.5,1.0,none,5.0,20,1.0,178,450432.4,69.8,-56.16,1.243,1.17,-43.78,-55.61,11.86,8.4,0.855,20851.26,130.97,-56.16,2.332,1.48,-43.78,-55.61,5.54,15.32,0.903
102,selected_or_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.67->2.00; filter=selected_above_sma20; recover=5%; maxDays=63; normal=1.00,selected_or_qqq,200,0.0,1.0,20.0,50.0,0.67,2.0,selected_above_sma20,5.0,63,1.0,129,154415.78,58.74,-56.2,1.045,1.09,-38.44,-53.88,17.83,2.75,0.821,13050.04,114.72,-54.87,2.091,1.42,-38.44,-53.88,14.94,5.42,0.855
103,selected_or_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.67->2.00; filter=selected_above_sma20; recover=5%; maxDays=20; normal=1.00,selected_or_qqq,200,0.0,1.0,20.0,50.0,0.67,2.0,selected_above_sma20,5.0,20,1.0,131,148783.11,58.37,-56.2,1.039,1.08,-40.69,-53.88,17.86,2.73,0.821,12570.67,113.48,-54.87,2.068,1.41,-40.69,-53.88,15.01,5.35,0.854
104,selected_or_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.67->1.50; filter=selected_above_sma20; recover=5%; maxDays=63; normal=1.00,selected_or_qqq,200,0.0,1.0,20.0,50.0,0.67,1.5,selected_above_sma20,5.0,63,1.0,129,145346.2,58.14,-56.2,1.034,1.08,-41.23,-51.31,17.83,2.75,0.818,12278.17,112.7,-54.87,2.054,1.42,-41.23,-51.31,14.94,5.42,0.846
105,selected_or_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.67->1.50; filter=selected_above_sma20; recover=5%; maxDays=20; normal=1.00,selected_or_qqq,200,0.0,1.0,20.0,50.0,0.67,1.5,selected_above_sma20,5.0,20,1.0,131,140044.14,57.77,-56.2,1.028,1.08,-43.37,-51.31,17.86,2.73,0.818,11826.94,111.46,-54.87,2.032,1.41,-43.37,-51.31,15.01,5.35,0.846
106,selected_or_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.67->1.00; filter=selected_above_sma20; recover=5%; maxDays=63; normal=1.00,selected_or_qqq,200,0.0,1.0,20.0,50.0,0.67,1.0,selected_above_sma20,5.0,63,1.0,129,135213.55,57.42,-56.2,1.022,1.08,-44.54,-49.86,17.83,2.75,0.815,11415.84,110.31,-54.87,2.01,1.41,-44.54,-49.86,14.94,5.42,0.838
107,selected_or_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.67->1.00; filter=selected_above_sma20; recover=5%; maxDays=20; normal=1.00,selected_or_qqq,200,0.0,1.0,20.0,50.0,0.67,1.0,selected_above_sma20,5.0,20,1.0,131,130280.87,57.05,-56.2,1.015,1.08,-46.56,-49.86,17.86,2.73,0.815,10996.04,109.09,-54.87,1.988,1.41,-46.56,-49.86,15.01,5.35,0.838
108,selected_and_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.50->1.00; filter=none; recover=5%; maxDays=20; normal=1.00,selected_and_qqq,200,0.0,1.0,25.0,50.0,0.5,1.0,none,5.0,20,1.0,157,247572.24,63.52,-56.54,1.123,1.14,-37.4,-56.01,18.73,6.85,0.792,9494.04,104.38,-56.54,1.846,1.34,-37.4,-56.01,10.71,14.07,0.854
109,selected_or_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.50->1.00; filter=none; recover=5%; maxDays=20; normal=1.00,selected_or_qqq,150,0.0,1.0,25.0,50.0,0.5,1.0,none,5.0,20,1.0,154,292808.05,65.26,-56.57,1.154,1.13,-45.32,-56.04,13.51,6.75,0.845,19019.62,127.69,-56.57,2.257,1.47,-45.32,-56.04,7.04,13.82,0.892
110,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.67->2.00; filter=selected_above_sma20; recover=5%; maxDays=63; normal=1.00,selected_and_qqq,150,0.0,1.0,20.0,50.0,0.67,2.0,selected_above_sma20,5.0,63,1.0,188,44544.68,46.81,-56.74,0.825,0.98,-4.69,-33.43,23.14,2.8,0.768,9223.04,103.46,-44.71,2.314,1.39,-4.69,-33.43,21.11,5.54,0.793
111,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.67->2.00; filter=selected_above_sma20; recover=5%; maxDays=20; normal=1.00,selected_and_qqq,150,0.0,1.0,20.0,50.0,0.67,2.0,selected_above_sma20,5.0,20,1.0,190,42917.21,46.47,-56.74,0.819,0.97,-8.16,-33.43,23.16,2.78,0.768,8883.18,102.28,-44.71,2.288,1.38,-8.16,-33.43,21.17,5.48,0.792
112,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.67->1.50; filter=selected_above_sma20; recover=5%; maxDays=63; normal=1.00,selected_and_qqq,150,0.0,1.0,20.0,50.0,0.67,1.5,selected_above_sma20,5.0,63,1.0,188,41924.18,46.25,-56.74,0.815,0.97,-9.0,-29.39,23.14,2.8,0.765,8675.81,101.54,-44.71,2.271,1.39,-9.0,-29.39,21.11,5.54,0.784
113,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.67->1.50; filter=selected_above_sma20; recover=5%; maxDays=20; normal=1.00,selected_and_qqq,150,0.0,1.0,20.0,50.0,0.67,1.5,selected_above_sma20,5.0,20,1.0,190,40392.24,45.91,-56.74,0.809,0.97,-12.32,-29.39,23.16,2.78,0.765,8355.9,100.37,-44.71,2.245,1.38,-12.32,-29.39,21.17,5.48,0.784
114,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.67->1.00; filter=selected_above_sma20; recover=5%; maxDays=63; normal=1.00,selected_and_qqq,150,0.0,1.0,20.0,50.0,0.67,1.0,selected_above_sma20,5.0,63,1.0,188,38996.52,45.59,-56.74,0.803,0.97,-14.12,-26.15,23.14,2.8,0.762,8064.43,99.28,-44.71,2.221,1.39,-14.12,-26.15,21.11,5.54,0.776
115,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.67->1.00; filter=selected_above_sma20; recover=5%; maxDays=20; normal=1.00,selected_and_qqq,150,0.0,1.0,20.0,50.0,0.67,1.0,selected_above_sma20,5.0,20,1.0,190,37571.31,45.25,-56.74,0.797,0.97,-17.25,-26.15,23.16,2.78,0.761,7766.81,98.12,-44.71,2.195,1.38,-17.25,-26.15,21.17,5.48,0.776
116,selected_or_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.50->1.00; filter=none; recover=5%; maxDays=63; normal=1.00,selected_or_qqq,150,0.0,1.0,20.0,50.0,0.5,1.0,none,5.0,63,1.0,162,412086.29,68.85,-56.9,1.21,1.16,-46.87,-56.37,11.66,8.6,0.856,20043.87,129.56,-56.9,2.277,1.47,-46.87,-56.37,5.11,15.75,0.907
117,selected_and_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.50->1.00; filter=none; recover=5%; maxDays=63; normal=1.00,selected_and_qqq,200,0.0,1.0,20.0,50.0,0.5,1.0,none,5.0,63,1.0,167,328447.2,66.46,-56.9,1.168,1.16,-44.81,-56.37,16.86,8.73,0.803,9428.47,104.16,-56.9,1.831,1.33,-44.81,-56.37,8.72,16.06,0.869
