rank_drawdown_first,variant,cash_mode,cash_sma,exit_buffer_pct,reentry_buffer_pct,dca_start_below_sma_pct,dca_max_below_sma_pct,dca_entry_exposure,dca_max_exposure,dca_filter,recover_buffer_pct,max_dca_days,normal_exposure,trade_events,2010_return_pct,2010_cagr_pct,2010_max_drawdown_pct,2010_calmar,2010_sharpe,2010_2022_return_pct,2010_2022_drawdown_pct,2010_cash_days_pct,2010_deep_dca_days_pct,2010_avg_exposure,2020_return_pct,2020_cagr_pct,2020_max_drawdown_pct,2020_calmar,2020_sharpe,2020_2022_return_pct,2020_2022_drawdown_pct,2020_cash_days_pct,2020_deep_dca_days_pct,2020_avg_exposure
118,selected_or_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.50->1.50; filter=selected_above_sma20; recover=5%; maxDays=63; normal=1.00,selected_or_qqq,200,0.0,1.0,25.0,50.0,0.5,1.5,selected_above_sma20,5.0,63,1.0,119,94630.31,53.93,-56.98,0.946,1.04,-47.43,-55.35,18.58,2.0,0.81,8992.97,102.67,-55.9,1.837,1.36,-47.43,-55.35,15.75,4.61,0.833
119,selected_or_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.50->1.00; filter=selected_above_sma20; recover=5%; maxDays=63; normal=1.00,selected_or_qqq,200,0.0,1.0,25.0,50.0,0.5,1.0,selected_above_sma20,5.0,63,1.0,119,92371.79,53.69,-56.98,0.942,1.04,-48.69,-53.06,18.58,2.0,0.807,8776.18,101.9,-54.85,1.858,1.36,-48.69,-53.06,15.75,4.61,0.826
120,selected_or_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.50->1.50; filter=selected_above_sma20; recover=5%; maxDays=20; normal=1.00,selected_or_qqq,200,0.0,1.0,25.0,50.0,0.5,1.5,selected_above_sma20,5.0,20,1.0,121,92029.18,53.66,-56.98,0.942,1.04,-48.88,-55.35,18.61,1.98,0.81,8743.29,101.78,-55.9,1.821,1.35,-48.88,-55.35,15.82,4.55,0.833
121,selected_or_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.50->1.00; filter=selected_above_sma20; recover=5%; maxDays=20; normal=1.00,selected_or_qqq,200,0.0,1.0,25.0,50.0,0.5,1.0,selected_above_sma20,5.0,20,1.0,121,89832.68,53.42,-56.98,0.938,1.04,-50.1,-53.06,18.61,1.98,0.807,8532.45,101.02,-54.85,1.842,1.35,-50.1,-53.06,15.82,4.55,0.826
122,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.67->1.50; filter=none; recover=5%; maxDays=20; normal=1.00,selected_and_qqq,150,0.0,1.0,25.0,50.0,0.67,1.5,none,5.0,20,1.0,204,111775.8,55.55,-57.21,0.971,1.02,-28.79,-56.68,19.08,6.85,0.809,14524.29,118.33,-57.21,2.068,1.37,-28.79,-56.68,12.58,14.07,0.88
123,selected_or_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.50->2.00; filter=selected_above_sma20; recover=5%; maxDays=63; normal=1.00,selected_or_qqq,200,0.0,1.0,20.0,50.0,0.5,2.0,selected_above_sma20,5.0,63,1.0,129,139485.25,57.73,-57.25,1.008,1.08,-36.87,-55.04,17.83,2.75,0.818,12384.79,112.98,-55.59,2.032,1.41,-36.87,-55.04,14.94,5.42,0.848
124,selected_or_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.50->2.00; filter=selected_above_sma20; recover=5%; maxDays=20; normal=1.00,selected_or_qqq,200,0.0,1.0,20.0,50.0,0.5,2.0,selected_above_sma20,5.0,20,1.0,131,135652.48,57.45,-57.25,1.004,1.07,-38.6,-55.04,17.86,2.73,0.818,12041.98,112.06,-55.59,2.016,1.41,-38.6,-55.04,15.01,5.35,0.848
125,selected_or_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.50->1.50; filter=selected_above_sma20; recover=5%; maxDays=63; normal=1.00,selected_or_qqq,200,0.0,1.0,20.0,50.0,0.5,1.5,selected_above_sma20,5.0,63,1.0,129,130971.8,57.1,-57.25,0.998,1.07,-39.87,-52.56,17.83,2.75,0.815,11623.33,110.89,-54.85,2.022,1.41,-39.87,-52.56,14.94,5.42,0.84
126,selected_or_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.50->1.50; filter=selected_above_sma20; recover=5%; maxDays=20; normal=1.00,selected_or_qqq,200,0.0,1.0,20.0,50.0,0.5,1.5,selected_above_sma20,5.0,20,1.0,131,127372.8,56.83,-57.25,0.993,1.07,-41.52,-52.56,17.86,2.73,0.814,11301.43,109.98,-54.85,2.005,1.41,-41.52,-52.56,15.01,5.35,0.84
127,selected_or_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.50->1.00; filter=selected_above_sma20; recover=5%; maxDays=63; normal=1.00,selected_or_qqq,200,0.0,1.0,20.0,50.0,0.5,1.0,selected_above_sma20,5.0,63,1.0,129,121541.82,56.37,-57.25,0.985,1.07,-43.38,-50.13,17.83,2.75,0.811,10779.89,108.44,-54.85,1.977,1.4,-43.38,-50.13,14.94,5.42,0.832
128,selected_or_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.50->1.00; filter=selected_above_sma20; recover=5%; maxDays=20; normal=1.00,selected_or_qqq,200,0.0,1.0,20.0,50.0,0.5,1.0,selected_above_sma20,5.0,20,1.0,131,118201.75,56.09,-57.25,0.98,1.07,-44.94,-50.13,17.86,2.73,0.811,10481.15,107.54,-54.85,1.961,1.4,-44.94,-50.13,15.01,5.35,0.831
129,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.50->2.00; filter=selected_above_sma20; recover=5%; maxDays=63; normal=1.00,selected_and_qqq,150,0.0,1.0,20.0,50.0,0.5,2.0,selected_above_sma20,5.0,63,1.0,188,38851.38,45.55,-57.27,0.795,0.96,-2.24,-31.6,23.14,2.8,0.765,8448.67,100.72,-44.71,2.253,1.38,-2.24,-31.6,21.11,5.54,0.786
130,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.50->2.00; filter=selected_above_sma20; recover=5%; maxDays=20; normal=1.00,selected_and_qqq,150,0.0,1.0,20.0,50.0,0.5,2.0,selected_above_sma20,5.0,20,1.0,190,37781.85,45.3,-57.27,0.791,0.96,-4.93,-31.6,23.16,2.78,0.764,8213.93,99.84,-44.71,2.233,1.37,-4.93,-31.6,21.17,5.48,0.786
131,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.50->1.50; filter=selected_above_sma20; recover=5%; maxDays=63; normal=1.00,selected_and_qqq,150,0.0,1.0,20.0,50.0,0.5,1.5,selected_above_sma20,5.0,63,1.0,188,36475.7,44.98,-57.27,0.785,0.96,-6.89,-26.54,23.14,2.8,0.761,7927.27,98.75,-44.71,2.209,1.38,-6.89,-26.54,21.11,5.54,0.778
132,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.50->1.50; filter=selected_above_sma20; recover=5%; maxDays=20; normal=1.00,selected_and_qqq,150,0.0,1.0,20.0,50.0,0.5,1.5,selected_above_sma20,5.0,20,1.0,190,35471.4,44.72,-57.27,0.781,0.96,-9.45,-26.54,23.16,2.78,0.761,7706.86,97.88,-44.71,2.189,1.37,-9.45,-26.54,21.17,5.48,0.777
133,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.50->1.00; filter=selected_above_sma20; recover=5%; maxDays=63; normal=1.00,selected_and_qqq,150,0.0,1.0,20.0,50.0,0.5,1.0,selected_above_sma20,5.0,63,1.0,188,33844.25,44.3,-57.27,0.774,0.96,-12.34,-22.78,23.14,2.8,0.758,7349.75,96.44,-44.71,2.157,1.37,-12.34,-22.78,21.11,5.54,0.769
134,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.50->1.00; filter=selected_above_sma20; recover=5%; maxDays=20; normal=1.00,selected_and_qqq,150,0.0,1.0,20.0,50.0,0.5,1.0,selected_above_sma20,5.0,20,1.0,190,32912.21,44.05,-57.27,0.769,0.95,-14.74,-22.78,23.16,2.78,0.758,7145.19,95.58,-44.71,2.138,1.36,-14.74,-22.78,21.17,5.48,0.769
135,selected_or_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 1.00->2.00; filter=selected_above_sma20; recover=5%; maxDays=63; normal=1.00,selected_or_qqq,200,0.0,1.0,25.0,50.0,1.0,2.0,selected_above_sma20,5.0,63,1.0,119,109836.73,55.38,-57.58,0.962,1.05,-51.69,-57.05,18.58,2.0,0.82,9622.23,104.8,-57.58,1.82,1.35,-51.69,-57.05,15.75,4.61,0.856
136,selected_or_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 1.00->2.00; filter=selected_above_sma20; recover=5%; maxDays=20; normal=1.00,selected_or_qqq,200,0.0,1.0,25.0,50.0,1.0,2.0,selected_above_sma20,5.0,20,1.0,121,103960.74,54.84,-57.58,0.952,1.04,-54.27,-57.05,18.61,1.98,0.819,9102.58,103.05,-57.58,1.79,1.34,-54.27,-57.05,15.82,4.55,0.856
137,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.67->1.00; filter=none; recover=5%; maxDays=63; normal=1.00,selected_and_qqq,150,0.0,1.0,25.0,50.0,0.67,1.0,none,5.0,63,1.0,190,50860.87,48.04,-57.72,0.832,0.96,-52.72,-57.2,18.91,7.03,0.797,7082.11,95.32,-57.72,1.651,1.28,-52.72,-57.2,12.2,14.45,0.852
138,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.67->1.00; filter=none; recover=5%; maxDays=63; normal=1.00,selected_and_qqq,150,0.0,1.0,20.0,50.0,0.67,1.0,none,5.0,63,1.0,214,96497.13,54.12,-57.73,0.937,1.03,-45.63,-51.93,17.21,8.73,0.809,9206.48,103.4,-52.52,1.969,1.32,-45.63,-51.93,10.59,16.06,0.865
139,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.67->1.00; filter=none; recover=5%; maxDays=20; normal=1.00,selected_and_qqq,150,0.0,1.0,20.0,50.0,0.67,1.0,none,5.0,20,1.0,232,91787.68,53.63,-57.73,0.929,1.02,-49.59,-53.28,17.41,8.53,0.808,8178.09,99.71,-53.85,1.852,1.3,-49.59,-53.28,11.02,15.63,0.861
140,selected_or_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.67->2.00; filter=selected_above_sma20; recover=5%; maxDays=63; normal=1.00,selected_or_qqq,200,0.0,1.0,25.0,50.0,0.67,2.0,selected_above_sma20,5.0,63,1.0,119,100792.41,54.54,-57.98,0.941,1.04,-48.33,-57.46,18.58,2.0,0.815,9315.46,103.78,-57.98,1.79,1.35,-48.33,-57.46,15.75,4.61,0.845
141,selected_or_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.67->2.00; filter=selected_above_sma20; recover=5%; maxDays=20; normal=1.00,selected_or_qqq,200,0.0,1.0,25.0,50.0,0.67,2.0,selected_above_sma20,5.0,20,1.0,121,97114.5,54.18,-57.98,0.934,1.04,-50.21,-57.46,18.61,1.98,0.815,8972.23,102.59,-57.98,1.769,1.35,-50.21,-57.46,15.82,4.55,0.845
142,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.50->1.50; filter=none; recover=5%; maxDays=63; normal=1.00,selected_and_qqq,150,0.0,1.0,20.0,50.0,0.5,1.5,none,5.0,63,1.0,214,151234.35,58.53,-58.02,1.009,1.05,-28.16,-56.22,17.21,8.73,0.815,16561.92,122.83,-56.24,2.184,1.4,-28.16,-56.22,10.59,16.06,0.886
143,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.50->1.50; filter=none; recover=5%; maxDays=20; normal=1.00,selected_and_qqq,150,0.0,1.0,20.0,50.0,0.5,1.5,none,5.0,20,1.0,232,141916.66,57.9,-58.02,0.998,1.05,-33.82,-54.68,17.41,8.53,0.813,14778.58,118.92,-54.69,2.174,1.38,-33.82,-54.68,11.02,15.63,0.882
144,selected_or_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.50->2.00; filter=selected_above_sma20; recover=5%; maxDays=63; normal=1.00,selected_or_qqq,200,0.0,1.0,25.0,50.0,0.5,2.0,selected_above_sma20,5.0,63,1.0,119,95973.56,54.06,-58.21,0.929,1.04,-46.69,-57.69,18.58,2.0,0.812,9121.9,103.11,-58.21,1.772,1.35,-46.69,-57.69,15.75,4.61,0.84
145,selected_or_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.50->2.00; filter=selected_above_sma20; recover=5%; maxDays=20; normal=1.00,selected_or_qqq,200,0.0,1.0,25.0,50.0,0.5,2.0,selected_above_sma20,5.0,20,1.0,121,93335.55,53.79,-58.21,0.924,1.04,-48.15,-57.69,18.61,1.98,0.812,8868.69,102.23,-58.21,1.756,1.35,-48.15,-57.69,15.82,4.55,0.84
146,selected_and_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.50->1.00; filter=none; recover=5%; maxDays=63; normal=1.00,selected_and_qqq,200,0.0,1.0,25.0,50.0,0.5,1.0,none,5.0,63,1.0,143,194823.33,61.08,-58.72,1.04,1.11,-51.5,-58.21,18.56,7.03,0.793,7332.24,96.37,-58.72,1.641,1.29,-51.5,-58.21,10.34,14.45,0.857
147,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 1.00->2.00; filter=selected_above_sma20; recover=5%; maxDays=63; normal=1.00,selected_and_qqq,150,0.0,1.0,25.0,50.0,1.0,2.0,selected_above_sma20,5.0,63,1.0,174,27488.76,42.43,-58.82,0.721,0.92,-25.2,-39.87,23.94,2.0,0.766,5886.72,89.82,-44.71,2.009,1.29,-25.2,-39.87,22.04,4.61,0.793
148,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 1.00->1.50; filter=selected_above_sma20; recover=5%; maxDays=63; normal=1.00,selected_and_qqq,150,0.0,1.0,25.0,50.0,1.0,1.5,selected_above_sma20,5.0,63,1.0,174,27254.54,42.35,-58.82,0.72,0.92,-25.83,-37.71,23.94,2.0,0.763,5835.89,89.57,-44.71,2.003,1.3,-25.83,-37.71,22.04,4.61,0.786
149,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 1.00->1.00; filter=selected_above_sma20; recover=5%; maxDays=63; normal=1.00,selected_and_qqq,150,0.0,1.0,25.0,50.0,1.0,1.0,selected_above_sma20,5.0,63,1.0,174,26750.08,42.19,-58.82,0.717,0.92,-27.2,-35.61,23.94,2.0,0.761,5726.43,89.02,-44.71,1.991,1.3,-27.2,-35.61,22.04,4.61,0.78
150,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 1.00->2.00; filter=selected_above_sma20; recover=5%; maxDays=20; normal=1.00,selected_and_qqq,150,0.0,1.0,25.0,50.0,1.0,2.0,selected_above_sma20,5.0,20,1.0,176,26014.17,41.94,-58.82,0.713,0.91,-29.2,-39.87,23.96,1.98,0.766,5566.73,88.2,-44.71,1.973,1.27,-29.2,-39.87,22.1,4.55,0.793
151,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 1.00->1.50; filter=selected_above_sma20; recover=5%; maxDays=20; normal=1.00,selected_and_qqq,150,0.0,1.0,25.0,50.0,1.0,1.5,selected_above_sma20,5.0,20,1.0,176,25792.47,41.86,-58.82,0.712,0.92,-29.8,-37.71,23.96,1.98,0.763,5518.63,87.95,-44.71,1.967,1.28,-29.8,-37.71,22.1,4.55,0.786
152,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 1.00->1.00; filter=selected_above_sma20; recover=5%; maxDays=20; normal=1.00,selected_and_qqq,150,0.0,1.0,25.0,50.0,1.0,1.0,selected_above_sma20,5.0,20,1.0,176,25314.97,41.69,-58.82,0.709,0.92,-31.09,-35.61,23.96,1.98,0.76,5415.01,87.4,-44.71,1.955,1.29,-31.09,-35.61,22.1,4.55,0.779
153,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.67->2.00; filter=selected_above_sma20; recover=5%; maxDays=63; normal=1.00,selected_and_qqq,150,0.0,1.0,25.0,50.0,0.67,2.0,selected_above_sma20,5.0,63,1.0,174,25219.07,41.66,-58.82,0.708,0.91,-19.99,-34.13,23.94,2.0,0.761,5697.82,88.87,-45.19,1.967,1.29,-19.99,-34.13,22.04,4.61,0.783
154,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.67->1.50; filter=selected_above_sma20; recover=5%; maxDays=63; normal=1.00,selected_and_qqq,150,0.0,1.0,25.0,50.0,0.67,1.5,selected_above_sma20,5.0,63,1.0,174,24912.14,41.55,-58.82,0.706,0.92,-20.96,-30.46,23.94,2.0,0.759,5627.54,88.51,-45.19,1.959,1.3,-20.96,-30.46,22.04,4.61,0.776
155,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.67->1.00; filter=selected_above_sma20; recover=5%; maxDays=63; normal=1.00,selected_and_qqq,150,0.0,1.0,25.0,50.0,0.67,1.0,selected_above_sma20,5.0,63,1.0,174,24361.57,41.35,-58.82,0.703,0.92,-22.7,-26.86,23.94,2.0,0.756,5501.46,87.86,-45.19,1.944,1.3,-22.7,-26.86,22.04,4.61,0.769
156,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.67->2.00; filter=selected_above_sma20; recover=5%; maxDays=20; normal=1.00,selected_and_qqq,150,0.0,1.0,25.0,50.0,0.67,2.0,selected_above_sma20,5.0,20,1.0,176,24296.1,41.33,-58.82,0.703,0.91,-22.9,-34.13,23.96,1.98,0.761,5486.47,87.78,-45.19,1.942,1.28,-22.9,-34.13,22.1,4.55,0.782
157,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.50->2.00; filter=selected_above_sma20; recover=5%; maxDays=63; normal=1.00,selected_and_qqq,150,0.0,1.0,25.0,50.0,0.5,2.0,selected_above_sma20,5.0,63,1.0,174,24009.78,41.23,-58.82,0.701,0.91,-17.45,-34.49,23.94,2.0,0.759,5578.63,88.26,-45.74,1.93,1.29,-17.45,-34.49,22.04,4.61,0.777
158,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.67->1.50; filter=selected_above_sma20; recover=5%; maxDays=20; normal=1.00,selected_and_qqq,150,0.0,1.0,25.0,50.0,0.67,1.5,selected_above_sma20,5.0,20,1.0,176,24000.36,41.22,-58.82,0.701,0.91,-23.84,-30.46,23.96,1.98,0.758,5418.75,87.42,-45.19,1.935,1.29,-23.84,-30.46,22.1,4.55,0.775
159,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.50->1.50; filter=selected_above_sma20; recover=5%; maxDays=63; normal=1.00,selected_and_qqq,150,0.0,1.0,25.0,50.0,0.5,1.5,selected_above_sma20,5.0,63,1.0,174,23672.69,41.1,-58.82,0.699,0.91,-18.61,-30.87,23.94,2.0,0.756,5499.23,87.85,-45.74,1.92,1.29,-18.61,-30.87,22.04,4.61,0.77
160,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.67->1.00; filter=selected_above_sma20; recover=5%; maxDays=20; normal=1.00,selected_and_qqq,150,0.0,1.0,25.0,50.0,0.67,1.0,selected_above_sma20,5.0,20,1.0,176,23469.86,41.02,-58.82,0.697,0.91,-25.51,-26.86,23.96,1.98,0.756,5297.27,86.77,-45.19,1.92,1.29,-25.51,-26.86,22.1,4.55,0.768
161,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.50->2.00; filter=selected_above_sma20; recover=5%; maxDays=20; normal=1.00,selected_and_qqq,150,0.0,1.0,25.0,50.0,0.5,2.0,selected_above_sma20,5.0,20,1.0,176,23347.77,40.98,-58.82,0.697,0.91,-19.72,-34.49,23.96,1.98,0.759,5422.71,87.44,-45.74,1.912,1.28,-19.72,-34.49,22.1,4.55,0.777
162,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.50->1.00; filter=selected_above_sma20; recover=5%; maxDays=63; normal=1.00,selected_and_qqq,150,0.0,1.0,25.0,50.0,0.5,1.0,selected_above_sma20,5.0,63,1.0,174,23105.91,40.89,-58.82,0.695,0.91,-20.55,-27.32,23.94,2.0,0.753,5365.74,87.14,-45.74,1.905,1.3,-20.55,-27.32,22.04,4.61,0.763
163,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.50->1.50; filter=selected_above_sma20; recover=5%; maxDays=20; normal=1.00,selected_and_qqq,150,0.0,1.0,25.0,50.0,0.5,1.5,selected_above_sma20,5.0,20,1.0,176,23019.93,40.85,-58.82,0.695,0.91,-20.84,-30.87,23.96,1.98,0.756,5345.49,87.03,-45.74,1.903,1.29,-20.84,-30.87,22.1,4.55,0.77
164,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.50->1.00; filter=selected_above_sma20; recover=5%; maxDays=20; normal=1.00,selected_and_qqq,150,0.0,1.0,25.0,50.0,0.5,1.0,selected_above_sma20,5.0,20,1.0,176,22468.72,40.64,-58.82,0.691,0.91,-22.73,-27.32,23.96,1.98,0.753,5215.66,86.32,-45.74,1.887,1.29,-22.73,-27.32,22.1,4.55,0.763
165,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.67->1.50; filter=none; recover=5%; maxDays=20; normal=1.00,selected_and_qqq,150,0.0,1.0,20.0,50.0,0.67,1.5,none,5.0,20,1.0,232,143819.26,58.03,-59.92,0.968,1.04,-47.32,-59.27,17.41,8.53,0.823,12094.56,112.2,-59.27,1.893,1.32,-47.32,-59.27,11.02,15.63,0.897
166,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.67->1.50; filter=none; recover=5%; maxDays=63; normal=1.00,selected_and_qqq,150,0.0,1.0,20.0,50.0,0.67,1.5,none,5.0,63,1.0,214,153505.21,58.68,-60.14,0.976,1.04,-42.31,-60.14,17.21,8.73,0.825,13818.79,116.64,-60.14,1.94,1.35,-42.31,-60.14,10.59,16.06,0.901
167,selected_or_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.50->1.00; filter=none; recover=5%; maxDays=63; normal=1.00,selected_or_qqq,150,0.0,1.0,25.0,50.0,0.5,1.0,none,5.0,63,1.0,142,260807.62,64.06,-60.21,1.064,1.12,-52.06,-59.71,13.36,6.9,0.846,16663.59,123.04,-60.21,2.044,1.44,-52.06,-59.71,6.72,14.13,0.895
168,selected_and_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.67->1.00; filter=none; recover=5%; maxDays=20; normal=1.00,selected_and_qqq,200,0.0,1.0,25.0,50.0,0.67,1.0,none,5.0,20,1.0,157,228815.59,62.71,-60.35,1.039,1.12,-49.14,-59.86,18.73,6.85,0.799,8054.32,99.24,-60.35,1.644,1.29,-49.14,-59.86,10.71,14.07,0.867
169,selected_and_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.67->1.00; filter=none; recover=5%; maxDays=63; normal=1.00,selected_and_qqq,200,0.0,1.0,20.0,50.0,0.67,1.0,none,5.0,63,1.0,167,338374.5,66.77,-60.99,1.095,1.15,-55.33,-60.51,16.86,8.73,0.813,7969.87,98.91,-60.99,1.622,1.28,-55.33,-60.51,8.72,16.06,0.884
170,selected_and_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.67->1.50; filter=none; recover=5%; maxDays=63; normal=1.00,selected_and_qqq,150,0.0,1.0,25.0,50.0,0.67,1.5,none,5.0,63,1.0,190,78034.59,52.07,-61.24,0.85,0.98,-51.31,-60.76,18.91,7.03,0.81,9900.09,105.71,-61.24,1.726,1.3,-51.31,-60.76,12.2,14.45,0.884
171,selected_or_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.50->1.50; filter=none; recover=5%; maxDays=20; normal=1.00,selected_or_qqq,150,0.0,1.0,25.0,50.0,0.5,1.5,none,5.0,20,1.0,154,485437.53,70.6,-61.38,1.15,1.15,-39.5,-60.91,13.51,6.75,0.858,28663.54,142.73,-61.38,2.325,1.49,-39.5,-60.91,7.04,13.82,0.923
172,selected_and_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.50->1.50; filter=none; recover=5%; maxDays=20; normal=1.00,selected_and_qqq,200,0.0,1.0,25.0,50.0,0.5,1.5,none,5.0,20,1.0,157,428941.64,69.28,-61.38,1.129,1.16,-27.61,-60.91,18.73,6.85,0.805,14983.25,119.39,-61.38,1.945,1.38,-27.61,-60.91,10.71,14.07,0.885
173,selected_or_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.67->1.00; filter=none; recover=5%; maxDays=20; normal=1.00,selected_or_qqq,150,0.0,1.0,20.0,50.0,0.67,1.0,none,5.0,20,1.0,178,473241.51,70.33,-61.49,1.144,1.17,-53.56,-61.01,11.86,8.4,0.864,17682.41,125.12,-61.49,2.035,1.43,-53.56,-61.01,5.54,15.32,0.917
174,selected_or_qqq; cashSMA150; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.67->1.00; filter=none; recover=5%; maxDays=63; normal=1.00,selected_or_qqq,150,0.0,1.0,20.0,50.0,0.67,1.0,none,5.0,63,1.0,162,424443.11,69.16,-62.01,1.115,1.16,-56.47,-61.54,11.66,8.6,0.865,16956.35,123.65,-62.01,1.994,1.42,-56.47,-61.54,5.11,15.75,0.921
175,selected_and_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 20%->50%; exp 0.67->1.00; filter=none; recover=5%; maxDays=20; normal=1.00,selected_and_qqq,200,0.0,1.0,20.0,50.0,0.67,1.0,none,5.0,20,1.0,185,321872.67,66.25,-62.09,1.067,1.15,-58.58,-61.62,17.06,8.53,0.811,7078.13,95.3,-62.09,1.535,1.26,-58.58,-61.62,9.15,15.63,0.88
176,selected_and_qqq; cashSMA200; exit 0%; reentry 1%; DCA below SMA200 25%->50%; exp 0.50->1.50; filter=none; recover=5%; maxDays=63; normal=1.00,selected_and_qqq,200,0.0,1.0,25.0,50.0,0.5,1.5,none,5.0,63,1.0,143,302240.01,65.59,-62.44,1.05,1.12,-49.79,-61.98,18.56,7.03,0.807,10362.21,107.17,-62.44,1.716,1.31,-49.79,-61.98,10.34,14.45,0.889
