strategy,signal_date,trade_date,selected_ticker,selected_company,selected_score,nasdaq100_date_added,date_source,skipped_not_yet_nasdaq100_count,first_skipped_tickers,prior_holding,equity_before_rebalance
Nasdaq-100 Top1 current-member baseline,2022-03-31,2022-04-01,FANG,Diamondback Energy,0.44991153608478895,2022-12-19,Wikipedia Nasdaq-100 changes table,0,,FANG,2.91719816388849
Nasdaq-100 Top1 current-member baseline,2022-04-29,2022-05-02,BKR,Baker Hughes,0.49304865275139753,2022-12-19,Wikipedia Nasdaq-100 changes table,0,,FANG,2.636919359391938
Nasdaq-100 Top1 current-member baseline,2022-05-31,2022-06-01,VRTX,Vertex Pharmaceuticals,0.4371679572012275,,No add date found; assumed already member before test window,0,,BKR,3.1488705872702534
Nasdaq-100 Top1 current-member baseline,2022-06-30,2022-07-01,BKR,Baker Hughes,0.4999588441914331,2022-12-19,Wikipedia Nasdaq-100 changes table,0,,VRTX,3.2042245950066524
Nasdaq-100 Top1 current-member baseline,2022-07-29,2022-08-01,TMUS,T-Mobile US,0.2672827696615574,2015-12-21,Wikipedia Nasdaq-100 changes table,0,,BKR,2.8079616696480154
Nasdaq-100 Top1 current-member baseline,2022-08-31,2022-09-01,CEG,Constellation Energy,0.3344562993329263,2022-02-02,Wikipedia Nasdaq-100 changes table,0,,TMUS,2.8175844490832826
Nasdaq-100 Top1 current-member baseline,2022-09-30,2022-10-03,PDD,PDD Holdings,0.777611617222383,2020-08-24,Wikipedia Nasdaq-100 changes table,0,,CEG,2.936378927857089
Nasdaq-100 Top1 current-member baseline,2022-10-31,2022-11-01,ALNY,Alnylam Pharmaceuticals,0.43948219539128597,2025-12-22,Wikipedia Nasdaq-100 changes table,0,,PDD,2.805580500442348
Nasdaq-100 Top1 current-member baseline,2022-11-30,2022-12-01,DXCM,DexCom,0.7020256640086218,2020-04-20,Wikipedia Nasdaq-100 changes table,0,,ALNY,2.9514449564631255
Nasdaq-100 Top1 current-member baseline,2022-12-30,2023-01-03,AXON,Axon Enterprise,0.9739353443411671,2024-12-23,Wikipedia Nasdaq-100 changes table,0,,DXCM,2.898446338172538
Nasdaq-100 Top1 current-member baseline,2023-01-31,2023-02-01,PDD,PDD Holdings,0.728035354061749,2020-08-24,Wikipedia Nasdaq-100 changes table,0,,AXON,3.4039651776721547
Nasdaq-100 Top1 current-member baseline,2023-02-28,2023-03-01,PDD,PDD Holdings,0.8183081615438492,2020-08-24,Wikipedia Nasdaq-100 changes table,0,,PDD,3.0825665763968457
Nasdaq-100 Top1 current-member baseline,2023-03-31,2023-04-03,AXON,Axon Enterprise,0.9123159649218946,2024-12-23,Wikipedia Nasdaq-100 changes table,0,,PDD,2.4643896558297844
Nasdaq-100 Top1 current-member baseline,2023-04-28,2023-05-01,NVDA,Nvidia,1.093322441343867,,No add date found; assumed already member before test window,0,,AXON,2.3252052880314733
Nasdaq-100 Top1 current-member baseline,2023-05-31,2023-06-01,META,Meta Platforms,1.2355208296885665,,No add date found; assumed already member before test window,0,,NVDA,3.2146126438406735
Nasdaq-100 Top1 current-member baseline,2023-06-30,2023-07-03,NVDA,Nvidia,1.6959552380209386,,No add date found; assumed already member before test window,0,,META,3.4660754231290056
Nasdaq-100 Top1 current-member baseline,2023-07-31,2023-08-01,APP,AppLovin,1.030976916991401,2024-11-18,Wikipedia Nasdaq-100 changes table,0,,NVDA,3.787516962627719
Nasdaq-100 Top1 current-member baseline,2023-08-31,2023-09-01,PLTR,Palantir Technologies,1.3801756352239911,2024-12-23,Wikipedia Nasdaq-100 changes table,0,,APP,5.289631415877835
Nasdaq-100 Top1 current-member baseline,2023-09-29,2023-10-02,APP,AppLovin,1.8653333028157553,2024-11-18,Wikipedia Nasdaq-100 changes table,0,,PLTR,5.593192353698995
Nasdaq-100 Top1 current-member baseline,2023-10-31,2023-11-01,APP,AppLovin,1.510455050444444,2024-11-18,Wikipedia Nasdaq-100 changes table,0,,APP,5.094471603843551
Nasdaq-100 Top1 current-member baseline,2023-11-30,2023-12-01,PDD,PDD Holdings,0.4679404189420133,2020-08-24,Wikipedia Nasdaq-100 changes table,0,,APP,5.244923851760466
Nasdaq-100 Top1 current-member baseline,2023-12-29,2024-01-02,PDD,PDD Holdings,1.0498987124486252,2020-08-24,Wikipedia Nasdaq-100 changes table,0,,PDD,5.265417463272442
Nasdaq-100 Top1 current-member baseline,2024-01-31,2024-02-01,PDD,PDD Holdings,0.6240426629594362,2020-08-24,Wikipedia Nasdaq-100 changes table,0,,PDD,4.655729728746012
Nasdaq-100 Top1 current-member baseline,2024-02-29,2024-03-01,CRWD,CrowdStrike,1.0541923133770488,2021-08-26,Wikipedia Nasdaq-100 changes table,0,,PDD,4.644019053709952
Nasdaq-100 Top1 current-member baseline,2024-03-28,2024-04-01,MSTR,MicroStrategy,2.0508823307953987,2024-12-23,Wikipedia Nasdaq-100 changes table,0,,CRWD,4.669475696917445
Nasdaq-100 Top1 current-member baseline,2024-04-30,2024-05-01,MSTR,MicroStrategy,3.023847016717389,2024-12-23,Wikipedia Nasdaq-100 changes table,0,,MSTR,2.8826526987355763
Nasdaq-100 Top1 current-member baseline,2024-05-31,2024-06-03,MSTR,MicroStrategy,1.0277461119199551,2024-12-23,Wikipedia Nasdaq-100 changes table,0,,MSTR,4.54455021793746
Nasdaq-100 Top1 current-member baseline,2024-06-28,2024-07-01,MSTR,MicroStrategy,1.4134126102105191,2024-12-23,Wikipedia Nasdaq-100 changes table,0,,MSTR,4.002383237355236
Nasdaq-100 Top1 current-member baseline,2024-07-31,2024-08-01,MSTR,MicroStrategy,1.6293430263206106,2024-12-23,Wikipedia Nasdaq-100 changes table,0,,MSTR,4.584290020091282
Nasdaq-100 Top1 current-member baseline,2024-08-30,2024-09-03,INSM,Insmed Incorporated,1.6846045354521806,2025-12-22,Wikipedia Nasdaq-100 changes table,0,,MSTR,3.7469119668857536
Nasdaq-100 Top1 current-member baseline,2024-09-30,2024-10-01,INSM,Insmed Incorporated,1.8566618185841581,2025-12-22,Wikipedia Nasdaq-100 changes table,0,,INSM,3.527073666265447
Nasdaq-100 Top1 current-member baseline,2024-10-31,2024-11-01,INSM,Insmed Incorporated,1.8456740871894706,2025-12-22,Wikipedia Nasdaq-100 changes table,0,,INSM,3.2748636821090704
Nasdaq-100 Top1 current-member baseline,2024-11-29,2024-12-02,APP,AppLovin,1.1066517774250646,2024-11-18,Wikipedia Nasdaq-100 changes table,0,,INSM,3.6246719808641332
Nasdaq-100 Top1 current-member baseline,2024-12-31,2025-01-02,APP,AppLovin,3.02425906754175,2024-11-18,Wikipedia Nasdaq-100 changes table,0,,APP,3.5736673289409064
Nasdaq-100 Top1 current-member baseline,2025-01-31,2025-02-03,APP,AppLovin,3.3499352985770043,2024-11-18,Wikipedia Nasdaq-100 changes table,0,,APP,3.816006710775743
Nasdaq-100 Top1 current-member baseline,2025-02-28,2025-03-03,APP,AppLovin,3.0569211955387567,2024-11-18,Wikipedia Nasdaq-100 changes table,0,,APP,3.7807080880185233
Nasdaq-100 Top1 current-member baseline,2025-03-31,2025-04-01,APP,AppLovin,1.5422615922967946,2024-11-18,Wikipedia Nasdaq-100 changes table,0,,APP,2.8521548751840204
Nasdaq-100 Top1 current-member baseline,2025-04-30,2025-05-01,PLTR,Palantir Technologies,0.8814088358795829,2024-12-23,Wikipedia Nasdaq-100 changes table,0,,APP,3.0440832302095657
Nasdaq-100 Top1 current-member baseline,2025-05-30,2025-06-02,PLTR,Palantir Technologies,0.832018556008782,2024-12-23,Wikipedia Nasdaq-100 changes table,0,,PLTR,3.3330478913633295
Nasdaq-100 Top1 current-member baseline,2025-06-30,2025-07-01,PLTR,Palantir Technologies,0.4848264599784158,2024-12-23,Wikipedia Nasdaq-100 changes table,0,,PLTR,3.430299470306912
Nasdaq-100 Top1 current-member baseline,2025-07-31,2025-08-01,PLTR,Palantir Technologies,0.6384151100269431,2024-12-23,Wikipedia Nasdaq-100 changes table,0,,PLTR,3.9318986215764498
Nasdaq-100 Top1 current-member baseline,2025-08-29,2025-09-02,PLTR,Palantir Technologies,0.8646962967248766,2024-12-23,Wikipedia Nasdaq-100 changes table,0,,PLTR,3.834266674504376
Nasdaq-100 Top1 current-member baseline,2025-09-30,2025-10-01,WDC,Western Digital,0.9908408375683342,2025-12-22,Wikipedia Nasdaq-100 changes table,0,,PLTR,4.598077219155814
Nasdaq-100 Top1 current-member baseline,2025-10-31,2025-11-03,SNDK,Sandisk,2.6087207524179523,2026-04-20,Wikipedia Nasdaq-100 changes table,0,,WDC,5.916649805413335
Nasdaq-100 Top1 current-member baseline,2025-11-28,2025-12-01,SNDK,Sandisk,4.422128099138006,2026-04-20,Wikipedia Nasdaq-100 changes table,0,,SNDK,5.944429864023817
Nasdaq-100 Top1 current-member baseline,2025-12-31,2026-01-02,SNDK,Sandisk,3.5481498016208795,2026-04-20,Wikipedia Nasdaq-100 changes table,0,,SNDK,6.856691364549158
Nasdaq-100 Top1 current-member baseline,2026-01-30,2026-02-02,SNDK,Sandisk,4.596924777935193,2026-04-20,Wikipedia Nasdaq-100 changes table,0,,SNDK,16.52256322805196
Nasdaq-100 Top1 current-member baseline,2026-02-27,2026-03-02,SNDK,Sandisk,9.892444670547254,2026-04-20,Wikipedia Nasdaq-100 changes table,0,,SNDK,17.359762051097544
Nasdaq-100 Top1 current-member baseline,2026-03-31,2026-04-01,SNDK,Sandisk,4.454449489778359,2026-04-20,Wikipedia Nasdaq-100 changes table,0,,SNDK,18.303871282193903
Nasdaq-100 Top1 current-member baseline,2026-04-30,2026-05-01,SNDK,Sandisk,2.6195523914650924,2026-04-20,Wikipedia Nasdaq-100 changes table,0,,SNDK,29.717099412424044
Nasdaq-100 Top1 PIT membership,2019-12-31,2020-01-02,TSLA,"Tesla, Inc.",0.4693386705117728,2013-07-15,Wikipedia Nasdaq-100 changes table,3,"PDD, ALNY, DXCM",CASH,1.0
Nasdaq-100 Top1 PIT membership,2020-01-31,2020-02-03,TSLA,"Tesla, Inc.",0.7888817113529452,2013-07-15,Wikipedia Nasdaq-100 changes table,0,,TSLA,1.5870200541201767
Nasdaq-100 Top1 PIT membership,2020-02-28,2020-03-02,TSLA,"Tesla, Inc.",1.6948836408124461,2013-07-15,Wikipedia Nasdaq-100 changes table,0,,TSLA,1.6755241333526545
Nasdaq-100 Top1 PIT membership,2020-03-31,2020-04-01,TSLA,"Tesla, Inc.",2.087225503880085,2013-07-15,Wikipedia Nasdaq-100 changes table,0,,TSLA,1.1872791300333279
Nasdaq-100 Top1 PIT membership,2020-04-30,2020-05-01,DXCM,DexCom,0.739020895002303,2020-04-20,Wikipedia Nasdaq-100 changes table,0,,TSLA,1.7785630183287442
Nasdaq-100 Top1 PIT membership,2020-05-29,2020-06-01,TSLA,"Tesla, Inc.",1.4337529042314907,2013-07-15,Wikipedia Nasdaq-100 changes table,0,,DXCM,2.055288080092884
Nasdaq-100 Top1 PIT membership,2020-06-30,2020-07-01,TSLA,"Tesla, Inc.",1.1656618476564309,2013-07-15,Wikipedia Nasdaq-100 changes table,1,ZS,TSLA,2.594262082713283
Nasdaq-100 Top1 PIT membership,2020-07-31,2020-08-03,REGN,Regeneron Pharmaceuticals,0.8025983268585326,2012-12-24,Wikipedia Nasdaq-100 changes table,4,"PDD, SHOP, ZS, DDOG",TSLA,3.471472595235808
Nasdaq-100 Top1 PIT membership,2020-08-31,2020-09-01,PDD,PDD Holdings,1.5649622996218127,2020-08-24,Wikipedia Nasdaq-100 changes table,0,,REGN,3.366427799500578
Nasdaq-100 Top1 PIT membership,2020-09-30,2020-10-01,TSLA,"Tesla, Inc.",4.174017995285337,2013-07-15,Wikipedia Nasdaq-100 changes table,0,,PDD,2.8206120245428092
Nasdaq-100 Top1 PIT membership,2020-10-30,2020-11-02,TSLA,"Tesla, Inc.",1.94381188143001,2013-07-15,Wikipedia Nasdaq-100 changes table,0,,TSLA,2.5213746902646963
Nasdaq-100 Top1 PIT membership,2020-11-30,2020-12-01,TSLA,"Tesla, Inc.",1.3301305472318021,2013-07-15,Wikipedia Nasdaq-100 changes table,0,,TSLA,3.8242344892082283
Nasdaq-100 Top1 PIT membership,2020-12-31,2021-01-04,TSLA,"Tesla, Inc.",1.419042607101007,2013-07-15,Wikipedia Nasdaq-100 changes table,1,MSTR,TSLA,4.604132894194493
Nasdaq-100 Top1 PIT membership,2021-01-29,2021-02-01,TSLA,"Tesla, Inc.",1.2386369598871698,2013-07-15,Wikipedia Nasdaq-100 changes table,1,MSTR,TSLA,5.210990407735392
Nasdaq-100 Top1 PIT membership,2021-02-26,2021-03-01,TSLA,"Tesla, Inc.",1.006715817633098,2013-07-15,Wikipedia Nasdaq-100 changes table,1,MSTR,TSLA,4.416309534073683
Nasdaq-100 Top1 PIT membership,2021-03-31,2021-04-01,PDD,PDD Holdings,1.3815469679832497,2020-08-24,Wikipedia Nasdaq-100 changes table,2,"MSTR, WBD",TSLA,4.405174493512025
Nasdaq-100 Top1 PIT membership,2021-04-30,2021-05-03,AMAT,Applied Materials,1.3421271782490432,,No add date found; assumed already member before test window,2,"MSTR, FANG",PDD,4.156503103593037
Nasdaq-100 Top1 PIT membership,2021-05-28,2021-06-01,AMAT,Applied Materials,0.6717646592724784,,No add date found; assumed already member before test window,3,"MSTR, FANG, STX",AMAT,4.311092217578592
Nasdaq-100 Top1 PIT membership,2021-06-30,2021-07-01,AMAT,Applied Materials,0.6460716822190078,,No add date found; assumed already member before test window,1,FANG,AMAT,4.394831462483251
Nasdaq-100 Top1 PIT membership,2021-07-30,2021-08-02,NVDA,Nvidia,0.5407523063203368,,No add date found; assumed already member before test window,2,"FANG, FTNT",AMAT,4.374361536712787
Nasdaq-100 Top1 PIT membership,2021-08-31,2021-09-01,NVDA,Nvidia,0.5432827018426578,,No add date found; assumed already member before test window,1,FTNT,NVDA,4.993646746034685
Nasdaq-100 Top1 PIT membership,2021-09-30,2021-10-01,NVDA,Nvidia,0.6213786558859287,,No add date found; assumed already member before test window,1,FTNT,NVDA,4.608323978065555
Nasdaq-100 Top1 PIT membership,2021-10-29,2021-11-01,DXCM,DexCom,0.43694977225484966,2020-04-20,Wikipedia Nasdaq-100 changes table,4,"DDOG, DASH, ZS, FTNT",NVDA,5.696332896358326
Nasdaq-100 Top1 PIT membership,2021-11-30,2021-12-01,TSLA,"Tesla, Inc.",0.840957230808149,2013-07-15,Wikipedia Nasdaq-100 changes table,0,,DXCM,5.152734859160543
Nasdaq-100 Top1 PIT membership,2021-12-31,2022-01-03,TSLA,"Tesla, Inc.",0.6129032040557227,2013-07-15,Wikipedia Nasdaq-100 changes table,0,,TSLA,5.095245700997018
Nasdaq-100 Top1 PIT membership,2022-01-31,2022-02-01,DDOG,Datadog,0.6028845030747563,2021-12-20,Wikipedia Nasdaq-100 changes table,0,,TSLA,4.1517094853328915
Nasdaq-100 Top1 PIT membership,2022-02-28,2022-03-01,TSLA,"Tesla, Inc.",0.1645971323542179,2013-07-15,Wikipedia Nasdaq-100 changes table,3,"FANG, STX, BKR",DDOG,4.498410666585814
Nasdaq-100 Top1 PIT membership,2022-03-31,2022-04-01,QCOM,Qualcomm,0.322674315264714,,No add date found; assumed already member before test window,1,FANG,TSLA,5.592236840010549
Nasdaq-100 Top1 PIT membership,2022-04-29,2022-05-02,VRTX,Vertex Pharmaceuticals,0.40945048908610926,,No add date found; assumed already member before test window,1,BKR,QCOM,5.174862429316651
Nasdaq-100 Top1 PIT membership,2022-05-31,2022-06-01,VRTX,Vertex Pharmaceuticals,0.4371679572012275,,No add date found; assumed already member before test window,0,,VRTX,5.393885429107477
Nasdaq-100 Top1 PIT membership,2022-06-30,2022-07-01,EXC,Exelon,0.23527330696732052,2019-11-21,Wikipedia Nasdaq-100 changes table,2,"BKR, FANG",VRTX,5.488704561077868
Nasdaq-100 Top1 PIT membership,2022-07-29,2022-08-01,TMUS,T-Mobile US,0.2672827696615574,2015-12-21,Wikipedia Nasdaq-100 changes table,0,,EXC,5.635636397200439
Nasdaq-100 Top1 PIT membership,2022-08-31,2022-09-01,CEG,Constellation Energy,0.3344562993329263,2022-02-02,Wikipedia Nasdaq-100 changes table,0,,TMUS,5.654949511981818
Nasdaq-100 Top1 PIT membership,2022-09-30,2022-10-03,PDD,PDD Holdings,0.777611617222383,2020-08-24,Wikipedia Nasdaq-100 changes table,0,,CEG,5.893372456141181
Nasdaq-100 Top1 PIT membership,2022-10-31,2022-11-01,CEG,Constellation Energy,0.4354709151316667,2022-02-02,Wikipedia Nasdaq-100 changes table,1,ALNY,PDD,5.630857341991673
Nasdaq-100 Top1 PIT membership,2022-11-30,2022-12-01,DXCM,DexCom,0.7020256640086218,2020-04-20,Wikipedia Nasdaq-100 changes table,0,,CEG,5.743687028530589
Nasdaq-100 Top1 PIT membership,2022-12-30,2023-01-03,NFLX,"Netflix, Inc.",0.6978604096448346,2013-06-06,Wikipedia Nasdaq-100 changes table,1,AXON,DXCM,5.6405485723181155
Nasdaq-100 Top1 PIT membership,2023-01-31,2023-02-01,PDD,PDD Holdings,0.728035354061749,2020-08-24,Wikipedia Nasdaq-100 changes table,0,,NFLX,6.696519572099821
Nasdaq-100 Top1 PIT membership,2023-02-28,2023-03-01,PDD,PDD Holdings,0.8183081615438492,2020-08-24,Wikipedia Nasdaq-100 changes table,0,,PDD,6.064241651631358
Nasdaq-100 Top1 PIT membership,2023-03-31,2023-04-03,NVDA,Nvidia,0.9083439264623381,,No add date found; assumed already member before test window,1,AXON,PDD,4.848120560043498
Nasdaq-100 Top1 PIT membership,2023-04-28,2023-05-01,NVDA,Nvidia,1.093322441343867,,No add date found; assumed already member before test window,0,,NVDA,4.906455493312273
Nasdaq-100 Top1 PIT membership,2023-05-31,2023-06-01,META,Meta Platforms,1.2355208296885665,,No add date found; assumed already member before test window,0,,NVDA,6.78320918433662
Nasdaq-100 Top1 PIT membership,2023-06-30,2023-07-03,NVDA,Nvidia,1.6959552380209386,,No add date found; assumed already member before test window,0,,META,7.313825100769247
Nasdaq-100 Top1 PIT membership,2023-07-31,2023-08-01,NVDA,Nvidia,1.0050655038047065,,No add date found; assumed already member before test window,2,"APP, PLTR",NVDA,7.99210439738457
Nasdaq-100 Top1 PIT membership,2023-08-31,2023-09-01,NVDA,Nvidia,0.8993355153048672,,No add date found; assumed already member before test window,2,"PLTR, APP",NVDA,8.560120042850652
Nasdaq-100 Top1 PIT membership,2023-09-29,2023-10-02,NVDA,Nvidia,0.7992585130900065,,No add date found; assumed already member before test window,2,"APP, PLTR",NVDA,7.574716424435511
Nasdaq-100 Top1 PIT membership,2023-10-31,2023-11-01,ZS,Zscaler,0.849310337812051,2021-12-20,Wikipedia Nasdaq-100 changes table,2,"APP, PLTR",NVDA,7.033495009391898
Nasdaq-100 Top1 PIT membership,2023-11-30,2023-12-01,PDD,PDD Holdings,0.4679404189420133,2020-08-24,Wikipedia Nasdaq-100 changes table,0,,ZS,8.720916477991278
Nasdaq-100 Top1 PIT membership,2023-12-29,2024-01-02,PDD,PDD Holdings,1.0498987124486252,2020-08-24,Wikipedia Nasdaq-100 changes table,0,,PDD,8.754991915381728
Nasdaq-100 Top1 PIT membership,2024-01-31,2024-02-01,PDD,PDD Holdings,0.6240426629594362,2020-08-24,Wikipedia Nasdaq-100 changes table,0,,PDD,7.741243010585706
Nasdaq-100 Top1 PIT membership,2024-02-29,2024-03-01,CRWD,CrowdStrike,1.0541923133770488,2021-08-26,Wikipedia Nasdaq-100 changes table,0,,PDD,7.721771265756451
Nasdaq-100 Top1 PIT membership,2024-03-28,2024-04-01,CRWD,CrowdStrike,0.9684740901464661,2021-08-26,Wikipedia Nasdaq-100 changes table,2,"MSTR, ARM",CRWD,7.76409890777704
Nasdaq-100 Top1 PIT membership,2024-04-30,2024-05-01,NVDA,Nvidia,1.2314859455466576,,No add date found; assumed already member before test window,2,"MSTR, ARM",CRWD,7.024937401028296
Nasdaq-100 Top1 PIT membership,2024-05-31,2024-06-03,NVDA,Nvidia,0.7252220597687977,,No add date found; assumed already member before test window,2,"MSTR, APP",NVDA,9.381859371348463
Nasdaq-100 Top1 PIT membership,2024-06-28,2024-07-01,NVDA,Nvidia,1.3237018686812823,,No add date found; assumed already member before test window,1,MSTR,NVDA,10.195944327311409
Nasdaq-100 Top1 PIT membership,2024-07-31,2024-08-01,ARM,Arm Holdings,1.2068917484659587,2024-06-24,Wikipedia Nasdaq-100 changes table,2,"MSTR, INSM",NVDA,9.705428197102021
Nasdaq-100 Top1 PIT membership,2024-08-30,2024-09-03,NVDA,Nvidia,0.32748425804466663,,No add date found; assumed already member before test window,3,"INSM, ALNY, MSTR",ARM,9.79252133000137
Nasdaq-100 Top1 PIT membership,2024-09-30,2024-10-01,AAPL,Apple Inc.,0.3548667677323891,,No add date found; assumed already member before test window,4,"INSM, ALNY, MPWR, PLTR",NVDA,10.279606407196628
Nasdaq-100 Top1 PIT membership,2024-10-31,2024-11-01,CEG,Constellation Energy,0.4302329792631543,2022-02-02,Wikipedia Nasdaq-100 changes table,5,"INSM, APP, ALNY, PLTR, MSTR",AAPL,9.896672459242748
Nasdaq-100 Top1 PIT membership,2024-11-29,2024-12-02,APP,AppLovin,1.1066517774250646,2024-11-18,Wikipedia Nasdaq-100 changes table,0,,CEG,9.69601716492766
Nasdaq-100 Top1 PIT membership,2024-12-31,2025-01-02,APP,AppLovin,3.02425906754175,2024-11-18,Wikipedia Nasdaq-100 changes table,0,,APP,9.559579445004415
Nasdaq-100 Top1 PIT membership,2025-01-31,2025-02-03,APP,AppLovin,3.3499352985770043,2024-11-18,Wikipedia Nasdaq-100 changes table,0,,APP,10.207838602912647
Nasdaq-100 Top1 PIT membership,2025-02-28,2025-03-03,APP,AppLovin,3.0569211955387567,2024-11-18,Wikipedia Nasdaq-100 changes table,0,,APP,10.11341459600687
Nasdaq-100 Top1 PIT membership,2025-03-31,2025-04-01,APP,AppLovin,1.5422615922967946,2024-11-18,Wikipedia Nasdaq-100 changes table,0,,APP,7.6295297265005075
Nasdaq-100 Top1 PIT membership,2025-04-30,2025-05-01,PLTR,Palantir Technologies,0.8814088358795829,2024-12-23,Wikipedia Nasdaq-100 changes table,0,,APP,8.142939114877873
Nasdaq-100 Top1 PIT membership,2025-05-30,2025-06-02,PLTR,Palantir Technologies,0.832018556008782,2024-12-23,Wikipedia Nasdaq-100 changes table,0,,PLTR,8.915921147292414
