variant,unit_exposure,max_exposure,anchor_mode,add1_drop_pct,add2_drop_pct,sell_mode,sell_param_pct,max_extra_days,trend_guard_sma,trend_guard_exposure,equity_dd_guard_pct,equity_dd_guard_exposure,is_range,is_return_pct,is_max_drawdown_pct,is_sharpe,oos_range,oos_return_pct,oos_max_drawdown_pct,oos_sharpe,full_return_pct,full_max_drawdown_pct,full_sharpe,avg_exposure,days_above_1x_pct,trade_events,rotation_resets
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=extra_profit 10%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.33,0.67,entry,5.0,20.0,extra_profit,10.0,10,none,none,none,none,2010-06-25 to 2019-12-31,761.7,-24.12,1.167,2020-01-02 to 2026-05-20,626.39,-42.21,1.128,6288.11,-42.21,1.128,0.347,0.0,91,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=extra_profit 10%, max_days=10, trend_sma=100, trend_exp=0.25, dd_guard=none, dd_exp=none",0.33,0.67,entry,5.0,20.0,extra_profit,10.0,10,100,0.25,none,none,2010-06-25 to 2019-12-31,896.13,-18.16,1.455,2020-01-02 to 2026-05-20,1048.27,-28.51,1.567,11573.64,-28.51,1.485,0.317,0.0,91,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=extra_profit 10%, max_days=10, trend_sma=100, trend_exp=0.5, dd_guard=none, dd_exp=none",0.33,0.67,entry,5.0,20.0,extra_profit,10.0,10,100,0.5,none,none,2010-06-25 to 2019-12-31,725.46,-23.38,1.196,2020-01-02 to 2026-05-20,712.69,-38.66,1.218,6746.45,-38.66,1.186,0.341,0.0,91,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=extra_profit 10%, max_days=10, trend_sma=200, trend_exp=0.5, dd_guard=none, dd_exp=none",0.33,0.67,entry,5.0,20.0,extra_profit,10.0,10,200,0.5,none,none,2010-06-25 to 2019-12-31,738.42,-23.38,1.2,2020-01-02 to 2026-05-20,698.96,-38.66,1.208,6736.49,-38.66,1.183,0.342,0.0,91,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=extra_profit 10%, max_days=10, trend_sma=200, trend_exp=0.75, dd_guard=none, dd_exp=none",0.33,0.67,entry,5.0,20.0,extra_profit,10.0,10,200,0.75,none,none,2010-06-25 to 2019-12-31,761.7,-24.12,1.167,2020-01-02 to 2026-05-20,626.39,-42.21,1.128,6288.11,-42.21,1.128,0.347,0.0,91,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=extra_profit 10%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=0.35, dd_exp=0.5",0.33,0.67,entry,5.0,20.0,extra_profit,10.0,10,none,none,35.0,0.5,2010-06-25 to 2019-12-31,761.7,-24.12,1.167,2020-01-02 to 2026-05-20,619.63,-41.82,1.13,6228.69,-41.82,1.13,0.346,0.0,91,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=extra_profit 10%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=0.45, dd_exp=0.5",0.33,0.67,entry,5.0,20.0,extra_profit,10.0,10,none,none,45.0,0.5,2010-06-25 to 2019-12-31,761.7,-24.12,1.167,2020-01-02 to 2026-05-20,626.39,-42.21,1.128,6288.11,-42.21,1.128,0.347,0.0,91,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=extra_profit 10%, max_days=10, trend_sma=100, trend_exp=0.5, dd_guard=0.35, dd_exp=0.25",0.33,0.67,entry,5.0,20.0,extra_profit,10.0,10,100,0.5,35.0,0.25,2010-06-25 to 2019-12-31,725.46,-23.38,1.196,2020-01-02 to 2026-05-20,681.43,-37.96,1.209,6483.1,-37.96,1.182,0.34,0.0,91,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=extra_profit 10%, max_days=20, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.33,0.67,entry,5.0,20.0,extra_profit,10.0,20,none,none,none,none,2010-06-25 to 2019-12-31,781.62,-24.12,1.175,2020-01-02 to 2026-05-20,657.77,-42.21,1.147,6718.21,-42.21,1.141,0.348,0.0,89,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=extra_profit 10%, max_days=20, trend_sma=100, trend_exp=0.25, dd_guard=none, dd_exp=none",0.33,0.67,entry,5.0,20.0,extra_profit,10.0,20,100,0.25,none,none,2010-06-25 to 2019-12-31,919.16,-18.16,1.462,2020-01-02 to 2026-05-20,1062.1,-28.51,1.572,11987.38,-28.51,1.491,0.318,0.0,89,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=extra_profit 10%, max_days=20, trend_sma=100, trend_exp=0.5, dd_guard=none, dd_exp=none",0.33,0.67,entry,5.0,20.0,extra_profit,10.0,20,100,0.5,none,none,2010-06-25 to 2019-12-31,744.54,-23.38,1.204,2020-01-02 to 2026-05-20,735.48,-38.66,1.231,7101.17,-38.66,1.196,0.342,0.0,89,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=extra_profit 10%, max_days=20, trend_sma=200, trend_exp=0.5, dd_guard=none, dd_exp=none",0.33,0.67,entry,5.0,20.0,extra_profit,10.0,20,200,0.5,none,none,2010-06-25 to 2019-12-31,760.52,-23.38,1.21,2020-01-02 to 2026-05-20,721.36,-38.66,1.22,7113.46,-38.66,1.194,0.343,0.0,89,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=extra_profit 10%, max_days=20, trend_sma=200, trend_exp=0.75, dd_guard=none, dd_exp=none",0.33,0.67,entry,5.0,20.0,extra_profit,10.0,20,200,0.75,none,none,2010-06-25 to 2019-12-31,781.62,-24.12,1.175,2020-01-02 to 2026-05-20,657.77,-42.21,1.147,6718.21,-42.21,1.141,0.348,0.0,89,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=extra_profit 10%, max_days=20, trend_sma=none, trend_exp=none, dd_guard=0.35, dd_exp=0.5",0.33,0.67,entry,5.0,20.0,extra_profit,10.0,20,none,none,35.0,0.5,2010-06-25 to 2019-12-31,781.62,-24.12,1.175,2020-01-02 to 2026-05-20,639.81,-41.82,1.142,6556.59,-41.82,1.14,0.347,0.0,89,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=extra_profit 10%, max_days=20, trend_sma=none, trend_exp=none, dd_guard=0.45, dd_exp=0.5",0.33,0.67,entry,5.0,20.0,extra_profit,10.0,20,none,none,45.0,0.5,2010-06-25 to 2019-12-31,781.62,-24.12,1.175,2020-01-02 to 2026-05-20,657.77,-42.21,1.147,6718.21,-42.21,1.141,0.348,0.0,89,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=extra_profit 10%, max_days=20, trend_sma=100, trend_exp=0.5, dd_guard=0.35, dd_exp=0.25",0.33,0.67,entry,5.0,20.0,extra_profit,10.0,20,100,0.5,35.0,0.25,2010-06-25 to 2019-12-31,744.54,-23.38,1.204,2020-01-02 to 2026-05-20,697.45,-37.41,1.217,6773.42,-37.41,1.19,0.341,0.0,89,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=extra_profit 15%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.33,0.67,entry,5.0,20.0,extra_profit,15.0,10,none,none,none,none,2010-06-25 to 2019-12-31,880.23,-24.08,1.214,2020-01-02 to 2026-05-20,666.66,-40.84,1.149,7569.65,-40.84,1.163,0.35,0.0,87,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=extra_profit 15%, max_days=10, trend_sma=100, trend_exp=0.25, dd_guard=none, dd_exp=none",0.33,0.67,entry,5.0,20.0,extra_profit,15.0,10,100,0.25,none,none,2010-06-25 to 2019-12-31,930.69,-18.16,1.465,2020-01-02 to 2026-05-20,1120.19,-28.51,1.596,12735.19,-28.51,1.505,0.318,0.0,87,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=extra_profit 15%, max_days=10, trend_sma=100, trend_exp=0.5, dd_guard=none, dd_exp=none",0.33,0.67,entry,5.0,20.0,extra_profit,15.0,10,100,0.5,none,none,2010-06-25 to 2019-12-31,797.17,-23.38,1.228,2020-01-02 to 2026-05-20,760.7,-37.91,1.243,7780.9,-37.91,1.214,0.344,0.0,87,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=extra_profit 15%, max_days=10, trend_sma=200, trend_exp=0.5, dd_guard=none, dd_exp=none",0.33,0.67,entry,5.0,20.0,extra_profit,15.0,10,200,0.5,none,none,2010-06-25 to 2019-12-31,814.35,-23.38,1.232,2020-01-02 to 2026-05-20,733.74,-37.91,1.224,7680.14,-37.91,1.207,0.344,0.0,87,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=extra_profit 15%, max_days=10, trend_sma=200, trend_exp=0.75, dd_guard=none, dd_exp=none",0.33,0.67,entry,5.0,20.0,extra_profit,15.0,10,200,0.75,none,none,2010-06-25 to 2019-12-31,880.23,-24.08,1.214,2020-01-02 to 2026-05-20,666.66,-40.84,1.149,7569.65,-40.84,1.163,0.35,0.0,87,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=extra_profit 15%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=0.35, dd_exp=0.5",0.33,0.67,entry,5.0,20.0,extra_profit,15.0,10,none,none,35.0,0.5,2010-06-25 to 2019-12-31,880.23,-24.08,1.214,2020-01-02 to 2026-05-20,648.81,-41.28,1.144,7391.15,-41.28,1.161,0.349,0.0,87,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=extra_profit 15%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=0.45, dd_exp=0.5",0.33,0.67,entry,5.0,20.0,extra_profit,15.0,10,none,none,45.0,0.5,2010-06-25 to 2019-12-31,880.23,-24.08,1.214,2020-01-02 to 2026-05-20,666.66,-40.84,1.149,7569.65,-40.84,1.163,0.35,0.0,87,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=extra_profit 15%, max_days=10, trend_sma=100, trend_exp=0.5, dd_guard=0.35, dd_exp=0.25",0.33,0.67,entry,5.0,20.0,extra_profit,15.0,10,100,0.5,35.0,0.25,2010-06-25 to 2019-12-31,797.17,-23.38,1.228,2020-01-02 to 2026-05-20,717.75,-37.61,1.227,7387.58,-37.61,1.207,0.342,0.0,87,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=extra_profit 15%, max_days=20, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.33,0.67,entry,5.0,20.0,extra_profit,15.0,20,none,none,none,none,2010-06-25 to 2019-12-31,936.51,-24.08,1.236,2020-01-02 to 2026-05-20,713.55,-40.84,1.176,8506.1,-40.84,1.187,0.351,0.0,85,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=extra_profit 15%, max_days=20, trend_sma=100, trend_exp=0.25, dd_guard=none, dd_exp=none",0.33,0.67,entry,5.0,20.0,extra_profit,15.0,20,100,0.25,none,none,2010-06-25 to 2019-12-31,989.86,-18.16,1.489,2020-01-02 to 2026-05-20,1156.15,-28.51,1.61,13872.09,-28.51,1.524,0.32,0.0,85,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=extra_profit 15%, max_days=20, trend_sma=100, trend_exp=0.5, dd_guard=none, dd_exp=none",0.33,0.67,entry,5.0,20.0,extra_profit,15.0,20,100,0.5,none,none,2010-06-25 to 2019-12-31,848.68,-23.38,1.251,2020-01-02 to 2026-05-20,800.08,-37.91,1.264,8614.6,-37.91,1.236,0.345,0.0,85,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=extra_profit 15%, max_days=20, trend_sma=200, trend_exp=0.5, dd_guard=none, dd_exp=none",0.33,0.67,entry,5.0,20.0,extra_profit,15.0,20,200,0.5,none,none,2010-06-25 to 2019-12-31,869.91,-23.38,1.257,2020-01-02 to 2026-05-20,771.87,-37.91,1.245,8530.41,-37.91,1.229,0.346,0.0,85,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=extra_profit 15%, max_days=20, trend_sma=200, trend_exp=0.75, dd_guard=none, dd_exp=none",0.33,0.67,entry,5.0,20.0,extra_profit,15.0,20,200,0.75,none,none,2010-06-25 to 2019-12-31,936.51,-24.08,1.236,2020-01-02 to 2026-05-20,713.55,-40.84,1.176,8506.1,-40.84,1.187,0.351,0.0,85,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=extra_profit 15%, max_days=20, trend_sma=none, trend_exp=none, dd_guard=0.35, dd_exp=0.5",0.33,0.67,entry,5.0,20.0,extra_profit,15.0,20,none,none,35.0,0.5,2010-06-25 to 2019-12-31,936.51,-24.08,1.236,2020-01-02 to 2026-05-20,683.07,-41.28,1.164,8183.62,-41.28,1.182,0.35,0.0,85,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=extra_profit 15%, max_days=20, trend_sma=none, trend_exp=none, dd_guard=0.45, dd_exp=0.5",0.33,0.67,entry,5.0,20.0,extra_profit,15.0,20,none,none,45.0,0.5,2010-06-25 to 2019-12-31,936.51,-24.08,1.236,2020-01-02 to 2026-05-20,713.55,-40.84,1.176,8506.1,-40.84,1.187,0.351,0.0,85,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=extra_profit 15%, max_days=20, trend_sma=100, trend_exp=0.5, dd_guard=0.35, dd_exp=0.25",0.33,0.67,entry,5.0,20.0,extra_profit,15.0,20,100,0.5,35.0,0.25,2010-06-25 to 2019-12-31,848.68,-23.38,1.251,2020-01-02 to 2026-05-20,754.18,-36.65,1.244,8170.26,-36.65,1.227,0.344,0.0,85,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.33,0.67,entry,5.0,20.0,rebound_from_low,5.0,10,none,none,none,none,2010-06-25 to 2019-12-31,708.18,-24.08,1.162,2020-01-02 to 2026-05-20,636.69,-39.83,1.143,5976.3,-39.83,1.131,0.342,0.0,126,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=100, trend_exp=0.25, dd_guard=none, dd_exp=none",0.33,0.67,entry,5.0,20.0,rebound_from_low,5.0,10,100,0.25,none,none,2010-06-25 to 2019-12-31,789.67,-18.16,1.402,2020-01-02 to 2026-05-20,1058.16,-25.56,1.592,10415.89,-25.56,1.472,0.314,0.0,126,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=100, trend_exp=0.5, dd_guard=none, dd_exp=none",0.33,0.67,entry,5.0,20.0,rebound_from_low,5.0,10,100,0.5,none,none,2010-06-25 to 2019-12-31,655.5,-23.38,1.168,2020-01-02 to 2026-05-20,722.01,-36.13,1.235,6238.1,-36.13,1.18,0.338,0.0,126,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=200, trend_exp=0.5, dd_guard=none, dd_exp=none",0.33,0.67,entry,5.0,20.0,rebound_from_low,5.0,10,200,0.5,none,none,2010-06-25 to 2019-12-31,673.99,-23.38,1.176,2020-01-02 to 2026-05-20,710.28,-36.13,1.225,6300.56,-36.13,1.179,0.338,0.0,126,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=200, trend_exp=0.75, dd_guard=none, dd_exp=none",0.33,0.67,entry,5.0,20.0,rebound_from_low,5.0,10,200,0.75,none,none,2010-06-25 to 2019-12-31,708.18,-24.08,1.162,2020-01-02 to 2026-05-20,636.69,-39.83,1.143,5976.3,-39.83,1.131,0.342,0.0,126,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=0.35, dd_exp=0.5",0.33,0.67,entry,5.0,20.0,rebound_from_low,5.0,10,none,none,35.0,0.5,2010-06-25 to 2019-12-31,708.18,-24.08,1.162,2020-01-02 to 2026-05-20,633.17,-38.81,1.146,5947.29,-38.81,1.133,0.342,0.0,126,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=0.45, dd_exp=0.5",0.33,0.67,entry,5.0,20.0,rebound_from_low,5.0,10,none,none,45.0,0.5,2010-06-25 to 2019-12-31,708.18,-24.08,1.162,2020-01-02 to 2026-05-20,636.69,-39.83,1.143,5976.3,-39.83,1.131,0.342,0.0,126,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=100, trend_exp=0.5, dd_guard=0.35, dd_exp=0.25",0.33,0.67,entry,5.0,20.0,rebound_from_low,5.0,10,100,0.5,35.0,0.25,2010-06-25 to 2019-12-31,655.5,-23.38,1.168,2020-01-02 to 2026-05-20,659.99,-37.68,1.203,5759.9,-37.68,1.165,0.336,0.0,126,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=rebound_from_low 5%, max_days=20, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.33,0.67,entry,5.0,20.0,rebound_from_low,5.0,20,none,none,none,none,2010-06-25 to 2019-12-31,708.18,-24.08,1.162,2020-01-02 to 2026-05-20,636.69,-39.83,1.143,5976.3,-39.83,1.131,0.342,0.0,126,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=rebound_from_low 5%, max_days=20, trend_sma=100, trend_exp=0.25, dd_guard=none, dd_exp=none",0.33,0.67,entry,5.0,20.0,rebound_from_low,5.0,20,100,0.25,none,none,2010-06-25 to 2019-12-31,789.67,-18.16,1.402,2020-01-02 to 2026-05-20,1058.16,-25.56,1.592,10415.89,-25.56,1.472,0.314,0.0,126,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=rebound_from_low 5%, max_days=20, trend_sma=100, trend_exp=0.5, dd_guard=none, dd_exp=none",0.33,0.67,entry,5.0,20.0,rebound_from_low,5.0,20,100,0.5,none,none,2010-06-25 to 2019-12-31,655.5,-23.38,1.168,2020-01-02 to 2026-05-20,722.01,-36.13,1.235,6238.1,-36.13,1.18,0.338,0.0,126,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=rebound_from_low 5%, max_days=20, trend_sma=200, trend_exp=0.5, dd_guard=none, dd_exp=none",0.33,0.67,entry,5.0,20.0,rebound_from_low,5.0,20,200,0.5,none,none,2010-06-25 to 2019-12-31,673.99,-23.38,1.176,2020-01-02 to 2026-05-20,710.28,-36.13,1.225,6300.56,-36.13,1.179,0.338,0.0,126,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=rebound_from_low 5%, max_days=20, trend_sma=200, trend_exp=0.75, dd_guard=none, dd_exp=none",0.33,0.67,entry,5.0,20.0,rebound_from_low,5.0,20,200,0.75,none,none,2010-06-25 to 2019-12-31,708.18,-24.08,1.162,2020-01-02 to 2026-05-20,636.69,-39.83,1.143,5976.3,-39.83,1.131,0.342,0.0,126,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=rebound_from_low 5%, max_days=20, trend_sma=none, trend_exp=none, dd_guard=0.35, dd_exp=0.5",0.33,0.67,entry,5.0,20.0,rebound_from_low,5.0,20,none,none,35.0,0.5,2010-06-25 to 2019-12-31,708.18,-24.08,1.162,2020-01-02 to 2026-05-20,633.17,-38.81,1.146,5947.29,-38.81,1.133,0.342,0.0,126,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=rebound_from_low 5%, max_days=20, trend_sma=none, trend_exp=none, dd_guard=0.45, dd_exp=0.5",0.33,0.67,entry,5.0,20.0,rebound_from_low,5.0,20,none,none,45.0,0.5,2010-06-25 to 2019-12-31,708.18,-24.08,1.162,2020-01-02 to 2026-05-20,636.69,-39.83,1.143,5976.3,-39.83,1.131,0.342,0.0,126,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=rebound_from_low 5%, max_days=20, trend_sma=100, trend_exp=0.5, dd_guard=0.35, dd_exp=0.25",0.33,0.67,entry,5.0,20.0,rebound_from_low,5.0,20,100,0.5,35.0,0.25,2010-06-25 to 2019-12-31,655.5,-23.38,1.168,2020-01-02 to 2026-05-20,659.99,-37.68,1.203,5759.9,-37.68,1.165,0.336,0.0,126,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=recover_to_anchor 5%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.33,0.67,entry,5.0,20.0,recover_to_anchor,5.0,10,none,none,none,none,2010-06-25 to 2019-12-31,711.64,-24.08,1.176,2020-01-02 to 2026-05-20,629.42,-39.83,1.139,5942.14,-39.83,1.134,0.34,0.0,118,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=recover_to_anchor 5%, max_days=10, trend_sma=100, trend_exp=0.25, dd_guard=none, dd_exp=none",0.33,0.67,entry,5.0,20.0,recover_to_anchor,5.0,10,100,0.25,none,none,2010-06-25 to 2019-12-31,736.42,-18.16,1.371,2020-01-02 to 2026-05-20,1042.13,-25.56,1.585,9649.65,-25.56,1.452,0.313,0.0,118,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=recover_to_anchor 5%, max_days=10, trend_sma=100, trend_exp=0.5, dd_guard=none, dd_exp=none",0.33,0.67,entry,5.0,20.0,recover_to_anchor,5.0,10,100,0.5,none,none,2010-06-25 to 2019-12-31,634.63,-23.38,1.161,2020-01-02 to 2026-05-20,712.31,-36.13,1.229,5990.27,-36.13,1.172,0.336,0.0,118,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=recover_to_anchor 5%, max_days=10, trend_sma=200, trend_exp=0.5, dd_guard=none, dd_exp=none",0.33,0.67,entry,5.0,20.0,recover_to_anchor,5.0,10,200,0.5,none,none,2010-06-25 to 2019-12-31,658.28,-23.38,1.175,2020-01-02 to 2026-05-20,700.72,-36.13,1.22,6096.68,-36.13,1.175,0.337,0.0,118,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=recover_to_anchor 5%, max_days=10, trend_sma=200, trend_exp=0.75, dd_guard=none, dd_exp=none",0.33,0.67,entry,5.0,20.0,recover_to_anchor,5.0,10,200,0.75,none,none,2010-06-25 to 2019-12-31,711.64,-24.08,1.176,2020-01-02 to 2026-05-20,629.42,-39.83,1.139,5942.14,-39.83,1.134,0.34,0.0,118,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=recover_to_anchor 5%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=0.35, dd_exp=0.5",0.33,0.67,entry,5.0,20.0,recover_to_anchor,5.0,10,none,none,35.0,0.5,2010-06-25 to 2019-12-31,711.64,-24.08,1.176,2020-01-02 to 2026-05-20,625.94,-38.81,1.141,5913.29,-38.81,1.136,0.34,0.0,118,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=recover_to_anchor 5%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=0.45, dd_exp=0.5",0.33,0.67,entry,5.0,20.0,recover_to_anchor,5.0,10,none,none,45.0,0.5,2010-06-25 to 2019-12-31,711.64,-24.08,1.176,2020-01-02 to 2026-05-20,629.42,-39.83,1.139,5942.14,-39.83,1.134,0.34,0.0,118,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=recover_to_anchor 5%, max_days=10, trend_sma=100, trend_exp=0.5, dd_guard=0.35, dd_exp=0.25",0.33,0.67,entry,5.0,20.0,recover_to_anchor,5.0,10,100,0.5,35.0,0.25,2010-06-25 to 2019-12-31,634.63,-23.38,1.161,2020-01-02 to 2026-05-20,649.47,-37.68,1.196,5519.11,-37.68,1.157,0.335,0.0,118,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=recover_to_anchor 5%, max_days=20, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.33,0.67,entry,5.0,20.0,recover_to_anchor,5.0,20,none,none,none,none,2010-06-25 to 2019-12-31,711.64,-24.08,1.176,2020-01-02 to 2026-05-20,629.42,-39.83,1.139,5942.14,-39.83,1.134,0.34,0.0,118,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=recover_to_anchor 5%, max_days=20, trend_sma=100, trend_exp=0.25, dd_guard=none, dd_exp=none",0.33,0.67,entry,5.0,20.0,recover_to_anchor,5.0,20,100,0.25,none,none,2010-06-25 to 2019-12-31,736.42,-18.16,1.371,2020-01-02 to 2026-05-20,1042.13,-25.56,1.585,9649.65,-25.56,1.452,0.313,0.0,118,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=recover_to_anchor 5%, max_days=20, trend_sma=100, trend_exp=0.5, dd_guard=none, dd_exp=none",0.33,0.67,entry,5.0,20.0,recover_to_anchor,5.0,20,100,0.5,none,none,2010-06-25 to 2019-12-31,634.63,-23.38,1.161,2020-01-02 to 2026-05-20,712.31,-36.13,1.229,5990.27,-36.13,1.172,0.336,0.0,118,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=recover_to_anchor 5%, max_days=20, trend_sma=200, trend_exp=0.5, dd_guard=none, dd_exp=none",0.33,0.67,entry,5.0,20.0,recover_to_anchor,5.0,20,200,0.5,none,none,2010-06-25 to 2019-12-31,658.28,-23.38,1.175,2020-01-02 to 2026-05-20,700.72,-36.13,1.22,6096.68,-36.13,1.175,0.337,0.0,118,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=recover_to_anchor 5%, max_days=20, trend_sma=200, trend_exp=0.75, dd_guard=none, dd_exp=none",0.33,0.67,entry,5.0,20.0,recover_to_anchor,5.0,20,200,0.75,none,none,2010-06-25 to 2019-12-31,711.64,-24.08,1.176,2020-01-02 to 2026-05-20,629.42,-39.83,1.139,5942.14,-39.83,1.134,0.34,0.0,118,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=recover_to_anchor 5%, max_days=20, trend_sma=none, trend_exp=none, dd_guard=0.35, dd_exp=0.5",0.33,0.67,entry,5.0,20.0,recover_to_anchor,5.0,20,none,none,35.0,0.5,2010-06-25 to 2019-12-31,711.64,-24.08,1.176,2020-01-02 to 2026-05-20,625.94,-38.81,1.141,5913.29,-38.81,1.136,0.34,0.0,118,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=recover_to_anchor 5%, max_days=20, trend_sma=none, trend_exp=none, dd_guard=0.45, dd_exp=0.5",0.33,0.67,entry,5.0,20.0,recover_to_anchor,5.0,20,none,none,45.0,0.5,2010-06-25 to 2019-12-31,711.64,-24.08,1.176,2020-01-02 to 2026-05-20,629.42,-39.83,1.139,5942.14,-39.83,1.134,0.34,0.0,118,123
"unit=0.33, cap=0.67, anchor=entry, add=5%/20%, sell=recover_to_anchor 5%, max_days=20, trend_sma=100, trend_exp=0.5, dd_guard=0.35, dd_exp=0.25",0.33,0.67,entry,5.0,20.0,recover_to_anchor,5.0,20,100,0.5,35.0,0.25,2010-06-25 to 2019-12-31,634.63,-23.38,1.161,2020-01-02 to 2026-05-20,649.47,-37.68,1.196,5519.11,-37.68,1.157,0.335,0.0,118,123
"unit=0.33, cap=0.67, anchor=entry, add=10%/20%, sell=extra_profit 10%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.33,0.67,entry,10.0,20.0,extra_profit,10.0,10,none,none,none,none,2010-06-25 to 2019-12-31,671.57,-22.64,1.186,2020-01-02 to 2026-05-20,686.7,-33.62,1.198,6094.89,-33.62,1.167,0.336,0.0,51,123
