variant,unit_exposure,max_exposure,anchor_mode,add1_drop_pct,add2_drop_pct,sell_mode,sell_param_pct,max_extra_days,trend_guard_sma,trend_guard_exposure,equity_dd_guard_pct,equity_dd_guard_exposure,is_range,is_return_pct,is_max_drawdown_pct,is_sharpe,oos_range,oos_return_pct,oos_max_drawdown_pct,oos_sharpe,full_return_pct,full_max_drawdown_pct,full_sharpe,avg_exposure,days_above_1x_pct,trade_events,rotation_resets
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 15%, max_days=20, trend_sma=none, trend_exp=none, dd_guard=0.35, dd_exp=0.5",0.67,1.0,rolling_high,5.0,20.0,extra_profit,15.0,20,none,none,35.0,0.5,2010-06-25 to 2019-12-31,2655.22,-49.24,0.969,2020-01-02 to 2026-05-20,3140.47,-61.78,1.167,92912.77,-61.78,1.055,0.806,0.0,447,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 15%, max_days=20, trend_sma=none, trend_exp=none, dd_guard=0.45, dd_exp=0.5",0.67,1.0,rolling_high,5.0,20.0,extra_profit,15.0,20,none,none,45.0,0.5,2010-06-25 to 2019-12-31,5790.69,-53.58,1.088,2020-01-02 to 2026-05-20,7529.82,-64.09,1.334,468129.75,-64.09,1.196,0.844,0.0,447,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 15%, max_days=20, trend_sma=100, trend_exp=0.5, dd_guard=0.35, dd_exp=0.25",0.67,1.0,rolling_high,5.0,20.0,extra_profit,15.0,20,100,0.5,35.0,0.25,2010-06-25 to 2019-12-31,32775.17,-37.71,1.618,2020-01-02 to 2026-05-20,21481.36,-49.59,1.739,7391281.22,-49.59,1.662,0.744,0.0,447,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,5.0,20.0,rebound_from_low,5.0,10,none,none,none,none,2010-06-25 to 2019-12-31,5272.54,-56.71,1.089,2020-01-02 to 2026-05-20,6036.3,-74.41,1.238,343351.4,-74.41,1.144,0.824,0.0,1057,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=100, trend_exp=0.25, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,5.0,20.0,rebound_from_low,5.0,10,100,0.25,none,none,2010-06-25 to 2019-12-31,60129.08,-33.62,1.943,2020-01-02 to 2026-05-20,79068.09,-34.46,2.154,49674595.39,-34.46,2.016,0.671,0.0,1057,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=100, trend_exp=0.5, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,5.0,20.0,rebound_from_low,5.0,10,100,0.5,none,none,2010-06-25 to 2019-12-31,27559.54,-37.09,1.627,2020-01-02 to 2026-05-20,35970.06,-50.0,1.8,10393609.01,-50.0,1.684,0.731,0.0,1057,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=200, trend_exp=0.5, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,5.0,20.0,rebound_from_low,5.0,10,200,0.5,none,none,2010-06-25 to 2019-12-31,12498.49,-37.08,1.381,2020-01-02 to 2026-05-20,14959.57,-50.4,1.541,1976459.64,-50.4,1.438,0.754,0.0,1057,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=200, trend_exp=0.75, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,5.0,20.0,rebound_from_low,5.0,10,200,0.75,none,none,2010-06-25 to 2019-12-31,7822.52,-46.15,1.213,2020-01-02 to 2026-05-20,9552.08,-64.94,1.368,796542.45,-64.94,1.269,0.796,0.0,1057,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=0.35, dd_exp=0.5",0.67,1.0,rolling_high,5.0,20.0,rebound_from_low,5.0,10,none,none,35.0,0.5,2010-06-25 to 2019-12-31,2816.13,-51.85,1.004,2020-01-02 to 2026-05-20,2716.66,-60.38,1.139,85469.88,-60.38,1.059,0.765,0.0,1057,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=0.45, dd_exp=0.5",0.67,1.0,rolling_high,5.0,20.0,rebound_from_low,5.0,10,none,none,45.0,0.5,2010-06-25 to 2019-12-31,5268.87,-53.29,1.092,2020-01-02 to 2026-05-20,5057.14,-64.09,1.255,288349.73,-64.09,1.16,0.796,0.0,1057,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=100, trend_exp=0.5, dd_guard=0.35, dd_exp=0.25",0.67,1.0,rolling_high,5.0,20.0,rebound_from_low,5.0,10,100,0.5,35.0,0.25,2010-06-25 to 2019-12-31,25934.83,-36.49,1.615,2020-01-02 to 2026-05-20,17876.18,-46.64,1.709,4875532.32,-46.64,1.643,0.704,0.0,1057,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 5%, max_days=20, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,5.0,20.0,rebound_from_low,5.0,20,none,none,none,none,2010-06-25 to 2019-12-31,5220.68,-57.13,1.087,2020-01-02 to 2026-05-20,5977.41,-74.41,1.236,336771.71,-74.41,1.142,0.824,0.0,1000,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 5%, max_days=20, trend_sma=100, trend_exp=0.25, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,5.0,20.0,rebound_from_low,5.0,20,100,0.25,none,none,2010-06-25 to 2019-12-31,59547.68,-33.62,1.941,2020-01-02 to 2026-05-20,78308.31,-34.46,2.151,48722948.88,-34.46,2.014,0.672,0.0,1000,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 5%, max_days=20, trend_sma=100, trend_exp=0.5, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,5.0,20.0,rebound_from_low,5.0,20,100,0.5,none,none,2010-06-25 to 2019-12-31,27292.53,-37.09,1.625,2020-01-02 to 2026-05-20,35623.89,-50.0,1.798,10194490.79,-50.0,1.682,0.731,0.0,1000,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 5%, max_days=20, trend_sma=200, trend_exp=0.5, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,5.0,20.0,rebound_from_low,5.0,20,200,0.5,none,none,2010-06-25 to 2019-12-31,12376.87,-37.08,1.379,2020-01-02 to 2026-05-20,14815.05,-50.4,1.539,1938593.56,-50.4,1.435,0.754,0.0,1000,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 5%, max_days=20, trend_sma=200, trend_exp=0.75, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,5.0,20.0,rebound_from_low,5.0,20,200,0.75,none,none,2010-06-25 to 2019-12-31,7746.05,-46.67,1.211,2020-01-02 to 2026-05-20,9459.45,-64.94,1.366,781280.71,-64.94,1.266,0.796,0.0,1000,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 5%, max_days=20, trend_sma=none, trend_exp=none, dd_guard=0.35, dd_exp=0.5",0.67,1.0,rolling_high,5.0,20.0,rebound_from_low,5.0,20,none,none,35.0,0.5,2010-06-25 to 2019-12-31,2812.81,-51.9,1.004,2020-01-02 to 2026-05-20,2689.63,-60.38,1.137,84551.96,-60.38,1.058,0.765,0.0,1000,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 5%, max_days=20, trend_sma=none, trend_exp=none, dd_guard=0.45, dd_exp=0.5",0.67,1.0,rolling_high,5.0,20.0,rebound_from_low,5.0,20,none,none,45.0,0.5,2010-06-25 to 2019-12-31,5202.13,-53.85,1.09,2020-01-02 to 2026-05-20,5007.65,-64.09,1.253,282030.32,-64.09,1.158,0.796,0.0,1000,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 5%, max_days=20, trend_sma=100, trend_exp=0.5, dd_guard=0.35, dd_exp=0.25",0.67,1.0,rolling_high,5.0,20.0,rebound_from_low,5.0,20,100,0.5,35.0,0.25,2010-06-25 to 2019-12-31,25683.52,-36.49,1.612,2020-01-02 to 2026-05-20,17703.66,-46.64,1.706,4782127.05,-46.64,1.641,0.704,0.0,1000,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/20%, sell=recover_to_anchor 5%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,5.0,20.0,recover_to_anchor,5.0,10,none,none,none,none,2010-06-25 to 2019-12-31,4615.46,-56.97,1.067,2020-01-02 to 2026-05-20,5653.43,-74.89,1.227,282537.53,-74.89,1.127,0.809,0.0,754,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/20%, sell=recover_to_anchor 5%, max_days=10, trend_sma=100, trend_exp=0.25, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,5.0,20.0,recover_to_anchor,5.0,10,100,0.25,none,none,2010-06-25 to 2019-12-31,55360.83,-33.62,1.946,2020-01-02 to 2026-05-20,73578.41,-34.46,2.146,42570073.92,-34.46,2.012,0.658,0.0,754,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/20%, sell=recover_to_anchor 5%, max_days=10, trend_sma=100, trend_exp=0.5, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,5.0,20.0,recover_to_anchor,5.0,10,100,0.5,none,none,2010-06-25 to 2019-12-31,25369.77,-37.09,1.623,2020-01-02 to 2026-05-20,33468.89,-50.0,1.789,8907091.01,-50.0,1.676,0.717,0.0,754,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/20%, sell=recover_to_anchor 5%, max_days=10, trend_sma=200, trend_exp=0.5, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,5.0,20.0,recover_to_anchor,5.0,10,200,0.5,none,none,2010-06-25 to 2019-12-31,11653.58,-37.08,1.376,2020-01-02 to 2026-05-20,14379.67,-50.4,1.537,1772896.38,-50.4,1.433,0.74,0.0,754,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/20%, sell=recover_to_anchor 5%, max_days=10, trend_sma=200, trend_exp=0.75, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,5.0,20.0,recover_to_anchor,5.0,10,200,0.75,none,none,2010-06-25 to 2019-12-31,7182.11,-46.47,1.203,2020-01-02 to 2026-05-20,9123.18,-65.1,1.362,699608.23,-65.1,1.26,0.782,0.0,754,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/20%, sell=recover_to_anchor 5%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=0.35, dd_exp=0.5",0.67,1.0,rolling_high,5.0,20.0,recover_to_anchor,5.0,10,none,none,35.0,0.5,2010-06-25 to 2019-12-31,2331.62,-51.72,0.971,2020-01-02 to 2026-05-20,2719.71,-60.38,1.142,71329.69,-60.38,1.043,0.75,0.0,754,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/20%, sell=recover_to_anchor 5%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=0.45, dd_exp=0.5",0.67,1.0,rolling_high,5.0,20.0,recover_to_anchor,5.0,10,none,none,45.0,0.5,2010-06-25 to 2019-12-31,4617.67,-53.67,1.071,2020-01-02 to 2026-05-20,4875.54,-64.09,1.25,244438.16,-64.09,1.147,0.781,0.0,754,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/20%, sell=recover_to_anchor 5%, max_days=10, trend_sma=100, trend_exp=0.5, dd_guard=0.35, dd_exp=0.25",0.67,1.0,rolling_high,5.0,20.0,recover_to_anchor,5.0,10,100,0.5,35.0,0.25,2010-06-25 to 2019-12-31,24914.76,-36.49,1.619,2020-01-02 to 2026-05-20,16629.67,-46.64,1.697,4359660.32,-46.64,1.639,0.691,0.0,754,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/20%, sell=recover_to_anchor 5%, max_days=20, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,5.0,20.0,recover_to_anchor,5.0,20,none,none,none,none,2010-06-25 to 2019-12-31,4615.46,-56.97,1.067,2020-01-02 to 2026-05-20,5653.43,-74.89,1.227,282537.53,-74.89,1.127,0.809,0.0,617,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/20%, sell=recover_to_anchor 5%, max_days=20, trend_sma=100, trend_exp=0.25, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,5.0,20.0,recover_to_anchor,5.0,20,100,0.25,none,none,2010-06-25 to 2019-12-31,55360.83,-33.62,1.946,2020-01-02 to 2026-05-20,73578.41,-34.46,2.146,42570073.92,-34.46,2.012,0.658,0.0,617,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/20%, sell=recover_to_anchor 5%, max_days=20, trend_sma=100, trend_exp=0.5, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,5.0,20.0,recover_to_anchor,5.0,20,100,0.5,none,none,2010-06-25 to 2019-12-31,25369.77,-37.09,1.623,2020-01-02 to 2026-05-20,33468.89,-50.0,1.789,8907091.01,-50.0,1.676,0.717,0.0,617,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/20%, sell=recover_to_anchor 5%, max_days=20, trend_sma=200, trend_exp=0.5, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,5.0,20.0,recover_to_anchor,5.0,20,200,0.5,none,none,2010-06-25 to 2019-12-31,11653.58,-37.08,1.376,2020-01-02 to 2026-05-20,14379.67,-50.4,1.537,1772896.38,-50.4,1.433,0.74,0.0,617,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/20%, sell=recover_to_anchor 5%, max_days=20, trend_sma=200, trend_exp=0.75, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,5.0,20.0,recover_to_anchor,5.0,20,200,0.75,none,none,2010-06-25 to 2019-12-31,7182.11,-46.47,1.203,2020-01-02 to 2026-05-20,9123.18,-65.1,1.362,699608.23,-65.1,1.26,0.782,0.0,617,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/20%, sell=recover_to_anchor 5%, max_days=20, trend_sma=none, trend_exp=none, dd_guard=0.35, dd_exp=0.5",0.67,1.0,rolling_high,5.0,20.0,recover_to_anchor,5.0,20,none,none,35.0,0.5,2010-06-25 to 2019-12-31,2331.62,-51.72,0.971,2020-01-02 to 2026-05-20,2719.71,-60.38,1.142,71329.69,-60.38,1.043,0.75,0.0,617,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/20%, sell=recover_to_anchor 5%, max_days=20, trend_sma=none, trend_exp=none, dd_guard=0.45, dd_exp=0.5",0.67,1.0,rolling_high,5.0,20.0,recover_to_anchor,5.0,20,none,none,45.0,0.5,2010-06-25 to 2019-12-31,4617.67,-53.67,1.071,2020-01-02 to 2026-05-20,4875.54,-64.09,1.25,244438.16,-64.09,1.147,0.781,0.0,617,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/20%, sell=recover_to_anchor 5%, max_days=20, trend_sma=100, trend_exp=0.5, dd_guard=0.35, dd_exp=0.25",0.67,1.0,rolling_high,5.0,20.0,recover_to_anchor,5.0,20,100,0.5,35.0,0.25,2010-06-25 to 2019-12-31,24914.76,-36.49,1.619,2020-01-02 to 2026-05-20,16629.67,-46.64,1.697,4359660.32,-46.64,1.639,0.691,0.0,617,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=10%/20%, sell=extra_profit 10%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,10.0,20.0,extra_profit,10.0,10,none,none,none,none,2010-06-25 to 2019-12-31,3710.03,-51.17,1.042,2020-01-02 to 2026-05-20,3529.35,-72.53,1.145,143957.67,-72.53,1.075,0.781,0.0,460,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=10%/20%, sell=extra_profit 10%, max_days=10, trend_sma=100, trend_exp=0.25, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,10.0,20.0,extra_profit,10.0,10,100,0.25,none,none,2010-06-25 to 2019-12-31,38727.28,-32.29,1.917,2020-01-02 to 2026-05-20,44239.9,-34.95,2.06,17935275.33,-34.95,1.955,0.635,0.0,460,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=10%/20%, sell=extra_profit 10%, max_days=10, trend_sma=100, trend_exp=0.5, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,10.0,20.0,extra_profit,10.0,10,100,0.5,none,none,2010-06-25 to 2019-12-31,17730.99,-35.84,1.577,2020-01-02 to 2026-05-20,20101.86,-51.62,1.693,3752616.96,-51.62,1.606,0.695,0.0,460,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=10%/20%, sell=extra_profit 10%, max_days=10, trend_sma=200, trend_exp=0.5, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,10.0,20.0,extra_profit,10.0,10,200,0.5,none,none,2010-06-25 to 2019-12-31,8846.75,-35.83,1.343,2020-01-02 to 2026-05-20,9640.66,-50.47,1.463,907787.88,-50.47,1.379,0.718,0.0,460,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=10%/20%, sell=extra_profit 10%, max_days=10, trend_sma=200, trend_exp=0.75, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,10.0,20.0,extra_profit,10.0,10,200,0.75,none,none,2010-06-25 to 2019-12-31,5519.61,-43.19,1.168,2020-01-02 to 2026-05-20,5996.47,-64.23,1.285,356814.23,-64.23,1.204,0.758,0.0,460,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=10%/20%, sell=extra_profit 10%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=0.35, dd_exp=0.5",0.67,1.0,rolling_high,10.0,20.0,extra_profit,10.0,10,none,none,35.0,0.5,2010-06-25 to 2019-12-31,1669.59,-47.74,0.903,2020-01-02 to 2026-05-20,2462.22,-58.28,1.126,47135.35,-58.28,1.001,0.735,0.0,460,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=10%/20%, sell=extra_profit 10%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=0.45, dd_exp=0.5",0.67,1.0,rolling_high,10.0,20.0,extra_profit,10.0,10,none,none,45.0,0.5,2010-06-25 to 2019-12-31,3629.59,-49.66,1.039,2020-01-02 to 2026-05-20,3002.59,-60.88,1.148,120449.21,-60.88,1.081,0.759,0.0,460,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=10%/20%, sell=extra_profit 10%, max_days=10, trend_sma=100, trend_exp=0.5, dd_guard=0.35, dd_exp=0.25",0.67,1.0,rolling_high,10.0,20.0,extra_profit,10.0,10,100,0.5,35.0,0.25,2010-06-25 to 2019-12-31,17376.95,-35.71,1.572,2020-01-02 to 2026-05-20,10479.22,-45.9,1.606,1926085.09,-45.9,1.572,0.668,0.0,460,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=10%/20%, sell=extra_profit 10%, max_days=20, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,10.0,20.0,extra_profit,10.0,20,none,none,none,none,2010-06-25 to 2019-12-31,3717.14,-51.17,1.039,2020-01-02 to 2026-05-20,3609.19,-72.53,1.15,147401.18,-72.53,1.076,0.784,0.0,352,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=10%/20%, sell=extra_profit 10%, max_days=20, trend_sma=100, trend_exp=0.25, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,10.0,20.0,extra_profit,10.0,20,100,0.25,none,none,2010-06-25 to 2019-12-31,38962.05,-32.29,1.904,2020-01-02 to 2026-05-20,45215.28,-34.95,2.066,18440647.75,-34.95,1.953,0.638,0.0,352,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=10%/20%, sell=extra_profit 10%, max_days=20, trend_sma=100, trend_exp=0.5, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,10.0,20.0,extra_profit,10.0,20,100,0.5,none,none,2010-06-25 to 2019-12-31,17838.81,-35.84,1.569,2020-01-02 to 2026-05-20,20546.26,-51.62,1.699,3858358.81,-51.62,1.606,0.697,0.0,352,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=10%/20%, sell=extra_profit 10%, max_days=20, trend_sma=200, trend_exp=0.5, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,10.0,20.0,extra_profit,10.0,20,200,0.5,none,none,2010-06-25 to 2019-12-31,8906.24,-35.83,1.338,2020-01-02 to 2026-05-20,9854.93,-50.47,1.468,933929.88,-50.47,1.38,0.721,0.0,352,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=10%/20%, sell=extra_profit 10%, max_days=20, trend_sma=200, trend_exp=0.75, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,10.0,20.0,extra_profit,10.0,20,200,0.75,none,none,2010-06-25 to 2019-12-31,5550.42,-43.19,1.164,2020-01-02 to 2026-05-20,6130.58,-64.23,1.29,366665.41,-64.23,1.206,0.761,0.0,352,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=10%/20%, sell=extra_profit 10%, max_days=20, trend_sma=none, trend_exp=none, dd_guard=0.35, dd_exp=0.5",0.67,1.0,rolling_high,10.0,20.0,extra_profit,10.0,20,none,none,35.0,0.5,2010-06-25 to 2019-12-31,1676.24,-47.74,0.898,2020-01-02 to 2026-05-20,2555.24,-58.28,1.135,49034.34,-58.28,1.003,0.74,0.0,352,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=10%/20%, sell=extra_profit 10%, max_days=20, trend_sma=none, trend_exp=none, dd_guard=0.45, dd_exp=0.5",0.67,1.0,rolling_high,10.0,20.0,extra_profit,10.0,20,none,none,45.0,0.5,2010-06-25 to 2019-12-31,3636.55,-49.66,1.036,2020-01-02 to 2026-05-20,3070.84,-60.88,1.153,123330.78,-60.88,1.082,0.762,0.0,352,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=10%/20%, sell=extra_profit 10%, max_days=20, trend_sma=100, trend_exp=0.5, dd_guard=0.35, dd_exp=0.25",0.67,1.0,rolling_high,10.0,20.0,extra_profit,10.0,20,100,0.5,35.0,0.25,2010-06-25 to 2019-12-31,17482.62,-35.71,1.564,2020-01-02 to 2026-05-20,10711.94,-45.9,1.612,1980360.0,-45.9,1.572,0.671,0.0,352,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=10%/20%, sell=extra_profit 15%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,10.0,20.0,extra_profit,15.0,10,none,none,none,none,2010-06-25 to 2019-12-31,4013.94,-50.42,1.054,2020-01-02 to 2026-05-20,3522.95,-72.83,1.142,155174.39,-72.83,1.08,0.791,0.0,441,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=10%/20%, sell=extra_profit 15%, max_days=10, trend_sma=100, trend_exp=0.25, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,10.0,20.0,extra_profit,15.0,10,100,0.25,none,none,2010-06-25 to 2019-12-31,41357.13,-32.29,1.917,2020-01-02 to 2026-05-20,47086.19,-34.95,2.067,20379372.17,-34.95,1.96,0.643,0.0,441,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=10%/20%, sell=extra_profit 15%, max_days=10, trend_sma=100, trend_exp=0.5, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,10.0,20.0,extra_profit,15.0,10,100,0.5,none,none,2010-06-25 to 2019-12-31,18938.72,-35.84,1.582,2020-01-02 to 2026-05-20,21398.67,-51.62,1.703,4264008.75,-51.62,1.614,0.702,0.0,441,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=10%/20%, sell=extra_profit 15%, max_days=10, trend_sma=200, trend_exp=0.5, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,10.0,20.0,extra_profit,15.0,10,200,0.5,none,none,2010-06-25 to 2019-12-31,9312.91,-36.37,1.346,2020-01-02 to 2026-05-20,10221.86,-50.47,1.473,1012087.21,-50.47,1.386,0.726,0.0,441,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=10%/20%, sell=extra_profit 15%, max_days=10, trend_sma=200, trend_exp=0.75, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,10.0,20.0,extra_profit,15.0,10,200,0.75,none,none,2010-06-25 to 2019-12-31,5850.07,-43.19,1.174,2020-01-02 to 2026-05-20,6269.17,-64.32,1.292,394706.54,-64.32,1.211,0.767,0.0,441,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=10%/20%, sell=extra_profit 15%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=0.35, dd_exp=0.5",0.67,1.0,rolling_high,10.0,20.0,extra_profit,15.0,10,none,none,35.0,0.5,2010-06-25 to 2019-12-31,1824.5,-46.94,0.913,2020-01-02 to 2026-05-20,2689.9,-58.28,1.152,55835.37,-58.28,1.019,0.744,0.0,441,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=10%/20%, sell=extra_profit 15%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=0.45, dd_exp=0.5",0.67,1.0,rolling_high,10.0,20.0,extra_profit,15.0,10,none,none,45.0,0.5,2010-06-25 to 2019-12-31,3914.08,-49.24,1.05,2020-01-02 to 2026-05-20,3205.43,-60.88,1.16,138126.96,-60.88,1.093,0.768,0.0,441,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=10%/20%, sell=extra_profit 15%, max_days=10, trend_sma=100, trend_exp=0.5, dd_guard=0.35, dd_exp=0.25",0.67,1.0,rolling_high,10.0,20.0,extra_profit,15.0,10,100,0.5,35.0,0.25,2010-06-25 to 2019-12-31,18560.69,-35.71,1.577,2020-01-02 to 2026-05-20,11147.53,-45.9,1.617,2186471.29,-45.9,1.58,0.675,0.0,441,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=10%/20%, sell=extra_profit 15%, max_days=20, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,10.0,20.0,extra_profit,15.0,20,none,none,none,none,2010-06-25 to 2019-12-31,3773.52,-50.42,1.033,2020-01-02 to 2026-05-20,4065.37,-70.42,1.171,167988.66,-70.42,1.084,0.802,0.0,311,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=10%/20%, sell=extra_profit 15%, max_days=20, trend_sma=100, trend_exp=0.25, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,10.0,20.0,extra_profit,15.0,20,100,0.25,none,none,2010-06-25 to 2019-12-31,43697.07,-32.29,1.904,2020-01-02 to 2026-05-20,49953.57,-34.95,2.081,22837944.93,-34.95,1.962,0.653,0.0,311,123
"unit=0.67, cap=1.00, anchor=rolling_high, add=10%/20%, sell=extra_profit 15%, max_days=20, trend_sma=100, trend_exp=0.5, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,10.0,20.0,extra_profit,15.0,20,100,0.5,none,none,2010-06-25 to 2019-12-31,20013.32,-35.84,1.578,2020-01-02 to 2026-05-20,22705.09,-51.62,1.716,4778429.42,-51.62,1.62,0.713,0.0,311,123
