variant,unit_exposure,max_exposure,anchor_mode,add1_drop,add2_drop,sell_mode,sell_param,max_extra_days,trend_guard_sma,trend_guard_exposure,equity_dd_guard,equity_dd_guard_exposure,equity_dd_guard_pct,is_range,is_return_pct,is_max_drawdown_pct,is_sharpe,oos_range,oos_return_pct,oos_max_drawdown_pct,oos_sharpe,full_return_pct,full_max_drawdown_pct,full_sharpe,avg_exposure,days_above_1x_pct,trade_events,rotation_resets
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 12%, max_days=20, trend_sma=100, trend_exp=0.1, dd_guard=0.35, dd_exp=0.25",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.12,20,100,0.1,0.35,0.25,35.0,2010-06-25 to 2019-12-31,249859.36,-40.12,1.936,2020-01-02 to 2026-05-20,56632.49,-44.75,1.848,152421224.66,-44.75,1.881,0.745,45.42,559,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 12%, max_days=20, trend_sma=100, trend_exp=0.1, dd_guard=0.45, dd_exp=0.25",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.12,20,100,0.1,0.45,0.25,45.0,2010-06-25 to 2019-12-31,490187.27,-41.93,2.023,2020-01-02 to 2026-05-20,1243268.4,-40.79,2.403,6552316798.45,-41.93,2.179,0.819,51.75,559,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 12%, max_days=20, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.12,20,100,0.2,,none,none,2010-06-25 to 2019-12-31,369825.72,-43.13,1.952,2020-01-02 to 2026-05-20,959962.63,-41.84,2.328,3817319765.75,-43.13,2.107,0.843,51.75,559,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 12%, max_days=20, trend_sma=100, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.12,20,100,0.2,0.35,0.25,35.0,2010-06-25 to 2019-12-31,193793.2,-41.36,1.869,2020-01-02 to 2026-05-20,37384.59,-46.63,1.76,78119453.53,-46.63,1.808,0.764,44.95,559,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 12%, max_days=20, trend_sma=100, trend_exp=0.2, dd_guard=0.45, dd_exp=0.25",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.12,20,100,0.2,0.45,0.25,45.0,2010-06-25 to 2019-12-31,369825.72,-43.13,1.952,2020-01-02 to 2026-05-20,959962.63,-41.84,2.328,3817319765.75,-43.13,2.107,0.843,51.75,559,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 12%, max_days=20, trend_sma=100, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.12,20,100,0.25,,none,none,2010-06-25 to 2019-12-31,319653.26,-43.73,1.913,2020-01-02 to 2026-05-20,835752.75,-42.36,2.286,2872692861.63,-43.73,2.067,0.855,51.75,559,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 12%, max_days=20, trend_sma=100, trend_exp=0.25, dd_guard=0.35, dd_exp=0.25",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.12,20,100,0.25,0.35,0.25,35.0,2010-06-25 to 2019-12-31,165313.57,-41.98,1.827,2020-01-02 to 2026-05-20,89564.94,-46.25,1.929,159418224.36,-46.25,1.861,0.775,44.82,559,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 12%, max_days=20, trend_sma=100, trend_exp=0.25, dd_guard=0.45, dd_exp=0.25",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.12,20,100,0.25,0.45,0.25,45.0,2010-06-25 to 2019-12-31,319653.26,-43.73,1.913,2020-01-02 to 2026-05-20,835752.75,-42.36,2.286,2872692861.63,-43.73,2.067,0.855,51.75,559,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 12%, max_days=20, trend_sma=100, trend_exp=0.33, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.12,20,100,0.33,,none,none,2010-06-25 to 2019-12-31,251417.82,-44.68,1.848,2020-01-02 to 2026-05-20,660987.89,-46.42,2.212,1787196838.17,-46.42,1.998,0.874,51.75,559,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 12%, max_days=20, trend_sma=100, trend_exp=0.33, dd_guard=0.35, dd_exp=0.25",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.12,20,100,0.33,0.35,0.25,35.0,2010-06-25 to 2019-12-31,133371.61,-41.98,1.765,2020-01-02 to 2026-05-20,72440.36,-46.72,1.873,104066905.22,-46.72,1.804,0.786,44.6,559,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 12%, max_days=20, trend_sma=100, trend_exp=0.33, dd_guard=0.45, dd_exp=0.25",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.12,20,100,0.33,0.45,0.25,45.0,2010-06-25 to 2019-12-31,251417.82,-44.68,1.848,2020-01-02 to 2026-05-20,645309.79,-46.78,2.207,1744812379.97,-46.78,1.996,0.874,51.75,559,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 12%, max_days=20, trend_sma=125, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.12,20,125,0.25,,none,none,2010-06-25 to 2019-12-31,302761.35,-42.45,1.874,2020-01-02 to 2026-05-20,277362.28,-46.6,2.013,903217225.48,-46.6,1.915,0.874,53.33,559,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 12%, max_days=20, trend_sma=125, trend_exp=0.25, dd_guard=0.35, dd_exp=0.25",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.12,20,125,0.25,0.35,0.25,35.0,2010-06-25 to 2019-12-31,64651.05,-43.41,1.635,2020-01-02 to 2026-05-20,7697.91,-46.25,1.408,5427020.19,-46.25,1.527,0.745,41.93,559,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 12%, max_days=20, trend_sma=125, trend_exp=0.25, dd_guard=0.45, dd_exp=0.25",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.12,20,125,0.25,0.45,0.25,45.0,2010-06-25 to 2019-12-31,302761.35,-42.45,1.874,2020-01-02 to 2026-05-20,183925.84,-47.68,1.935,599055483.78,-47.68,1.878,0.871,53.05,559,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 12%, max_days=20, trend_sma=150, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.12,20,150,0.25,,none,none,2010-06-25 to 2019-12-31,220501.24,-46.22,1.761,2020-01-02 to 2026-05-20,144172.99,-54.72,1.84,342087589.86,-54.72,1.775,0.895,55.05,559,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 12%, max_days=20, trend_sma=150, trend_exp=0.25, dd_guard=0.35, dd_exp=0.25",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.12,20,150,0.25,0.35,0.25,35.0,2010-06-25 to 2019-12-31,17769.63,-46.41,1.404,2020-01-02 to 2026-05-20,2251.05,-57.12,1.157,451466.16,-57.12,1.295,0.663,34.77,559,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 12%, max_days=20, trend_sma=150, trend_exp=0.25, dd_guard=0.45, dd_exp=0.25",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.12,20,150,0.25,0.45,0.25,45.0,2010-06-25 to 2019-12-31,27733.23,-52.05,1.444,2020-01-02 to 2026-05-20,4047.17,-63.16,1.246,1240579.93,-63.16,1.352,0.688,36.65,559,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 12%, max_days=20, trend_sma=200, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.12,20,200,0.25,,none,none,2010-06-25 to 2019-12-31,54950.5,-46.22,1.473,2020-01-02 to 2026-05-20,112773.87,-54.72,1.785,66788004.01,-54.72,1.606,0.906,55.93,559,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 12%, max_days=20, trend_sma=200, trend_exp=0.25, dd_guard=0.35, dd_exp=0.25",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.12,20,200,0.25,0.35,0.25,35.0,2010-06-25 to 2019-12-31,6831.03,-46.41,1.238,2020-01-02 to 2026-05-20,2242.17,-50.66,1.128,174385.97,-51.79,1.18,0.655,34.08,559,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 12%, max_days=20, trend_sma=200, trend_exp=0.25, dd_guard=0.45, dd_exp=0.25",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.12,20,200,0.25,0.45,0.25,45.0,2010-06-25 to 2019-12-31,14655.51,-52.05,1.3,2020-01-02 to 2026-05-20,3251.51,-63.16,1.188,531444.4,-63.16,1.248,0.69,36.78,559,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 12%, max_days=30, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.12,30,75,0.2,,none,none,2010-06-25 to 2019-12-31,1644871.24,-30.2,2.362,2020-01-02 to 2026-05-20,1340730.73,-33.79,2.494,23707006361.62,-33.79,2.392,0.82,49.7,467,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 12%, max_days=30, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.12,30,75,0.2,0.35,0.25,35.0,2010-06-25 to 2019-12-31,1644871.24,-30.2,2.362,2020-01-02 to 2026-05-20,1340730.73,-33.79,2.494,23707006361.62,-33.79,2.392,0.82,49.7,467,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 12%, max_days=30, trend_sma=75, trend_exp=0.2, dd_guard=0.45, dd_exp=0.25",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.12,30,75,0.2,0.45,0.25,45.0,2010-06-25 to 2019-12-31,1644871.24,-30.2,2.362,2020-01-02 to 2026-05-20,1340730.73,-33.79,2.494,23707006361.62,-33.79,2.392,0.82,49.7,467,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 12%, max_days=30, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.12,30,75,0.25,,none,none,2010-06-25 to 2019-12-31,1339556.27,-30.2,2.303,2020-01-02 to 2026-05-20,1139475.42,-34.67,2.44,16408954401.49,-34.67,2.336,0.833,49.7,467,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 12%, max_days=30, trend_sma=75, trend_exp=0.25, dd_guard=0.35, dd_exp=0.25",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.12,30,75,0.25,0.35,0.25,35.0,2010-06-25 to 2019-12-31,1339556.27,-30.2,2.303,2020-01-02 to 2026-05-20,1139475.42,-34.67,2.44,16408954401.49,-34.67,2.336,0.833,49.7,467,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 12%, max_days=30, trend_sma=75, trend_exp=0.25, dd_guard=0.45, dd_exp=0.25",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.12,30,75,0.25,0.45,0.25,45.0,2010-06-25 to 2019-12-31,1339556.27,-30.2,2.303,2020-01-02 to 2026-05-20,1139475.42,-34.67,2.44,16408954401.49,-34.67,2.336,0.833,49.7,467,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 12%, max_days=30, trend_sma=100, trend_exp=0.1, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.12,30,100,0.1,,none,none,2010-06-25 to 2019-12-31,549804.17,-41.93,2.03,2020-01-02 to 2026-05-20,944896.55,-40.25,2.341,5585495264.08,-41.93,2.154,0.825,52.12,467,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 12%, max_days=30, trend_sma=100, trend_exp=0.1, dd_guard=0.35, dd_exp=0.25",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.12,30,100,0.1,0.35,0.25,35.0,2010-06-25 to 2019-12-31,274538.77,-40.12,1.94,2020-01-02 to 2026-05-20,45285.68,-44.9,1.798,133975326.37,-44.9,1.863,0.749,45.62,467,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 12%, max_days=30, trend_sma=100, trend_exp=0.1, dd_guard=0.45, dd_exp=0.25",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.12,30,100,0.1,0.45,0.25,45.0,2010-06-25 to 2019-12-31,549804.17,-41.93,2.03,2020-01-02 to 2026-05-20,944896.55,-40.25,2.341,5585495264.08,-41.93,2.154,0.825,52.12,467,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 12%, max_days=30, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.12,30,100,0.2,,none,none,2010-06-25 to 2019-12-31,414807.16,-43.13,1.96,2020-01-02 to 2026-05-20,729575.84,-41.31,2.267,3254058387.07,-43.13,2.083,0.849,52.12,467,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 12%, max_days=30, trend_sma=100, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.12,30,100,0.2,0.35,0.25,35.0,2010-06-25 to 2019-12-31,212936.99,-41.36,1.874,2020-01-02 to 2026-05-20,177300.84,-44.59,2.028,406214142.91,-44.59,1.927,0.789,46.88,467,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 12%, max_days=30, trend_sma=100, trend_exp=0.2, dd_guard=0.45, dd_exp=0.25",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.12,30,100,0.2,0.45,0.25,45.0,2010-06-25 to 2019-12-31,414807.16,-43.13,1.96,2020-01-02 to 2026-05-20,729575.84,-41.31,2.267,3254058387.07,-43.13,2.083,0.849,52.12,467,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 12%, max_days=30, trend_sma=100, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.12,30,100,0.25,,none,none,2010-06-25 to 2019-12-31,358533.93,-43.73,1.922,2020-01-02 to 2026-05-20,635172.68,-42.24,2.225,2448815100.53,-43.73,2.043,0.861,52.12,467,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 12%, max_days=30, trend_sma=100, trend_exp=0.25, dd_guard=0.35, dd_exp=0.25",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.12,30,100,0.25,0.35,0.25,35.0,2010-06-25 to 2019-12-31,181645.46,-41.98,1.832,2020-01-02 to 2026-05-20,73129.67,-46.36,1.873,143052279.72,-46.36,1.838,0.785,45.55,467,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 12%, max_days=30, trend_sma=100, trend_exp=0.25, dd_guard=0.45, dd_exp=0.25",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.12,30,100,0.25,0.45,0.25,45.0,2010-06-25 to 2019-12-31,358533.93,-43.73,1.922,2020-01-02 to 2026-05-20,635172.68,-42.24,2.225,2448815100.53,-43.73,2.043,0.861,52.12,467,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 12%, max_days=30, trend_sma=100, trend_exp=0.33, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.12,30,100,0.33,,none,none,2010-06-25 to 2019-12-31,282001.35,-44.68,1.857,2020-01-02 to 2026-05-20,502346.24,-46.42,2.153,1523488517.47,-46.42,1.975,0.88,52.12,467,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 12%, max_days=30, trend_sma=100, trend_exp=0.33, dd_guard=0.35, dd_exp=0.25",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.12,30,100,0.33,0.35,0.25,35.0,2010-06-25 to 2019-12-31,146549.75,-41.98,1.771,2020-01-02 to 2026-05-20,59143.96,-46.72,1.818,93383347.65,-46.72,1.781,0.796,45.32,467,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 12%, max_days=30, trend_sma=100, trend_exp=0.33, dd_guard=0.45, dd_exp=0.25",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.12,30,100,0.33,0.45,0.25,45.0,2010-06-25 to 2019-12-31,282001.35,-44.68,1.857,2020-01-02 to 2026-05-20,490430.42,-46.78,2.148,1487358061.87,-46.78,1.973,0.88,52.12,467,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 12%, max_days=30, trend_sma=125, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.12,30,125,0.25,,none,none,2010-06-25 to 2019-12-31,330953.33,-42.45,1.877,2020-01-02 to 2026-05-20,193770.28,-46.12,1.937,689848294.1,-46.12,1.881,0.881,53.73,467,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 12%, max_days=30, trend_sma=125, trend_exp=0.25, dd_guard=0.35, dd_exp=0.25",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.12,30,125,0.25,0.35,0.25,35.0,2010-06-25 to 2019-12-31,64803.2,-43.41,1.623,2020-01-02 to 2026-05-20,6461.9,-46.81,1.362,4577521.62,-46.81,1.501,0.748,42.08,467,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 12%, max_days=30, trend_sma=125, trend_exp=0.25, dd_guard=0.45, dd_exp=0.25",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.12,30,125,0.25,0.45,0.25,45.0,2010-06-25 to 2019-12-31,330953.33,-42.45,1.877,2020-01-02 to 2026-05-20,170195.09,-46.12,1.913,605960715.22,-46.12,1.87,0.881,53.67,467,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 12%, max_days=30, trend_sma=150, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.12,30,150,0.25,,none,none,2010-06-25 to 2019-12-31,250102.59,-45.8,1.773,2020-01-02 to 2026-05-20,97611.29,-54.31,1.76,262773056.05,-54.31,1.743,0.903,55.45,467,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 12%, max_days=30, trend_sma=150, trend_exp=0.25, dd_guard=0.35, dd_exp=0.25",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.12,30,150,0.25,0.35,0.25,35.0,2010-06-25 to 2019-12-31,7507.51,-46.41,1.258,2020-01-02 to 2026-05-20,6373.76,-46.36,1.336,529251.08,-46.41,1.281,0.671,35.48,467,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 12%, max_days=30, trend_sma=150, trend_exp=0.25, dd_guard=0.45, dd_exp=0.25",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.12,30,150,0.25,0.45,0.25,45.0,2010-06-25 to 2019-12-31,59480.43,-51.94,1.541,2020-01-02 to 2026-05-20,12368.05,-54.46,1.425,7984381.84,-54.46,1.477,0.802,46.6,467,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 12%, max_days=30, trend_sma=200, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.12,30,200,0.25,,none,none,2010-06-25 to 2019-12-31,61556.65,-45.8,1.485,2020-01-02 to 2026-05-20,76345.71,-54.31,1.706,50661331.97,-54.31,1.574,0.914,56.35,467,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 12%, max_days=30, trend_sma=200, trend_exp=0.25, dd_guard=0.35, dd_exp=0.25",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.12,30,200,0.25,0.35,0.25,35.0,2010-06-25 to 2019-12-31,5726.48,-46.41,1.191,2020-01-02 to 2026-05-20,460.16,-50.75,0.784,34980.36,-51.87,1.018,0.602,29.18,467,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 12%, max_days=30, trend_sma=200, trend_exp=0.25, dd_guard=0.45, dd_exp=0.25",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.12,30,200,0.25,0.45,0.25,45.0,2010-06-25 to 2019-12-31,25720.51,-51.94,1.36,2020-01-02 to 2026-05-20,10931.94,-54.46,1.398,3061589.27,-54.46,1.371,0.805,46.9,467,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 15%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.15,10,75,0.2,,none,none,2010-06-25 to 2019-12-31,1501031.55,-28.55,2.366,2020-01-02 to 2026-05-20,1434514.97,-34.16,2.522,23147205411.26,-34.16,2.407,0.807,48.4,768,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 15%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.15,10,75,0.2,0.35,0.25,35.0,2010-06-25 to 2019-12-31,1501031.55,-28.55,2.366,2020-01-02 to 2026-05-20,1434514.97,-34.16,2.522,23147205411.26,-34.16,2.407,0.807,48.4,768,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 15%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=0.45, dd_exp=0.25",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.15,10,75,0.2,0.45,0.25,45.0,2010-06-25 to 2019-12-31,1501031.55,-28.55,2.366,2020-01-02 to 2026-05-20,1434514.97,-34.16,2.522,23147205411.26,-34.16,2.407,0.807,48.4,768,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 15%, max_days=10, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.15,10,75,0.25,,none,none,2010-06-25 to 2019-12-31,1222413.96,-28.55,2.305,2020-01-02 to 2026-05-20,1219182.89,-35.03,2.467,16021484632.19,-35.03,2.35,0.821,48.4,768,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 15%, max_days=10, trend_sma=75, trend_exp=0.25, dd_guard=0.35, dd_exp=0.25",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.15,10,75,0.25,0.35,0.25,35.0,2010-06-25 to 2019-12-31,1222413.96,-28.55,2.305,2020-01-02 to 2026-05-20,1219182.89,-35.03,2.467,16021484632.19,-35.03,2.35,0.821,48.4,768,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 15%, max_days=10, trend_sma=75, trend_exp=0.25, dd_guard=0.45, dd_exp=0.25",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.15,10,75,0.25,0.45,0.25,45.0,2010-06-25 to 2019-12-31,1222413.96,-28.55,2.305,2020-01-02 to 2026-05-20,1219182.89,-35.03,2.467,16021484632.19,-35.03,2.35,0.821,48.4,768,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 15%, max_days=10, trend_sma=100, trend_exp=0.1, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.15,10,100,0.1,,none,none,2010-06-25 to 2019-12-31,497782.47,-41.98,2.032,2020-01-02 to 2026-05-20,992165.77,-40.58,2.367,5310058356.97,-41.98,2.167,0.812,50.78,768,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 15%, max_days=10, trend_sma=100, trend_exp=0.1, dd_guard=0.35, dd_exp=0.25",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.15,10,100,0.1,0.35,0.25,35.0,2010-06-25 to 2019-12-31,234497.03,-40.18,1.927,2020-01-02 to 2026-05-20,49006.17,-44.76,1.825,123823383.72,-44.76,1.867,0.737,44.42,768,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 15%, max_days=10, trend_sma=100, trend_exp=0.1, dd_guard=0.45, dd_exp=0.25",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.15,10,100,0.1,0.45,0.25,45.0,2010-06-25 to 2019-12-31,497782.47,-41.98,2.032,2020-01-02 to 2026-05-20,992165.77,-40.58,2.367,5310058356.97,-41.98,2.167,0.812,50.78,768,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 15%, max_days=10, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.15,10,100,0.2,,none,none,2010-06-25 to 2019-12-31,375556.37,-43.18,1.961,2020-01-02 to 2026-05-20,766074.6,-41.63,2.292,3093591365.46,-43.18,2.095,0.836,50.78,768,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 15%, max_days=10, trend_sma=100, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.15,10,100,0.2,0.35,0.25,35.0,2010-06-25 to 2019-12-31,182240.38,-41.41,1.86,2020-01-02 to 2026-05-20,197299.96,-44.31,2.052,386878195.72,-44.31,1.93,0.78,45.88,768,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 15%, max_days=10, trend_sma=100, trend_exp=0.2, dd_guard=0.45, dd_exp=0.25",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.15,10,100,0.2,0.45,0.25,45.0,2010-06-25 to 2019-12-31,375556.37,-43.18,1.961,2020-01-02 to 2026-05-20,766074.6,-41.63,2.292,3093591365.46,-43.18,2.095,0.836,50.78,768,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 15%, max_days=10, trend_sma=100, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.15,10,100,0.25,,none,none,2010-06-25 to 2019-12-31,324606.66,-43.78,1.922,2020-01-02 to 2026-05-20,666949.34,-43.2,2.249,2328056950.9,-43.78,2.054,0.848,50.78,768,123
"unit=0.60, cap=1.50, anchor=rolling_high, add=3%/15%, sell=extra_profit 15%, max_days=10, trend_sma=100, trend_exp=0.25, dd_guard=0.35, dd_exp=0.25",0.6,1.5,rolling_high,0.03,0.15,extra_profit,0.15,10,100,0.25,0.35,0.25,35.0,2010-06-25 to 2019-12-31,171208.37,-42.03,1.838,2020-01-02 to 2026-05-20,74894.57,-46.82,1.891,138086926.02,-46.82,1.849,0.771,43.9,768,123
