variant,unit_exposure,max_exposure,anchor_mode,add1_drop,add2_drop,sell_mode,sell_param,max_extra_days,trend_guard_sma,trend_guard_exposure,equity_dd_guard,equity_dd_guard_exposure,equity_dd_guard_pct,is_range,is_return_pct,is_max_drawdown_pct,is_sharpe,oos_range,oos_return_pct,oos_max_drawdown_pct,oos_sharpe,full_return_pct,full_max_drawdown_pct,full_sharpe,avg_exposure,days_above_1x_pct,trade_events,rotation_resets
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=10, trend_sma=100, trend_exp=0.25, dd_guard=0.35, dd_exp=0.25",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,10,100,0.25,0.35,0.25,35.0,2010-06-25 to 2019-12-31,303620.15,-43.16,1.947,2020-01-02 to 2026-05-20,146665.5,-46.6,2.001,464382924.14,-46.6,1.95,0.782,35.73,672,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=10, trend_sma=100, trend_exp=0.25, dd_guard=0.45, dd_exp=0.25",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,10,100,0.25,0.45,0.25,45.0,2010-06-25 to 2019-12-31,608074.98,-44.88,2.035,2020-01-02 to 2026-05-20,1164058.01,-44.9,2.316,7375971301.2,-44.9,2.137,0.858,41.23,672,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=10, trend_sma=100, trend_exp=0.33, dd_guard=none, dd_exp=none",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,10,100,0.33,,none,none,2010-06-25 to 2019-12-31,478290.26,-45.81,1.968,2020-01-02 to 2026-05-20,920649.2,-48.89,2.244,4588834725.14,-48.89,2.069,0.877,41.23,672,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=10, trend_sma=100, trend_exp=0.33, dd_guard=0.35, dd_exp=0.25",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,10,100,0.33,0.35,0.25,35.0,2010-06-25 to 2019-12-31,244970.69,-43.16,1.885,2020-01-02 to 2026-05-20,13448.65,-53.35,1.556,34591131.13,-53.35,1.732,0.728,30.8,672,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=10, trend_sma=100, trend_exp=0.33, dd_guard=0.45, dd_exp=0.25",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,10,100,0.33,0.45,0.25,45.0,2010-06-25 to 2019-12-31,476540.99,-45.63,1.968,2020-01-02 to 2026-05-20,889066.68,-48.86,2.238,4415229684.33,-48.86,2.066,0.876,41.23,672,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=10, trend_sma=125, trend_exp=0.25, dd_guard=none, dd_exp=none",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,10,125,0.25,,none,none,2010-06-25 to 2019-12-31,569197.11,-43.63,1.988,2020-01-02 to 2026-05-20,301841.68,-47.09,1.998,1790773934.68,-47.09,1.958,0.88,43.18,672,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=10, trend_sma=125, trend_exp=0.25, dd_guard=0.35, dd_exp=0.25",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,10,125,0.25,0.35,0.25,35.0,2010-06-25 to 2019-12-31,98828.96,-43.25,1.711,2020-01-02 to 2026-05-20,9416.39,-46.6,1.429,9807761.61,-46.6,1.569,0.753,33.8,672,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=10, trend_sma=125, trend_exp=0.25, dd_guard=0.45, dd_exp=0.25",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,10,125,0.25,0.45,0.25,45.0,2010-06-25 to 2019-12-31,569197.11,-43.63,1.988,2020-01-02 to 2026-05-20,7799.25,-56.31,1.384,46849262.49,-56.31,1.711,0.793,36.75,672,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=10, trend_sma=150, trend_exp=0.25, dd_guard=none, dd_exp=none",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,10,150,0.25,,none,none,2010-06-25 to 2019-12-31,461499.65,-43.63,1.893,2020-01-02 to 2026-05-20,148307.36,-55.13,1.818,713673555.7,-55.13,1.824,0.902,44.85,672,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=10, trend_sma=150, trend_exp=0.25, dd_guard=0.35, dd_exp=0.25",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,10,150,0.25,0.35,0.25,35.0,2010-06-25 to 2019-12-31,45324.27,-47.28,1.563,2020-01-02 to 2026-05-20,14300.03,-46.4,1.47,6814337.68,-47.28,1.498,0.756,34.58,672,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=10, trend_sma=150, trend_exp=0.25, dd_guard=0.45, dd_exp=0.25",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,10,150,0.25,0.45,0.25,45.0,2010-06-25 to 2019-12-31,461499.65,-43.63,1.893,2020-01-02 to 2026-05-20,2491.95,-60.46,1.14,12464261.02,-60.46,1.571,0.753,33.45,672,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=10, trend_sma=200, trend_exp=0.25, dd_guard=none, dd_exp=none",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,10,200,0.25,,none,none,2010-06-25 to 2019-12-31,112767.35,-44.85,1.599,2020-01-02 to 2026-05-20,117268.66,-55.13,1.768,138006287.99,-55.13,1.656,0.913,45.77,672,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=10, trend_sma=200, trend_exp=0.25, dd_guard=0.35, dd_exp=0.25",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,10,200,0.25,0.35,0.25,35.0,2010-06-25 to 2019-12-31,13583.94,-47.28,1.318,2020-01-02 to 2026-05-20,7351.29,-51.89,1.335,1062137.81,-52.23,1.31,0.737,33.17,672,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=10, trend_sma=200, trend_exp=0.25, dd_guard=0.45, dd_exp=0.25",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,10,200,0.25,0.45,0.25,45.0,2010-06-25 to 2019-12-31,112767.35,-44.85,1.599,2020-01-02 to 2026-05-20,2054.31,-60.46,1.088,2533018.46,-60.46,1.383,0.762,34.2,672,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,15,75,0.2,,none,none,2010-06-25 to 2019-12-31,2761039.28,-31.23,2.446,2020-01-02 to 2026-05-20,2770681.35,-35.29,2.605,79702017270.31,-35.29,2.483,0.835,41.23,538,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,15,75,0.2,0.35,0.25,35.0,2010-06-25 to 2019-12-31,2761039.28,-31.23,2.446,2020-01-02 to 2026-05-20,2770681.35,-35.29,2.605,79702017270.31,-35.29,2.483,0.835,41.23,538,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=0.45, dd_exp=0.25",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,15,75,0.2,0.45,0.25,45.0,2010-06-25 to 2019-12-31,2761039.28,-31.23,2.446,2020-01-02 to 2026-05-20,2770681.35,-35.29,2.605,79702017270.31,-35.29,2.483,0.835,41.23,538,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=15, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,15,75,0.25,,none,none,2010-06-25 to 2019-12-31,2248557.9,-31.23,2.388,2020-01-02 to 2026-05-20,2354794.06,-36.01,2.553,55166255446.57,-36.01,2.428,0.849,41.23,538,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=15, trend_sma=75, trend_exp=0.25, dd_guard=0.35, dd_exp=0.25",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,15,75,0.25,0.35,0.25,35.0,2010-06-25 to 2019-12-31,2248557.9,-31.23,2.388,2020-01-02 to 2026-05-20,2354794.06,-36.01,2.553,55166255446.57,-36.01,2.428,0.849,41.23,538,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=15, trend_sma=75, trend_exp=0.25, dd_guard=0.45, dd_exp=0.25",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,15,75,0.25,0.45,0.25,45.0,2010-06-25 to 2019-12-31,2248557.9,-31.23,2.388,2020-01-02 to 2026-05-20,2354794.06,-36.01,2.553,55166255446.57,-36.01,2.428,0.849,41.23,538,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=15, trend_sma=100, trend_exp=0.1, dd_guard=none, dd_exp=none",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,15,100,0.1,,none,none,2010-06-25 to 2019-12-31,860863.72,-42.51,2.104,2020-01-02 to 2026-05-20,2185519.72,-40.72,2.475,19603706670.8,-42.51,2.251,0.84,43.5,538,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=15, trend_sma=100, trend_exp=0.1, dd_guard=0.35, dd_exp=0.25",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,15,100,0.1,0.35,0.25,35.0,2010-06-25 to 2019-12-31,395287.05,-41.71,2.0,2020-01-02 to 2026-05-20,698181.57,-40.76,2.265,2876283939.6,-41.71,2.096,0.803,41.02,538,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=15, trend_sma=100, trend_exp=0.1, dd_guard=0.45, dd_exp=0.25",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,15,100,0.1,0.45,0.25,45.0,2010-06-25 to 2019-12-31,860863.72,-42.51,2.104,2020-01-02 to 2026-05-20,2185519.72,-40.72,2.475,19603706670.8,-42.51,2.251,0.84,43.5,538,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=15, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,15,100,0.2,,none,none,2010-06-25 to 2019-12-31,649504.12,-43.7,2.034,2020-01-02 to 2026-05-20,1687518.75,-41.77,2.403,11420940074.03,-43.7,2.181,0.864,43.5,538,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=15, trend_sma=100, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,15,100,0.2,0.35,0.25,35.0,2010-06-25 to 2019-12-31,309150.91,-42.53,1.939,2020-01-02 to 2026-05-20,22138.12,-46.66,1.697,71645216.17,-46.66,1.826,0.745,35.08,538,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=15, trend_sma=100, trend_exp=0.2, dd_guard=0.45, dd_exp=0.25",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,15,100,0.2,0.45,0.25,45.0,2010-06-25 to 2019-12-31,649504.12,-43.7,2.034,2020-01-02 to 2026-05-20,1687518.75,-41.77,2.403,11420940074.03,-43.7,2.181,0.864,43.5,538,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=15, trend_sma=100, trend_exp=0.25, dd_guard=none, dd_exp=none",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,15,100,0.25,,none,none,2010-06-25 to 2019-12-31,561399.3,-44.29,1.996,2020-01-02 to 2026-05-20,1469179.95,-43.87,2.361,8594735370.7,-44.29,2.142,0.876,43.5,538,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=15, trend_sma=100, trend_exp=0.25, dd_guard=0.35, dd_exp=0.25",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,15,100,0.25,0.35,0.25,35.0,2010-06-25 to 2019-12-31,270681.87,-43.14,1.903,2020-01-02 to 2026-05-20,130320.68,-46.75,1.978,367912600.72,-46.75,1.919,0.792,37.48,538,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=15, trend_sma=100, trend_exp=0.25, dd_guard=0.45, dd_exp=0.25",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,15,100,0.25,0.45,0.25,45.0,2010-06-25 to 2019-12-31,561399.3,-44.29,1.996,2020-01-02 to 2026-05-20,1469179.95,-43.87,2.361,8594735370.7,-44.29,2.142,0.876,43.5,538,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=15, trend_sma=100, trend_exp=0.33, dd_guard=none, dd_exp=none",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,15,100,0.33,,none,none,2010-06-25 to 2019-12-31,441575.18,-45.23,1.932,2020-01-02 to 2026-05-20,1161974.51,-47.93,2.289,5347068007.44,-47.93,2.074,0.895,43.5,538,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=15, trend_sma=100, trend_exp=0.33, dd_guard=0.35, dd_exp=0.25",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,15,100,0.33,0.35,0.25,35.0,2010-06-25 to 2019-12-31,218392.91,-43.14,1.842,2020-01-02 to 2026-05-20,10813.32,-57.56,1.515,24841130.05,-57.56,1.695,0.732,32.15,538,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=15, trend_sma=100, trend_exp=0.33, dd_guard=0.45, dd_exp=0.25",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,15,100,0.33,0.45,0.25,45.0,2010-06-25 to 2019-12-31,437975.46,-45.29,1.93,2020-01-02 to 2026-05-20,1113726.49,-47.76,2.281,5083293703.06,-47.76,2.069,0.894,43.5,538,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=15, trend_sma=125, trend_exp=0.25, dd_guard=none, dd_exp=none",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,15,125,0.25,,none,none,2010-06-25 to 2019-12-31,514412.22,-43.02,1.947,2020-01-02 to 2026-05-20,359715.65,-46.99,2.03,1928654625.95,-46.99,1.955,0.898,45.48,538,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=15, trend_sma=125, trend_exp=0.25, dd_guard=0.35, dd_exp=0.25",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,15,125,0.25,0.35,0.25,35.0,2010-06-25 to 2019-12-31,89739.1,-43.72,1.678,2020-01-02 to 2026-05-20,3951.41,-52.62,1.277,3791739.51,-52.62,1.5,0.714,31.67,538,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=15, trend_sma=125, trend_exp=0.25, dd_guard=0.45, dd_exp=0.25",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,15,125,0.25,0.45,0.25,45.0,2010-06-25 to 2019-12-31,514412.22,-43.02,1.947,2020-01-02 to 2026-05-20,90193.46,-48.02,1.802,483983596.95,-48.02,1.854,0.881,44.05,538,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=15, trend_sma=150, trend_exp=0.25, dd_guard=none, dd_exp=none",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,15,150,0.25,,none,none,2010-06-25 to 2019-12-31,411182.09,-44.95,1.852,2020-01-02 to 2026-05-20,177769.61,-54.66,1.851,762114509.47,-54.66,1.822,0.92,47.17,538,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=15, trend_sma=150, trend_exp=0.25, dd_guard=0.35, dd_exp=0.25",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,15,150,0.25,0.35,0.25,35.0,2010-06-25 to 2019-12-31,56524.19,-47.0,1.607,2020-01-02 to 2026-05-20,3974.06,-52.62,1.277,2403199.29,-52.62,1.457,0.694,30.08,538,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=15, trend_sma=150, trend_exp=0.25, dd_guard=0.45, dd_exp=0.25",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,15,150,0.25,0.45,0.25,45.0,2010-06-25 to 2019-12-31,411182.09,-44.95,1.852,2020-01-02 to 2026-05-20,14601.81,-54.66,1.454,62992489.52,-54.66,1.659,0.853,41.9,538,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=15, trend_sma=200, trend_exp=0.25, dd_guard=none, dd_exp=none",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,15,200,0.25,,none,none,2010-06-25 to 2019-12-31,94743.12,-47.35,1.553,2020-01-02 to 2026-05-20,142411.69,-54.66,1.803,140810410.71,-54.66,1.651,0.931,48.1,538,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=15, trend_sma=200, trend_exp=0.25, dd_guard=0.35, dd_exp=0.25",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,15,200,0.25,0.35,0.25,35.0,2010-06-25 to 2019-12-31,6030.54,-47.0,1.188,2020-01-02 to 2026-05-20,1425.05,-52.62,1.032,97300.29,-52.62,1.112,0.627,24.88,538,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=15, trend_sma=200, trend_exp=0.25, dd_guard=0.45, dd_exp=0.25",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,15,200,0.25,0.45,0.25,45.0,2010-06-25 to 2019-12-31,30608.74,-55.2,1.413,2020-01-02 to 2026-05-20,5247.75,-54.66,1.249,1710748.67,-59.51,1.327,0.796,38.17,538,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=20, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,20,75,0.2,,none,none,2010-06-25 to 2019-12-31,3564448.33,-32.11,2.482,2020-01-02 to 2026-05-20,2945134.16,-35.29,2.617,109371225813.07,-35.29,2.508,0.844,42.45,475,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=20, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,20,75,0.2,0.35,0.25,35.0,2010-06-25 to 2019-12-31,3564448.33,-32.11,2.482,2020-01-02 to 2026-05-20,2945134.16,-35.29,2.617,109371225813.07,-35.29,2.508,0.844,42.45,475,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=20, trend_sma=75, trend_exp=0.2, dd_guard=0.45, dd_exp=0.25",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,20,75,0.2,0.45,0.25,45.0,2010-06-25 to 2019-12-31,3564448.33,-32.11,2.482,2020-01-02 to 2026-05-20,2945134.16,-35.29,2.617,109371225813.07,-35.29,2.508,0.844,42.45,475,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=20, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,20,75,0.25,,none,none,2010-06-25 to 2019-12-31,2902850.17,-32.11,2.423,2020-01-02 to 2026-05-20,2503061.94,-36.01,2.564,75701985837.56,-36.01,2.453,0.857,42.45,475,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=20, trend_sma=75, trend_exp=0.25, dd_guard=0.35, dd_exp=0.25",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,20,75,0.25,0.35,0.25,35.0,2010-06-25 to 2019-12-31,2902850.17,-32.11,2.423,2020-01-02 to 2026-05-20,2503061.94,-36.01,2.564,75701985837.56,-36.01,2.453,0.857,42.45,475,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=20, trend_sma=75, trend_exp=0.25, dd_guard=0.45, dd_exp=0.25",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,20,75,0.25,0.45,0.25,45.0,2010-06-25 to 2019-12-31,2902850.17,-32.11,2.423,2020-01-02 to 2026-05-20,2503061.94,-36.01,2.564,75701985837.56,-36.01,2.453,0.857,42.45,475,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=20, trend_sma=100, trend_exp=0.1, dd_guard=none, dd_exp=none",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,20,100,0.1,,none,none,2010-06-25 to 2019-12-31,1053981.24,-43.1,2.127,2020-01-02 to 2026-05-20,2228017.79,-41.44,2.474,24467577397.74,-43.1,2.263,0.849,44.75,475,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=20, trend_sma=100, trend_exp=0.1, dd_guard=0.35, dd_exp=0.25",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,20,100,0.1,0.35,0.25,35.0,2010-06-25 to 2019-12-31,449322.87,-41.71,2.009,2020-01-02 to 2026-05-20,450973.8,-42.12,2.202,2111939590.18,-42.12,2.075,0.785,39.95,475,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=20, trend_sma=100, trend_exp=0.1, dd_guard=0.45, dd_exp=0.25",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,20,100,0.1,0.45,0.25,45.0,2010-06-25 to 2019-12-31,1053981.24,-43.1,2.127,2020-01-02 to 2026-05-20,2228017.79,-41.44,2.474,24467577397.74,-43.1,2.263,0.849,44.75,475,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=20, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,20,100,0.2,,none,none,2010-06-25 to 2019-12-31,795212.85,-44.27,2.059,2020-01-02 to 2026-05-20,1720333.49,-42.48,2.402,14254586650.97,-44.27,2.193,0.873,44.75,475,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=20, trend_sma=100, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,20,100,0.2,0.35,0.25,35.0,2010-06-25 to 2019-12-31,423102.02,-42.53,1.985,2020-01-02 to 2026-05-20,141759.86,-44.45,2.003,625440411.1,-44.45,1.975,0.793,38.67,475,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=20, trend_sma=100, trend_exp=0.2, dd_guard=0.45, dd_exp=0.25",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,20,100,0.2,0.45,0.25,45.0,2010-06-25 to 2019-12-31,795212.85,-44.27,2.059,2020-01-02 to 2026-05-20,1720333.49,-42.48,2.402,14254586650.97,-44.27,2.193,0.873,44.75,475,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=20, trend_sma=100, trend_exp=0.25, dd_guard=none, dd_exp=none",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,20,100,0.25,,none,none,2010-06-25 to 2019-12-31,687345.77,-44.86,2.021,2020-01-02 to 2026-05-20,1497749.22,-43.87,2.361,10727173013.77,-44.86,2.155,0.885,44.75,475,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=20, trend_sma=100, trend_exp=0.25, dd_guard=0.35, dd_exp=0.25",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,20,100,0.25,0.35,0.25,35.0,2010-06-25 to 2019-12-31,342237.94,-43.14,1.935,2020-01-02 to 2026-05-20,125878.69,-46.63,1.966,449294151.2,-46.63,1.931,0.802,38.52,475,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=20, trend_sma=100, trend_exp=0.25, dd_guard=0.45, dd_exp=0.25",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,20,100,0.25,0.45,0.25,45.0,2010-06-25 to 2019-12-31,687345.77,-44.86,2.021,2020-01-02 to 2026-05-20,1497749.22,-43.87,2.361,10727173013.77,-44.86,2.155,0.885,44.75,475,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=20, trend_sma=100, trend_exp=0.33, dd_guard=none, dd_exp=none",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,20,100,0.33,,none,none,2010-06-25 to 2019-12-31,540644.64,-45.79,1.957,2020-01-02 to 2026-05-20,1184570.36,-47.93,2.289,6673727722.71,-47.93,2.087,0.904,44.75,475,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=20, trend_sma=100, trend_exp=0.33, dd_guard=0.35, dd_exp=0.25",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,20,100,0.33,0.35,0.25,35.0,2010-06-25 to 2019-12-31,276131.24,-43.14,1.874,2020-01-02 to 2026-05-20,11041.72,-57.56,1.517,32062870.35,-57.56,1.715,0.741,33.02,475,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=20, trend_sma=100, trend_exp=0.33, dd_guard=0.45, dd_exp=0.25",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,20,100,0.33,0.45,0.25,45.0,2010-06-25 to 2019-12-31,538667.37,-45.6,1.956,2020-01-02 to 2026-05-20,1135384.18,-47.76,2.281,6373252229.83,-47.76,2.083,0.903,44.75,475,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=20, trend_sma=125, trend_exp=0.25, dd_guard=none, dd_exp=none",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,20,125,0.25,,none,none,2010-06-25 to 2019-12-31,606954.88,-43.6,1.965,2020-01-02 to 2026-05-20,398249.21,-47.19,2.048,2519246377.49,-47.19,1.974,0.907,46.67,475,123
"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/15%, sell=extra_profit 15%, max_days=20, trend_sma=125, trend_exp=0.25, dd_guard=0.35, dd_exp=0.25",0.67,1.5,rolling_high,0.05,0.15,extra_profit,0.15,20,125,0.25,0.35,0.25,35.0,2010-06-25 to 2019-12-31,100576.24,-43.69,1.69,2020-01-02 to 2026-05-20,3450.84,-52.62,1.241,3724128.28,-52.62,1.491,0.719,32.15,475,123
