date,equity,units,exposure,allocation
2011-11-18,3.152648167863956,2.0,0.2,TQQQ
2011-11-21,3.1160213081842003,3.0,0.2,TQQQ
2011-11-22,3.1214422754271456,3.0,0.2,TQQQ
2011-11-23,3.0799457167694593,3.0,0.2,TQQQ
2011-11-25,3.065981719367271,3.0,0.2,TQQQ
2011-11-28,3.1293030887638924,3.0,0.2,TQQQ
2011-11-29,3.1179958417028932,3.0,0.2,TQQQ
2011-11-30,3.8024285419714565,3.0,2.0,TQQQ
2011-12-01,3.9654709828380628,2.0,2.0,TQQQ
2011-12-02,3.914908545291406,2.0,1.34,TQQQ
2011-12-05,4.086830071589355,2.0,1.34,TQQQ
2011-12-06,4.044892380419322,2.0,1.34,TQQQ
2011-12-07,4.053111098926401,2.0,1.34,TQQQ
2011-12-08,4.01183229420547,2.0,0.2,TQQQ
2011-12-09,4.266745167604559,2.0,1.34,TQQQ
2011-12-12,4.238744502992552,2.0,0.2,TQQQ
2011-12-13,4.2101074141951065,2.0,0.2,TQQQ
2011-12-14,4.170936062654865,3.0,0.2,TQQQ
2011-12-15,4.164455725218284,3.0,0.2,TQQQ
2011-12-16,4.174890711525263,3.0,0.2,TQQQ
2011-12-19,4.151775707693618,3.0,0.2,TQQQ
2011-12-20,4.225472130173609,3.0,0.2,TQQQ
2011-12-21,4.190287310089592,3.0,0.2,TQQQ
2011-12-22,4.210726635622189,2.0,0.2,TQQQ
2011-12-23,4.232533574794014,2.0,0.2,TQQQ
2011-12-27,4.239040418547424,2.0,0.2,TQQQ
2011-12-28,4.211824780346146,2.0,0.2,TQQQ
2011-12-29,4.2282361298597735,2.0,0.2,TQQQ
2011-12-30,4.221329559814122,2.0,0.2,TQQQ
2012-01-03,4.543298712129017,2.0,1.34,TQQQ
2012-01-04,4.616155178285298,2.0,1.34,TQQQ
2012-01-05,4.76841579123926,2.0,1.34,TQQQ
2012-01-06,4.834439674017882,2.0,1.34,TQQQ
2012-01-09,4.780230931281985,2.0,1.34,TQQQ
2012-01-10,4.911520760358169,2.0,1.34,TQQQ
2012-01-11,4.957300854056746,2.0,1.34,TQQQ
2012-01-12,5.03611036908362,2.0,1.34,TQQQ
2012-01-13,4.9587228607394085,2.0,1.34,TQQQ
2012-01-17,5.137129217073006,1.0,1.34,TQQQ
2012-01-18,5.273859307339576,1.0,0.67,TQQQ
2012-01-19,5.344593023757188,1.0,0.67,TQQQ
2012-01-20,5.328737660489034,1.0,0.67,TQQQ
2012-01-23,5.32830979002748,1.0,0.67,TQQQ
2012-01-24,5.308565622603256,1.0,0.67,TQQQ
2012-01-25,5.444443237960193,1.0,0.67,TQQQ
2012-01-26,5.405787308205297,1.0,0.67,TQQQ
2012-01-27,5.441592831257083,1.0,0.67,TQQQ
2012-01-30,5.4475394394984535,1.0,0.67,TQQQ
2012-01-31,5.460282428501616,1.0,0.67,TQQQ
2012-02-01,5.550199178506762,1.0,0.67,TQQQ
2012-02-02,5.588495940418907,1.0,0.67,TQQQ
2012-02-03,5.737381945501311,1.0,0.67,TQQQ
2012-02-06,5.7336531869527745,1.0,0.67,TQQQ
2012-02-07,5.750218926293645,1.0,0.67,TQQQ
2012-02-08,5.814334246173217,1.0,0.67,TQQQ
2012-02-09,5.900733255590658,1.0,0.67,TQQQ
2012-02-10,5.816176756136676,1.0,0.67,TQQQ
2012-02-13,5.921090645661065,1.0,0.67,TQQQ
