strategy,passed_is_dd_lt_50,top_n,lookback,skip,cash_filter,dca_steps,is_return,is_cagr,is_max_drawdown,is_sharpe,oos_return,oos_cagr,oos_max_drawdown,oos_sharpe
SMH_HIST_PIT Top1 L126 S0 smh_sma200 DCA1,False,1,126,0,smh_sma200,1,7.7380007585646915,0.24216670823086894,-0.5668060617963604,0.7644351439716859,9.217589739561262,0.4384219654191368,-0.30655717224810786,1.0628602277491623
SMH_HIST_PIT Top1 L126 S0 smh_sma200 DCA3,False,1,126,0,smh_sma200,3,8.476387198076507,0.2522885356283009,-0.5034577659210271,0.8148886642188703,8.774540115493188,0.4284821301991948,-0.29452227741386405,1.064887150363928
SMH_HIST_PIT Top1 L126 S0 both_sma200 DCA1,False,1,126,0,both_sma200,1,7.7380007585646915,0.24216670823086894,-0.5668060617963604,0.7644351439716859,9.217589739561262,0.4384219654191368,-0.30655717224810786,1.0628602277491623
SMH_HIST_PIT Top1 L126 S0 both_sma200 DCA3,False,1,126,0,both_sma200,3,8.476387198076507,0.2522885356283009,-0.5034577659210271,0.8148886642188703,8.774540115493188,0.4284821301991948,-0.29452227741386405,1.064887150363928
SMH_HIST_PIT Top1 L126 S21 none DCA1,True,1,126,21,none,1,46.90351322996116,0.47267113262525107,-0.41933888190233315,1.1719579020889808,9.275529252540512,0.4396948225497965,-0.45550007694325023,0.9387768459220722
SMH_HIST_PIT Top1 L126 S21 none DCA3,True,1,126,21,none,3,55.26157893171684,0.49655643409544936,-0.41933888190233304,1.2262332563768596,9.275529252540512,0.4396948225497965,-0.45550007694325023,0.9387768459220722
SMH_HIST_PIT Top1 L126 S21 smh_sma100 DCA1,True,1,126,21,smh_sma100,1,11.031648462358532,0.2825576581612228,-0.4858382554190598,0.9575246986992292,6.9258195374144735,0.3823947358941502,-0.37234628257917224,0.9564452191677602
SMH_HIST_PIT Top1 L126 S21 smh_sma100 DCA3,True,1,126,21,smh_sma100,3,8.194594070901633,0.2485123493661272,-0.49949105906565017,0.9296457609757613,5.508659994555894,0.3404468354823378,-0.27170171279712174,0.9161900983245299
SMH_HIST_PIT Top1 L126 S21 smh_sma200 DCA1,False,1,126,21,smh_sma200,1,5.339521702938777,0.20292514046859877,-0.5389089039120032,0.7069064675101522,9.86397418055715,0.45229045338218277,-0.32983432663551693,0.9965535110683765
SMH_HIST_PIT Top1 L126 S21 smh_sma200 DCA3,False,1,126,21,smh_sma200,3,5.124071428557034,0.19877136385451566,-0.5448732173874145,0.7169708215489268,9.394741741175155,0.4422948386632135,-0.32983432663551693,0.9884549674249513
SMH_HIST_PIT Top1 L126 S21 both_sma200 DCA1,False,1,126,21,both_sma200,1,4.353527115836521,0.18275266854011551,-0.6106230404363816,0.6550481022358002,9.86397418055715,0.45229045338218277,-0.32983432663551693,0.9965535110683765
SMH_HIST_PIT Top1 L126 S21 both_sma200 DCA3,False,1,126,21,both_sma200,3,4.171586120905876,0.17866854874782923,-0.6156597159797685,0.6615022450946351,9.394741741175155,0.4422948386632135,-0.32983432663551693,0.9884549674249513
SMH_HIST_PIT Top1 L252 S0 none DCA1,True,1,252,0,none,1,45.29568523386571,0.46764993535668786,-0.4131638997889362,1.1340100942778732,23.766585737095898,0.6520914864039509,-0.5416775753697256,1.2326550963838783
