signal_date,execution_date,execution_type,action,symbol,units_after,price,drop_from_anchor_pct,from_symbol,to_symbol,units_before,reason
2011-12-16,2011-12-19,next_open,SELL_EXTRAS,TQQQ,1.0,0.3252,,,,3.0,extra shares max holding days 10
2011-12-19,2011-12-20,next_open,BUY_EXTRA_1,TQQQ,2.0,0.3268,-23.26,,,,
2011-12-20,2011-12-21,next_open,BUY_EXTRA_2,TQQQ,3.0,0.3339,-16.45,,,,
2012-01-05,2012-01-06,next_open,SELL_EXTRAS,TQQQ,1.0,0.3707,,,,3.0,extra shares max holding days 10
2012-01-06,2012-01-09,next_open,BUY_EXTRA_1,TQQQ,2.0,0.3766,-8.12,,,,
2012-01-24,2012-01-25,next_open,SELL_EXTRAS,TQQQ,1.0,0.4234,,,,2.0,extra shares max holding days 10
2012-03-06,2012-03-07,next_open,BUY_EXTRA_1,TQQQ,2.0,0.501,-6.18,,,,
2012-03-14,2012-03-15,next_open,SELL_EXTRAS,TQQQ,1.0,0.5692,,,,2.0,extra shares profit >= 12%
2012-04-10,2012-04-11,next_open,BUY_EXTRA_1,TQQQ,2.0,0.571,-9.18,,,,
2012-04-24,2012-04-25,next_open,BUY_EXTRA_2,TQQQ,3.0,0.5514,-15.15,,,,
2012-04-25,2012-04-26,next_open,SELL_EXTRAS,TQQQ,1.0,0.5596,,,,3.0,extra shares max holding days 10
2012-04-26,2012-04-27,next_open,BUY_EXTRA_1,TQQQ,2.0,0.5774,-6.77,,,,
2012-05-04,2012-05-07,next_open,BUY_EXTRA_2,TQQQ,3.0,0.5065,-15.6,,,,
2012-05-11,2012-05-14,next_open,SELL_EXTRAS,TQQQ,1.0,0.4908,,,,3.0,extra shares max holding days 10
2012-05-14,2012-05-15,next_open,BUY_EXTRA_1,TQQQ,2.0,0.4945,-20.08,,,,
2012-05-15,2012-05-16,next_open,BUY_EXTRA_2,TQQQ,3.0,0.4899,-20.78,,,,
2012-05-30,2012-05-31,next_open,SELL_EXTRAS,TQQQ,1.0,0.4569,,,,3.0,extra shares max holding days 10
2012-05-31,2012-06-01,next_open,BUY_EXTRA_1,TQQQ,2.0,0.4285,-26.13,,,,
2012-06-01,2012-06-04,next_open,BUY_EXTRA_2,TQQQ,3.0,0.4201,-31.94,,,,
2012-06-15,2012-06-18,next_open,SELL_EXTRAS,TQQQ,1.0,0.4682,,,,3.0,extra shares max holding days 10
2012-06-18,2012-06-19,next_open,BUY_EXTRA_1,TQQQ,2.0,0.4938,-20.62,,,,
2012-06-19,2012-06-20,next_open,BUY_EXTRA_2,TQQQ,3.0,0.5045,-18.0,,,,
2012-07-03,2012-07-05,next_open,SELL_EXTRAS,TQQQ,1.0,0.5117,,,,3.0,extra shares max holding days 10
2012-07-05,2012-07-06,next_open,BUY_EXTRA_1,TQQQ,2.0,0.507,-16.01,,,,
2012-07-06,2012-07-09,next_open,BUY_EXTRA_2,TQQQ,3.0,0.493,-19.32,,,,
2012-07-20,2012-07-23,next_open,SELL_EXTRAS,TQQQ,1.0,0.467,,,,3.0,extra shares max holding days 10
2012-07-23,2012-07-24,next_open,BUY_EXTRA_1,TQQQ,2.0,0.4805,-21.9,,,,
2012-07-24,2012-07-25,next_open,BUY_EXTRA_2,TQQQ,3.0,0.4562,-23.68,,,,
2012-08-03,2012-08-06,next_open,SELL_EXTRAS,TQQQ,1.0,0.5342,,,,3.0,extra shares profit >= 12%
2012-08-06,2012-08-07,next_open,BUY_EXTRA_1,TQQQ,2.0,0.5454,-12.17,,,,
2012-08-21,2012-08-22,next_open,SELL_EXTRAS,TQQQ,1.0,0.5842,,,,2.0,extra shares max holding days 10
2012-08-30,2012-08-31,next_open,BUY_EXTRA_1,TQQQ,2.0,0.5895,-5.71,,,,
2012-09-17,2012-09-18,next_open,SELL_EXTRAS,TQQQ,1.0,0.636,,,,2.0,extra shares max holding days 10
2012-09-25,2012-09-26,next_open,BUY_EXTRA_1,TQQQ,2.0,0.604,-6.0,,,,
2012-10-10,2012-10-11,next_open,SELL_EXTRAS,TQQQ,1.0,0.5709,,,,2.0,extra shares max holding days 10
2012-10-11,2012-10-12,next_open,BUY_EXTRA_1,TQQQ,2.0,0.553,-14.53,,,,
2012-10-19,2012-10-22,next_open,BUY_EXTRA_2,TQQQ,3.0,0.524,-18.75,,,,
2012-10-26,2012-10-31,next_open,SELL_EXTRAS,TQQQ,1.0,0.5156,,,,3.0,extra shares max holding days 10
2012-10-31,2012-11-01,next_open,BUY_EXTRA_1,TQQQ,2.0,0.517,-21.44,,,,
2012-11-01,2012-11-02,next_open,BUY_EXTRA_2,TQQQ,3.0,0.5364,-18.1,,,,
2012-11-15,2012-11-16,next_open,SELL_EXTRAS,TQQQ,1.0,0.4406,,,,3.0,extra shares max holding days 10
2012-11-16,2012-11-19,next_open,BUY_EXTRA_1,TQQQ,2.0,0.46,-31.13,,,,
2012-11-19,2012-11-20,next_open,BUY_EXTRA_2,TQQQ,3.0,0.4771,-26.17,,,,
2012-11-29,2012-11-30,next_open,SELL_EXTRAS,TQQQ,1.0,0.526,,,,3.0,extra shares profit >= 12%
2012-11-30,2012-12-03,next_open,BUY_EXTRA_1,TQQQ,2.0,0.5358,-18.93,,,,
2012-12-03,2012-12-04,next_open,BUY_EXTRA_2,TQQQ,3.0,0.5215,-19.33,,,,
2012-12-17,2012-12-18,next_open,SELL_EXTRAS,TQQQ,1.0,0.5239,,,,3.0,extra shares max holding days 10
2012-12-18,2012-12-19,next_open,BUY_EXTRA_1,TQQQ,2.0,0.5443,-16.46,,,,
2012-12-19,2012-12-20,next_open,BUY_EXTRA_2,TQQQ,3.0,0.5355,-17.66,,,,
2013-01-04,2013-01-07,next_open,SELL_EXTRAS,TQQQ,1.0,0.5434,,,,3.0,extra shares max holding days 10
2013-01-07,2013-01-08,next_open,BUY_EXTRA_1,TQQQ,2.0,0.548,-15.1,,,,
2013-01-08,2013-01-09,next_open,BUY_EXTRA_2,TQQQ,3.0,0.5473,-15.59,,,,
2013-01-23,2013-01-24,next_open,SELL_EXTRAS,TQQQ,1.0,0.548,,,,3.0,extra shares max holding days 10
2013-01-24,2013-01-25,next_open,BUY_EXTRA_1,TQQQ,2.0,0.5533,-15.26,,,,
2013-02-04,2013-02-05,next_open,RESET_ON_ROTATION,,,0.5172,,TQQQ,SOXL,2.0,
2013-02-20,2013-02-21,next_open,BUY_EXTRA_1,SOXL,2.0,0.5293,-6.71,,,,
2013-03-07,2013-03-08,next_open,SELL_EXTRAS,SOXL,1.0,0.5991,,,,2.0,extra shares max holding days 10
2013-03-18,2013-03-19,next_open,BUY_EXTRA_1,SOXL,2.0,0.5671,-8.71,,,,
2013-04-03,2013-04-04,next_open,SELL_EXTRAS,SOXL,1.0,0.5078,,,,2.0,extra shares max holding days 10
2013-04-04,2013-04-05,next_open,BUY_EXTRA_1,SOXL,2.0,0.5012,-13.87,,,,
2013-04-05,2013-04-08,next_open,BUY_EXTRA_2,SOXL,3.0,0.5134,-15.11,,,,
2013-04-10,2013-04-11,next_open,SELL_EXTRAS,SOXL,1.0,0.5821,,,,3.0,extra shares profit >= 12%
2013-04-12,2013-04-15,next_open,BUY_EXTRA_1,SOXL,2.0,0.5587,-6.13,,,,
2013-04-17,2013-04-18,next_open,BUY_EXTRA_2,SOXL,3.0,0.5226,-16.7,,,,
2013-04-29,2013-04-30,next_open,SELL_EXTRAS,SOXL,1.0,0.6027,,,,3.0,extra shares max holding days 10
2013-05-02,2013-05-03,next_open,RESET_ON_ROTATION,,,0.6814,,SOXL,TQQQ,1.0,
2013-06-04,2013-06-05,next_open,BUY_EXTRA_1,TQQQ,2.0,0.7022,-5.25,,,,
2013-06-19,2013-06-20,next_open,SELL_EXTRAS,TQQQ,1.0,0.6752,,,,2.0,extra shares max holding days 10
2013-06-20,2013-06-21,next_open,BUY_EXTRA_1,TQQQ,2.0,0.6487,-13.45,,,,
2013-06-24,2013-06-25,next_open,BUY_EXTRA_2,TQQQ,3.0,0.6375,-17.31,,,,
2013-07-02,2013-07-03,next_open,RESET_ON_ROTATION,,,0.687,,TQQQ,SOXL,3.0,
2013-07-08,2013-07-09,next_open,BUY_EXTRA_1,SOXL,2.0,0.7219,-5.95,,,,
2013-07-12,2013-07-15,next_open,SELL_EXTRAS,SOXL,1.0,0.8175,,,,2.0,extra shares profit >= 12%
2013-07-24,2013-07-25,next_open,BUY_EXTRA_1,SOXL,2.0,0.7278,-10.05,,,,
2013-08-08,2013-08-09,next_open,SELL_EXTRAS,SOXL,1.0,0.7356,,,,2.0,extra shares max holding days 10
2013-08-09,2013-08-12,next_open,BUY_EXTRA_1,SOXL,2.0,0.716,-11.32,,,,
2013-08-15,2013-08-16,next_open,BUY_EXTRA_2,SOXL,3.0,0.6757,-17.54,,,,
2013-08-26,2013-08-27,next_open,SELL_EXTRAS,SOXL,1.0,0.6597,,,,3.0,extra shares max holding days 10
2013-08-27,2013-08-28,next_open,BUY_EXTRA_1,SOXL,2.0,0.6394,-22.61,,,,
2013-08-28,2013-08-29,next_open,RESET_ON_ROTATION,,,0.7765,,SOXL,TQQQ,2.0,
2013-08-29,2013-08-30,next_open,RESET_ON_ROTATION,,,0.6788,,TQQQ,SOXL,1.0,
2013-09-04,2013-09-05,next_open,RESET_ON_ROTATION,,,0.8179,,SOXL,TQQQ,1.0,
2013-10-08,2013-10-09,next_open,BUY_EXTRA_1,TQQQ,2.0,0.8419,-9.07,,,,
2013-10-17,2013-10-18,next_open,SELL_EXTRAS,TQQQ,1.0,0.9822,,,,2.0,extra shares profit >= 12%
2013-11-07,2013-11-08,next_open,BUY_EXTRA_1,TQQQ,2.0,0.9855,-5.81,,,,
2013-11-22,2013-11-25,next_open,SELL_EXTRAS,TQQQ,1.0,1.0772,,,,2.0,extra shares max holding days 10
2013-12-13,2013-12-16,next_open,BUY_EXTRA_1,TQQQ,2.0,1.1137,-5.14,,,,
2013-12-31,2014-01-02,next_open,SELL_EXTRAS,TQQQ,1.0,1.2148,,,,2.0,extra shares max holding days 10
2014-01-06,2014-01-07,next_open,BUY_EXTRA_1,TQQQ,2.0,1.1793,-5.48,,,,
2014-01-22,2014-01-23,next_open,SELL_EXTRAS,TQQQ,1.0,1.2499,,,,2.0,extra shares max holding days 10
2014-01-24,2014-01-27,next_open,BUY_EXTRA_1,TQQQ,2.0,1.1752,-7.06,,,,
2014-02-10,2014-02-11,next_open,SELL_EXTRAS,TQQQ,1.0,1.2183,,,,2.0,extra shares max holding days 10
2014-03-04,2014-03-05,next_open,RESET_ON_ROTATION,,,1.2553,,TQQQ,SOXL,1.0,
2014-03-13,2014-03-14,next_open,BUY_EXTRA_1,SOXL,2.0,1.2133,-5.21,,,,
2014-03-20,2014-03-21,next_open,SELL_EXTRAS,SOXL,1.0,1.3882,,,,2.0,extra shares profit >= 12%
2014-03-27,2014-03-28,next_open,BUY_EXTRA_1,SOXL,2.0,1.2876,-7.17,,,,
2014-04-11,2014-04-14,next_open,SELL_EXTRAS,SOXL,1.0,1.2037,,,,2.0,extra shares max holding days 10
2014-04-14,2014-04-15,next_open,BUY_EXTRA_1,SOXL,2.0,1.2171,-15.64,,,,
2014-04-22,2014-04-23,next_open,SELL_EXTRAS,SOXL,1.0,1.3686,,,,2.0,extra shares profit >= 12%
2014-04-25,2014-04-28,next_open,BUY_EXTRA_1,SOXL,2.0,1.255,-12.68,,,,
2014-05-12,2014-05-13,next_open,SELL_EXTRAS,SOXL,1.0,1.354,,,,2.0,extra shares max holding days 10
2014-05-13,2014-05-14,next_open,BUY_EXTRA_1,SOXL,2.0,1.304,-7.94,,,,
2014-05-29,2014-05-30,next_open,SELL_EXTRAS,SOXL,1.0,1.4324,,,,2.0,extra shares max holding days 10
2014-07-17,2014-07-18,next_open,BUY_EXTRA_1,SOXL,2.0,1.7289,-7.72,,,,
2014-07-25,2014-07-28,next_open,BUY_EXTRA_2,SOXL,3.0,1.5591,-15.98,,,,
2014-08-01,2014-08-04,next_open,SELL_EXTRAS,SOXL,1.0,1.5146,,,,3.0,extra shares max holding days 10
2014-08-04,2014-08-05,next_open,RESET_ON_ROTATION,,,1.5256,,SOXL,TQQQ,1.0,
2014-09-25,2014-09-26,next_open,BUY_EXTRA_1,TQQQ,2.0,1.6807,-6.96,,,,
2014-10-10,2014-10-13,next_open,SELL_EXTRAS,TQQQ,1.0,1.483,,,,2.0,extra shares max holding days 10
2014-10-13,2014-10-14,next_open,BUY_EXTRA_1,TQQQ,2.0,1.4486,-20.62,,,,
2014-10-14,2014-10-15,next_open,BUY_EXTRA_2,TQQQ,3.0,1.3559,-20.47,,,,
2014-10-21,2014-10-22,next_open,SELL_EXTRAS,TQQQ,1.0,1.6162,,,,3.0,extra shares profit >= 12%
2014-10-22,2014-10-23,next_open,BUY_EXTRA_1,TQQQ,2.0,1.6239,-11.85,,,,
2014-10-31,2014-11-03,next_open,SELL_EXTRAS,TQQQ,1.0,1.8397,,,,2.0,extra shares profit >= 12%
2014-12-10,2014-12-11,next_open,BUY_EXTRA_1,TQQQ,2.0,1.9455,-7.88,,,,
2014-12-16,2014-12-17,next_open,BUY_EXTRA_2,TQQQ,3.0,1.7482,-16.6,,,,
2014-12-26,2014-12-29,next_open,SELL_EXTRAS,TQQQ,1.0,2.0336,,,,3.0,extra shares max holding days 10
2014-12-31,2015-01-02,next_open,BUY_EXTRA_1,TQQQ,2.0,1.9627,-7.51,,,,
2015-01-06,2015-01-07,next_open,BUY_EXTRA_2,TQQQ,3.0,1.7935,-15.87,,,,
2015-01-16,2015-01-20,next_open,SELL_EXTRAS,TQQQ,1.0,1.8251,,,,3.0,extra shares max holding days 10
2015-01-20,2015-01-21,next_open,BUY_EXTRA_1,TQQQ,2.0,1.818,-12.3,,,,
2015-02-03,2015-02-04,next_open,RESET_ON_ROTATION,,,1.8385,,TQQQ,SOXL,2.0,
2015-03-03,2015-03-04,next_open,BUY_EXTRA_1,SOXL,2.0,2.3066,-5.78,,,,
2015-03-18,2015-03-19,next_open,SELL_EXTRAS,SOXL,1.0,2.3023,,,,2.0,extra shares max holding days 10
2015-03-19,2015-03-20,next_open,BUY_EXTRA_1,SOXL,2.0,2.3727,-6.02,,,,
2015-03-25,2015-03-26,next_open,BUY_EXTRA_2,SOXL,3.0,1.8731,-19.81,,,,
2015-04-02,2015-04-06,next_open,RESET_ON_ROTATION,,,1.9776,,SOXL,TQQQ,3.0,
2015-04-17,2015-04-20,next_open,BUY_EXTRA_1,TQQQ,2.0,2.0928,-5.01,,,,
2015-05-04,2015-05-05,next_open,SELL_EXTRAS,TQQQ,1.0,2.2203,,,,2.0,extra shares max holding days 10
2015-05-05,2015-05-06,next_open,BUY_EXTRA_1,TQQQ,2.0,2.148,-8.21,,,,
2015-05-20,2015-05-21,next_open,SELL_EXTRAS,TQQQ,1.0,2.2757,,,,2.0,extra shares max holding days 10
2015-06-08,2015-06-09,next_open,BUY_EXTRA_1,TQQQ,2.0,2.1545,-7.4,,,,
2015-06-23,2015-06-24,next_open,SELL_EXTRAS,TQQQ,1.0,2.3319,,,,2.0,extra shares max holding days 10
2015-06-29,2015-06-30,next_open,BUY_EXTRA_1,TQQQ,2.0,2.1319,-10.9,,,,
2015-07-15,2015-07-16,next_open,SELL_EXTRAS,TQQQ,1.0,2.3581,,,,2.0,extra shares max holding days 10
2015-07-24,2015-07-27,next_open,BUY_EXTRA_1,TQQQ,2.0,2.3007,-7.41,,,,
2015-08-10,2015-08-11,next_open,SELL_EXTRAS,TQQQ,1.0,2.3263,,,,2.0,extra shares max holding days 10
2015-08-11,2015-08-12,next_open,BUY_EXTRA_1,TQQQ,2.0,2.2284,-10.1,,,,
2015-08-20,2015-08-21,next_open,BUY_EXTRA_2,TQQQ,3.0,1.9957,-17.6,,,,
2015-08-25,2015-08-26,next_open,RESET_ON_ROTATION,,,1.1393,,TQQQ,SOXL,3.0,
2015-08-26,2015-08-27,next_open,RESET_ON_ROTATION,,,1.9023,,SOXL,TQQQ,1.0,
2015-09-01,2015-09-02,next_open,BUY_EXTRA_1,TQQQ,2.0,1.8007,-12.52,,,,
2015-09-16,2015-09-17,next_open,SELL_EXTRAS,TQQQ,1.0,2.0149,,,,2.0,extra shares profit >= 12%
2015-09-22,2015-09-23,next_open,BUY_EXTRA_1,TQQQ,2.0,1.8805,-7.68,,,,
2015-09-28,2015-09-29,next_open,BUY_EXTRA_2,TQQQ,3.0,1.6603,-18.51,,,,
2015-10-07,2015-10-08,next_open,SELL_EXTRAS,TQQQ,1.0,1.9133,,,,3.0,extra shares max holding days 10
2015-11-12,2015-11-13,next_open,BUY_EXTRA_1,TQQQ,2.0,2.2636,-7.62,,,,
2015-11-30,2015-12-01,next_open,SELL_EXTRAS,TQQQ,1.0,2.4341,,,,2.0,extra shares max holding days 10
2015-12-03,2015-12-04,next_open,BUY_EXTRA_1,TQQQ,2.0,2.3291,-6.93,,,,
2015-12-18,2015-12-21,next_open,SELL_EXTRAS,TQQQ,1.0,2.2127,,,,2.0,extra shares max holding days 10
2015-12-21,2015-12-22,next_open,BUY_EXTRA_1,TQQQ,2.0,2.2582,-10.4,,,,
2016-01-06,2016-01-07,next_open,BUY_EXTRA_2,TQQQ,3.0,1.9202,-17.22,,,,
2016-01-07,2016-01-08,next_open,SELL_EXTRAS,TQQQ,1.0,1.899,,,,3.0,extra shares max holding days 10
2016-01-08,2016-01-11,next_open,BUY_EXTRA_1,TQQQ,2.0,1.8525,-26.86,,,,
2016-01-11,2016-01-12,next_open,BUY_EXTRA_2,TQQQ,3.0,1.8799,-26.22,,,,
2016-01-26,2016-01-27,next_open,SELL_EXTRAS,TQQQ,1.0,1.7139,,,,3.0,extra shares max holding days 10
2016-01-27,2016-01-28,next_open,BUY_EXTRA_1,TQQQ,2.0,1.6917,-34.88,,,,
2016-01-28,2016-01-29,next_open,BUY_EXTRA_2,TQQQ,3.0,1.6833,-32.31,,,,
2016-02-09,2016-02-10,next_open,RESET_ON_ROTATION,,,1.0131,,TQQQ,SOXL,3.0,
2016-02-10,2016-02-11,next_open,RESET_ON_ROTATION,,,1.3662,,SOXL,TQQQ,1.0,
2016-03-02,2016-03-03,next_open,RESET_ON_ROTATION,,,1.4135,,TQQQ,SOXL,1.0,
2016-03-08,2016-03-09,next_open,BUY_EXTRA_1,SOXL,2.0,1.3972,-6.81,,,,
2016-03-18,2016-03-21,next_open,SELL_EXTRAS,SOXL,1.0,1.6077,,,,2.0,extra shares profit >= 12%
2016-04-07,2016-04-08,next_open,BUY_EXTRA_1,SOXL,2.0,1.6131,-6.21,,,,
2016-04-22,2016-04-25,next_open,SELL_EXTRAS,SOXL,1.0,1.5555,,,,2.0,extra shares max holding days 10
2016-04-25,2016-04-26,next_open,BUY_EXTRA_1,SOXL,2.0,1.5798,-8.68,,,,
2016-04-29,2016-05-02,next_open,BUY_EXTRA_2,SOXL,3.0,1.4129,-16.79,,,,
2016-05-10,2016-05-11,next_open,SELL_EXTRAS,SOXL,1.0,1.3905,,,,3.0,extra shares max holding days 10
2016-05-11,2016-05-12,next_open,BUY_EXTRA_1,SOXL,2.0,1.402,-18.04,,,,
2016-05-12,2016-05-13,next_open,BUY_EXTRA_2,SOXL,3.0,1.3177,-22.38,,,,
2016-05-20,2016-05-23,next_open,SELL_EXTRAS,SOXL,1.0,1.5755,,,,3.0,extra shares profit >= 12%
2016-05-23,2016-05-24,next_open,BUY_EXTRA_1,SOXL,2.0,1.6016,-7.46,,,,
2016-06-01,2016-06-02,next_open,SELL_EXTRAS,SOXL,1.0,1.797,,,,2.0,extra shares profit >= 12%
2016-06-10,2016-06-13,next_open,BUY_EXTRA_1,SOXL,2.0,1.7478,-5.02,,,,
2016-06-24,2016-06-27,next_open,BUY_EXTRA_2,SOXL,3.0,1.5331,-16.88,,,,
2016-06-27,2016-06-28,next_open,SELL_EXTRAS,SOXL,1.0,1.4669,,,,3.0,extra shares max holding days 10
