date,action,symbol,fraction,price,remaining_before,r_multiple,reason
2011-06-30,entry,TQQQ,1.0,0.408041,1.0,0.0,scanner target TQQQ
2011-07-07,scale_out,TQQQ,0.333333,0.455431,1.0,1.1614,recover risk
2011-07-14,stop_exit,TQQQ,0.666667,0.408041,0.666667,0.0,active stop breached
2011-07-14,entry,TQQQ,1.0,0.408041,1.0,0.0,scanner target TQQQ
2011-07-21,scale_out,TQQQ,0.333333,0.449377,1.0,1.013,recover risk
2011-08-01,stop_exit,TQQQ,0.666667,0.408041,0.666667,0.0,active stop breached
2011-08-01,entry,TQQQ,1.0,0.420348,1.0,0.0,scanner target TQQQ
2011-08-02,scanner_exit,TQQQ,1.0,0.388441,1.0,-0.6931,target changed to CASH
2011-10-12,entry,TQQQ,1.0,0.364127,1.0,0.0,scanner target TQQQ
2011-11-17,scanner_exit,TQQQ,1.0,0.341349,1.0,-0.4251,target changed to CASH
2011-12-01,entry,TQQQ,1.0,0.354649,1.0,0.0,scanner target TQQQ
2011-12-13,scanner_exit,TQQQ,1.0,0.334949,1.0,-0.4682,target changed to CASH
2011-12-27,entry,TQQQ,1.0,0.344724,1.0,0.0,scanner target TQQQ
2012-01-12,scale_out,TQQQ,0.333333,0.385166,1.0,1.0965,recover risk
2012-01-25,scale_out,TQQQ,0.333333,0.426154,0.666667,2.2078,lock profit
2012-04-10,stop_exit,TQQQ,0.333333,0.564418,0.333333,5.9565,active stop breached
2012-04-10,entry,TQQQ,1.0,0.555667,1.0,0.0,scanner target TQQQ
2012-05-08,stop_exit,TQQQ,1.0,0.5001,1.0,-1.0,active stop breached
2012-05-08,entry,TQQQ,1.0,0.511405,1.0,0.0,scanner target TQQQ
2012-05-17,stop_exit,TQQQ,1.0,0.46016,1.0,-1.0,active stop breached
2012-05-17,entry,TQQQ,1.0,0.44501,1.0,0.0,scanner target TQQQ
2012-05-18,scanner_exit,TQQQ,1.0,0.427146,1.0,-0.3762,target changed to CASH
2012-05-21,entry,TQQQ,1.0,0.463073,1.0,0.0,scanner target TQQQ
2012-06-01,scanner_exit,TQQQ,1.0,0.416427,1.0,-0.9159,target changed to CASH
2012-06-06,entry,TQQQ,1.0,0.460691,1.0,0.0,scanner target TQQQ
2012-07-03,scale_out,TQQQ,0.333333,0.512099,1.0,1.0621,recover risk
2012-07-11,stop_exit,TQQQ,0.666667,0.460691,0.666667,0.0,active stop breached
2012-07-11,entry,TQQQ,1.0,0.470317,1.0,0.0,scanner target TQQQ
2012-07-12,scanner_exit,TQQQ,1.0,0.456721,1.0,-0.2871,target changed to CASH
2012-07-13,entry,TQQQ,1.0,0.476569,1.0,0.0,scanner target TQQQ
2012-07-25,scanner_exit,TQQQ,1.0,0.456523,1.0,-0.4206,target changed to CASH
2012-07-27,entry,TQQQ,1.0,0.510313,1.0,0.0,scanner target TQQQ
2012-08-15,scale_out,TQQQ,0.333333,0.564897,1.0,1.0692,recover risk
2012-09-06,scale_out,TQQQ,0.333333,0.622657,0.666667,2.2005,lock profit
2012-09-26,stop_exit,TQQQ,0.333333,0.593556,0.333333,1.6305,active stop breached
2012-09-26,entry,TQQQ,1.0,0.591494,1.0,0.0,scanner target TQQQ
2012-10-19,stop_exit,TQQQ,1.0,0.532344,1.0,-1.0,active stop breached
2012-10-19,entry,TQQQ,1.0,0.5251,1.0,0.0,scanner target TQQQ
2012-10-23,scanner_exit,TQQQ,1.0,0.517557,1.0,-0.1436,target changed to CASH
2012-11-29,entry,TQQQ,1.0,0.525795,1.0,0.0,scanner target TQQQ
2012-12-05,scanner_exit,TQQQ,1.0,0.501976,1.0,-0.453,target changed to CASH
2012-12-11,entry,TQQQ,1.0,0.526489,1.0,0.0,scanner target TQQQ
2012-12-14,scanner_exit,TQQQ,1.0,0.496617,1.0,-0.5674,target changed to CASH
2012-12-18,entry,TQQQ,1.0,0.539887,1.0,0.0,scanner target TQQQ
2012-12-26,scanner_exit,TQQQ,1.0,0.499495,1.0,-0.7482,target changed to CASH
2013-01-02,entry,TQQQ,1.0,0.561721,1.0,0.0,scanner target TQQQ
2013-02-01,scanner_exit,TQQQ,1.0,0.571248,1.0,0.1696,target changed to SOXL
2013-02-01,entry,SOXL,1.0,0.530666,1.0,0.0,scanner target SOXL
2013-03-07,scale_out,SOXL,0.333333,0.58481,1.0,1.0203,recover risk
2013-04-03,stop_exit,SOXL,0.666667,0.530666,0.666667,0.0,active stop breached
2013-04-03,entry,SOXL,1.0,0.507158,1.0,0.0,scanner target SOXL
2013-04-10,scale_out,SOXL,0.333333,0.588298,1.0,1.3347,recover risk
2013-04-17,stop_exit,SOXL,0.666667,0.507158,0.666667,0.0,active stop breached
2013-04-17,entry,SOXL,1.0,0.509282,1.0,0.0,scanner target SOXL
2013-04-25,scale_out,SOXL,0.333333,0.593302,1.0,1.1356,recover risk
2013-05-01,scanner_exit,SOXL,0.666667,0.597245,0.666667,1.1889,target changed to TQQQ
2013-05-01,entry,TQQQ,1.0,0.638735,1.0,0.0,scanner target TQQQ
2013-05-08,scale_out,TQQQ,0.333333,0.702946,1.0,1.0053,recover risk
2013-06-21,stop_exit,TQQQ,0.666667,0.638735,0.666667,0.0,active stop breached
2013-06-21,entry,TQQQ,1.0,0.639032,1.0,0.0,scanner target TQQQ
2013-07-01,scanner_exit,TQQQ,1.0,0.672874,1.0,0.5296,target changed to SOXL
2013-07-01,entry,SOXL,1.0,0.706291,1.0,0.0,scanner target SOXL
2013-07-11,scale_out,SOXL,0.333333,0.797288,1.0,1.0847,recover risk
2013-08-15,stop_exit,SOXL,0.666667,0.706291,0.666667,0.0,active stop breached
2013-08-15,entry,SOXL,1.0,0.675807,1.0,0.0,scanner target SOXL
2013-09-03,scanner_exit,SOXL,1.0,0.677778,1.0,0.0292,target changed to TQQQ
2013-09-03,entry,TQQQ,1.0,0.790875,1.0,0.0,scanner target TQQQ
2013-09-18,scale_out,TQQQ,0.333333,0.901433,1.0,1.3979,recover risk
2013-10-17,scale_out,TQQQ,0.333333,0.955621,0.666667,2.0831,lock profit
2013-12-18,stop_exit,TQQQ,0.333333,1.08227,0.333333,3.6845,active stop breached
2013-12-18,entry,TQQQ,1.0,1.147955,1.0,0.0,scanner target TQQQ
2014-01-22,scale_out,TQQQ,0.333333,1.262979,1.0,1.002,recover risk
2014-01-27,stop_exit,TQQQ,0.666667,1.147955,0.666667,0.0,active stop breached
2014-01-27,entry,TQQQ,1.0,1.139718,1.0,0.0,scanner target TQQQ
2014-02-12,scale_out,TQQQ,0.333333,1.258811,1.0,1.0449,recover risk
2014-03-03,scanner_exit,TQQQ,0.666667,1.301882,0.666667,1.4228,target changed to SOXL
2014-03-03,entry,SOXL,1.0,1.193429,1.0,0.0,scanner target SOXL
2014-03-20,scale_out,SOXL,0.333333,1.371936,1.0,1.4957,recover risk
2014-04-11,stop_exit,SOXL,0.666667,1.193429,0.666667,0.0,active stop breached
2014-04-11,entry,SOXL,1.0,1.176443,1.0,0.0,scanner target SOXL
2014-04-21,scale_out,SOXL,0.333333,1.326437,1.0,1.0,recover risk
2014-04-28,stop_exit,SOXL,0.666667,1.176443,0.666667,0.0,active stop breached
2014-04-28,entry,SOXL,1.0,1.22361,1.0,0.0,scanner target SOXL
2014-05-27,scale_out,SOXL,0.333333,1.420468,1.0,1.3105,recover risk
2014-06-04,scale_out,SOXL,0.333333,1.524811,0.666667,2.0052,lock profit
2014-07-24,stop_exit,SOXL,0.333333,1.679712,0.333333,3.0364,active stop breached
2014-07-24,entry,SOXL,1.0,1.653723,1.0,0.0,scanner target SOXL
2014-07-31,stop_exit,SOXL,1.0,1.488351,1.0,-1.0,active stop breached
2014-07-31,entry,SOXL,1.0,1.479919,1.0,0.0,scanner target SOXL
2014-08-01,scanner_exit,SOXL,1.0,1.502062,1.0,0.1432,target changed to TQQQ
2014-08-01,entry,TQQQ,1.0,1.512135,1.0,0.0,scanner target TQQQ
2014-08-18,scale_out,TQQQ,0.333333,1.682268,1.0,1.1251,recover risk
2014-10-10,stop_exit,TQQQ,0.666667,1.512135,0.666667,0.0,active stop breached
2014-10-10,entry,TQQQ,1.0,1.489106,1.0,0.0,scanner target TQQQ
2014-10-15,stop_exit,TQQQ,1.0,1.330204,1.0,-1.0,active stop breached
2014-10-20,entry,TQQQ,1.0,1.484937,1.0,0.0,scanner target TQQQ
2014-10-24,scale_out,TQQQ,0.333333,1.686238,1.0,1.1025,recover risk
2014-11-10,scale_out,TQQQ,0.333333,1.859348,0.666667,2.0506,lock profit
2014-12-09,stop_exit,TQQQ,0.333333,1.957333,0.333333,2.5873,active stop breached
2014-12-09,entry,TQQQ,1.0,2.025312,1.0,0.0,scanner target TQQQ
2014-12-15,stop_exit,TQQQ,1.0,1.822781,1.0,-1.0,active stop breached
2014-12-15,entry,TQQQ,1.0,1.835923,1.0,0.0,scanner target TQQQ
2014-12-26,scale_out,TQQQ,0.333333,2.039156,1.0,1.107,recover risk
2015-01-05,stop_exit,TQQQ,0.666667,1.835923,0.666667,0.0,active stop breached
2015-01-05,entry,TQQQ,1.0,1.832659,1.0,0.0,scanner target TQQQ
2015-02-02,scanner_exit,TQQQ,1.0,1.84775,1.0,0.0823,target changed to SOXL
2015-02-02,entry,SOXL,1.0,1.756765,1.0,0.0,scanner target SOXL
2015-02-10,scale_out,SOXL,0.333333,2.019604,1.0,1.0576,recover risk
2015-02-24,scale_out,SOXL,0.333333,2.287752,0.666667,2.1366,lock profit
2015-03-10,stop_exit,SOXL,0.333333,2.212005,0.333333,1.8318,active stop breached
2015-03-10,entry,SOXL,1.0,2.144882,1.0,0.0,scanner target SOXL
2015-03-20,scale_out,SOXL,0.333333,2.420916,1.0,1.2869,recover risk
2015-03-25,stop_exit,SOXL,0.666667,2.144882,0.666667,0.0,active stop breached
2015-03-25,entry,SOXL,1.0,1.978806,1.0,0.0,scanner target SOXL
2015-04-01,scanner_exit,SOXL,1.0,2.024458,1.0,0.2078,target changed to TQQQ
2015-04-01,entry,TQQQ,1.0,2.010567,1.0,0.0,scanner target TQQQ
2015-04-22,scale_out,TQQQ,0.333333,2.216091,1.0,1.0222,recover risk
2015-07-08,scanner_exit,TQQQ,0.666667,2.048295,0.666667,0.1877,target changed to CASH
2015-07-10,entry,TQQQ,1.0,2.137257,1.0,0.0,scanner target TQQQ
2015-07-16,scale_out,TQQQ,0.333333,2.392425,1.0,1.1939,recover risk
2015-08-20,stop_exit,TQQQ,0.666667,2.137257,0.666667,0.0,active stop breached
2015-10-19,entry,TQQQ,1.0,2.108463,1.0,0.0,scanner target TQQQ
2015-10-23,scale_out,TQQQ,0.333333,2.340795,1.0,1.1019,recover risk
2016-01-04,stop_exit,TQQQ,0.666667,2.108463,0.666667,0.0,active stop breached
2016-01-04,entry,TQQQ,1.0,2.129711,1.0,0.0,scanner target TQQQ
2016-01-06,scanner_exit,TQQQ,1.0,2.054053,1.0,-0.3552,target changed to CASH
2016-03-04,entry,SOXL,1.0,1.462075,1.0,0.0,scanner target SOXL
2016-03-08,scanner_exit,SOXL,1.0,1.377747,1.0,-0.5768,target changed to CASH
2016-03-11,entry,SOXL,1.0,1.515462,1.0,0.0,scanner target SOXL
2016-03-30,scale_out,SOXL,0.333333,1.667129,1.0,1.0008,recover risk
2016-04-28,stop_exit,SOXL,0.666667,1.515462,0.666667,0.0,active stop breached
2016-04-28,entry,SOXL,1.0,1.524561,1.0,0.0,scanner target SOXL
2016-04-29,scanner_exit,SOXL,1.0,1.407474,1.0,-0.7011,target changed to CASH
2016-05-20,entry,SOXL,1.0,1.531842,1.0,0.0,scanner target SOXL
2016-05-25,scale_out,SOXL,0.333333,1.708382,1.0,1.1525,recover risk
2016-06-07,scale_out,SOXL,0.333333,1.871578,0.666667,2.2178,lock profit
2016-06-16,stop_exit,SOXL,0.333333,1.686282,0.333333,1.0082,active stop breached
2016-06-16,entry,SOXL,1.0,1.749637,1.0,0.0,scanner target SOXL
2016-06-27,stop_exit,SOXL,1.0,1.574673,1.0,-1.0,active stop breached
2016-06-28,entry,SOXL,1.0,1.512428,1.0,0.0,scanner target SOXL
2016-07-08,scale_out,SOXL,0.333333,1.753276,1.0,1.073,recover risk
2016-07-18,scale_out,SOXL,0.333333,2.013538,0.666667,2.2324,lock profit
2016-09-09,stop_exit,SOXL,0.333333,2.447654,0.333333,4.1664,active stop breached
2016-09-09,entry,SOXL,1.0,2.288965,1.0,0.0,scanner target SOXL
2016-09-15,scale_out,SOXL,0.333333,2.590481,1.0,1.3173,recover risk
2016-09-29,scale_out,SOXL,0.333333,2.788862,0.666667,2.1839,lock profit
2016-10-13,stop_exit,SOXL,0.333333,2.569682,0.333333,1.2264,active stop breached
2016-10-13,entry,SOXL,1.0,2.583807,1.0,0.0,scanner target SOXL
2016-11-11,scale_out,SOXL,0.333333,2.896849,1.0,1.0391,recover risk
2016-11-17,scale_out,SOXL,0.333333,3.218991,0.666667,2.1085,lock profit
2016-12-01,stop_exit,SOXL,0.333333,3.061516,0.333333,1.5857,active stop breached
2016-12-01,entry,SOXL,1.0,2.879863,1.0,0.0,scanner target SOXL
2016-12-06,scale_out,SOXL,0.333333,3.229305,1.0,1.116,recover risk
2016-12-08,scale_out,SOXL,0.333333,3.521719,0.666667,2.0498,lock profit
2017-01-03,stop_exit,SOXL,0.333333,3.548177,0.333333,2.1343,active stop breached
2017-01-03,entry,SOXL,1.0,3.635156,1.0,0.0,scanner target SOXL
2017-01-24,scale_out,SOXL,0.333333,4.047042,1.0,1.1331,recover risk
2017-02-06,scale_out,SOXL,0.333333,4.376934,0.666667,2.0406,lock profit
2017-02-24,stop_exit,SOXL,0.333333,4.270511,0.333333,1.7478,active stop breached
2017-02-24,entry,SOXL,1.0,4.45321,1.0,0.0,scanner target SOXL
2017-03-20,scale_out,SOXL,0.333333,5.006842,1.0,1.2432,recover risk
2017-04-03,scanner_exit,SOXL,0.666667,4.891793,0.666667,0.9849,target changed to TQQQ
2017-04-03,entry,TQQQ,1.0,3.495705,1.0,0.0,scanner target TQQQ
2017-05-01,scale_out,TQQQ,0.333333,3.881336,1.0,1.1032,recover risk
2017-05-25,scale_out,TQQQ,0.333333,4.197465,0.666667,2.0075,lock profit
2017-06-09,stop_exit,TQQQ,0.333333,4.164305,0.333333,1.9126,active stop breached
2017-06-09,entry,TQQQ,1.0,4.101357,1.0,0.0,scanner target TQQQ
2017-07-26,scale_out,TQQQ,0.333333,4.518363,1.0,1.0168,recover risk
2017-08-01,scanner_exit,TQQQ,0.666667,4.394454,0.666667,0.7146,target changed to SOXL
2017-08-01,entry,SOXL,1.0,6.021304,1.0,0.0,scanner target SOXL
2017-08-11,stop_exit,SOXL,1.0,5.419173,1.0,-1.0,active stop breached
2017-08-11,entry,SOXL,1.0,5.597974,1.0,0.0,scanner target SOXL
2017-08-31,scale_out,SOXL,0.333333,6.359457,1.0,1.3099,recover risk
2017-09-01,scanner_exit,SOXL,0.666667,6.442725,0.666667,1.4531,target changed to TQQQ
2017-09-01,entry,TQQQ,1.0,4.582702,1.0,0.0,scanner target TQQQ
2017-10-27,scale_out,TQQQ,0.333333,5.070798,1.0,1.0651,recover risk
2017-11-01,scanner_exit,TQQQ,0.666667,5.154198,0.666667,1.2471,target changed to SOXL
2017-11-01,entry,SOXL,1.0,9.317033,1.0,0.0,scanner target SOXL
2017-11-06,scale_out,SOXL,0.333333,10.367089,1.0,1.127,recover risk
2017-11-29,stop_exit,SOXL,0.666667,9.317033,0.666667,0.0,active stop breached
2017-11-29,entry,SOXL,1.0,9.092656,1.0,0.0,scanner target SOXL
2017-12-05,stop_exit,SOXL,1.0,8.056855,1.0,-1.0,active stop breached
2017-12-05,entry,SOXL,1.0,8.305751,1.0,0.0,scanner target SOXL
2018-01-02,scanner_exit,SOXL,1.0,9.495846,1.0,0.9465,target changed to TQQQ
2018-01-02,entry,TQQQ,1.0,5.792021,1.0,0.0,scanner target TQQQ
2018-01-12,scale_out,TQQQ,0.333333,6.465188,1.0,1.1622,recover risk
2018-01-23,scale_out,TQQQ,0.333333,7.070839,0.666667,2.2079,lock profit
2018-02-02,stop_exit,TQQQ,0.333333,6.619734,0.333333,1.4291,active stop breached
2018-02-02,entry,TQQQ,1.0,6.440563,1.0,0.0,scanner target TQQQ
2018-02-05,stop_exit,TQQQ,1.0,5.796506,1.0,-1.0,active stop breached
2018-02-05,entry,TQQQ,1.0,5.697101,1.0,0.0,scanner target TQQQ
2018-02-09,stop_exit,TQQQ,1.0,5.113859,1.0,-1.0,active stop breached
2018-02-09,entry,TQQQ,1.0,5.406388,1.0,0.0,scanner target TQQQ
2018-02-15,scale_out,TQQQ,0.333333,6.436592,1.0,1.195,recover risk
2018-03-09,scale_out,TQQQ,0.333333,7.296818,0.666667,2.1928,lock profit
2018-03-19,stop_exit,TQQQ,0.333333,6.433131,0.333333,1.191,active stop breached
2018-03-19,entry,TQQQ,1.0,6.592672,1.0,0.0,scanner target TQQQ
2018-03-23,stop_exit,TQQQ,1.0,5.931362,1.0,-1.0,active stop breached
2018-03-23,entry,TQQQ,1.0,5.576765,1.0,0.0,scanner target TQQQ
2018-03-26,scale_out,TQQQ,0.333333,6.20426,1.0,1.0262,recover risk
2018-03-27,stop_exit,TQQQ,0.666667,5.576765,0.666667,0.0,active stop breached
2018-03-27,entry,TQQQ,1.0,5.609332,1.0,0.0,scanner target TQQQ
2018-04-02,scanner_exit,TQQQ,1.0,5.20821,1.0,-0.5208,target changed to CASH
2018-04-04,entry,SOXL,1.0,9.434772,1.0,0.0,scanner target SOXL
2018-04-24,stop_exit,SOXL,1.0,7.575843,1.0,-1.0,active stop breached
2018-04-24,entry,SOXL,1.0,7.757876,1.0,0.0,scanner target SOXL
2018-05-01,scanner_exit,SOXL,1.0,8.138931,1.0,0.2614,target changed to TQQQ
2018-05-01,entry,TQQQ,1.0,5.876612,1.0,0.0,scanner target TQQQ
2018-05-10,scale_out,TQQQ,0.333333,6.632386,1.0,1.1858,recover risk
2018-06-05,scale_out,TQQQ,0.333333,7.221359,0.666667,2.1098,lock profit
2018-06-25,stop_exit,TQQQ,0.333333,6.952005,0.333333,1.6872,active stop breached
2018-06-25,entry,TQQQ,1.0,6.812692,1.0,0.0,scanner target TQQQ
2018-07-10,scale_out,TQQQ,0.333333,7.497774,1.0,1.0056,recover risk
2018-07-25,scale_out,TQQQ,0.333333,8.182856,0.666667,2.0112,lock profit
2018-07-27,stop_exit,TQQQ,0.333333,7.493961,0.333333,1.0,active stop breached
2018-07-27,entry,TQQQ,1.0,7.498965,1.0,0.0,scanner target TQQQ
2018-08-27,scale_out,TQQQ,0.333333,8.309149,1.0,1.0804,recover risk
2018-10-05,stop_exit,TQQQ,0.666667,7.498965,0.666667,0.0,active stop breached
2018-10-05,entry,TQQQ,1.0,7.714617,1.0,0.0,scanner target TQQQ
2018-10-10,stop_exit,TQQQ,1.0,6.943156,1.0,-1.0,active stop breached
2018-10-16,entry,TQQQ,1.0,7.226125,1.0,0.0,scanner target TQQQ
2018-10-18,scanner_exit,TQQQ,1.0,6.747162,1.0,-0.5205,target changed to CASH
2019-02-25,entry,TQQQ,1.0,6.127538,1.0,0.0,scanner target TQQQ
2019-03-01,scanner_exit,TQQQ,1.0,6.211051,1.0,0.1363,target changed to SOXL
2019-03-01,entry,SOXL,1.0,8.342928,1.0,0.0,scanner target SOXL
2019-03-07,stop_exit,SOXL,1.0,7.508635,1.0,-1.0,active stop breached
2019-03-07,entry,SOXL,1.0,7.558994,1.0,0.0,scanner target SOXL
2019-03-15,scale_out,SOXL,0.333333,8.839463,1.0,1.694,recover risk
2019-03-19,scale_out,SOXL,0.333333,9.137308,0.666667,2.088,lock profit
2019-03-27,stop_exit,SOXL,0.333333,8.314893,0.333333,1.0,active stop breached
2019-03-27,entry,SOXL,1.0,8.49465,1.0,0.0,scanner target SOXL
2019-04-03,scale_out,SOXL,0.333333,10.168775,1.0,1.4507,recover risk
2019-04-12,scale_out,SOXL,0.333333,10.828784,0.666667,2.0226,lock profit
2019-04-26,stop_exit,SOXL,0.333333,11.411536,0.333333,2.5276,active stop breached
2019-04-26,entry,SOXL,1.0,11.885314,1.0,0.0,scanner target SOXL
2019-05-07,stop_exit,SOXL,1.0,10.684094,1.0,-1.0,active stop breached
2019-05-07,entry,SOXL,1.0,10.952817,1.0,0.0,scanner target SOXL
2019-05-13,stop_exit,SOXL,1.0,9.452393,1.0,-1.0,active stop breached
2019-05-13,entry,SOXL,1.0,8.880246,1.0,0.0,scanner target SOXL
2019-05-23,stop_exit,SOXL,1.0,7.094667,1.0,-1.0,active stop breached
2019-05-23,entry,SOXL,1.0,7.249821,1.0,0.0,scanner target SOXL
2019-06-03,scanner_exit,SOXL,1.0,6.877724,1.0,-0.2023,target changed to CASH
2019-06-04,entry,TQQQ,1.0,6.065263,1.0,0.0,scanner target TQQQ
2019-06-10,scale_out,TQQQ,0.333333,6.948439,1.0,1.3564,recover risk
2019-06-19,scale_out,TQQQ,0.333333,7.392413,0.666667,2.0382,lock profit
2019-07-31,stop_exit,TQQQ,0.333333,7.691636,0.333333,2.4978,active stop breached
2019-07-31,entry,TQQQ,1.0,7.829226,1.0,0.0,scanner target TQQQ
2019-08-05,stop_exit,TQQQ,1.0,7.046303,1.0,-1.0,active stop breached
2019-08-05,entry,TQQQ,1.0,6.592781,1.0,0.0,scanner target TQQQ
2019-08-08,scale_out,TQQQ,0.333333,7.424636,1.0,1.0937,recover risk
2019-08-15,stop_exit,TQQQ,0.666667,6.592781,0.666667,0.0,active stop breached
2019-08-15,entry,TQQQ,1.0,6.727644,1.0,0.0,scanner target TQQQ
2019-09-03,scanner_exit,TQQQ,1.0,7.009306,1.0,0.2854,target changed to SOXL
2019-09-03,entry,SOXL,1.0,9.453563,1.0,0.0,scanner target SOXL
2019-09-05,scale_out,SOXL,0.333333,11.181581,1.0,1.2926,recover risk
2019-09-12,scale_out,SOXL,0.333333,12.157247,0.666667,2.0223,lock profit
2019-09-24,stop_exit,SOXL,0.333333,10.790465,0.333333,1.0,active stop breached
2019-09-24,entry,SOXL,1.0,10.88153,1.0,0.0,scanner target SOXL
2019-10-15,scale_out,SOXL,0.333333,12.290882,1.0,1.1384,recover risk
2019-10-28,scale_out,SOXL,0.333333,13.376584,0.666667,2.0153,lock profit
2019-11-01,scanner_exit,SOXL,0.333333,13.664129,0.333333,2.2476,target changed to TQQQ
2019-11-01,entry,TQQQ,1.0,8.493995,1.0,0.0,scanner target TQQQ
2019-11-27,scale_out,TQQQ,0.333333,9.403426,1.0,1.0707,recover risk
2019-12-02,scanner_exit,TQQQ,0.666667,8.97974,0.666667,0.5719,target changed to SOXL
2019-12-02,entry,SOXL,1.0,13.648656,1.0,0.0,scanner target SOXL
2019-12-11,scale_out,SOXL,0.333333,15.297197,1.0,1.2078,recover risk
2019-12-12,scale_out,SOXL,0.333333,16.53828,0.666667,2.1171,lock profit
2020-01-02,scanner_exit,SOXL,0.333333,18.842724,0.333333,3.8056,target changed to TQQQ
2020-01-02,entry,TQQQ,1.0,10.84549,1.0,0.0,scanner target TQQQ
2020-01-22,scale_out,TQQQ,0.333333,12.002388,1.0,1.0667,recover risk
2020-01-27,stop_exit,TQQQ,0.666667,10.84549,0.666667,0.0,active stop breached
2020-01-27,entry,TQQQ,1.0,11.069946,1.0,0.0,scanner target TQQQ
2020-02-04,scale_out,TQQQ,0.333333,12.491892,1.0,1.2845,recover risk
2020-02-12,scale_out,TQQQ,0.333333,13.635659,0.666667,2.3177,lock profit
2020-02-24,stop_exit,TQQQ,0.333333,12.598407,0.333333,1.3807,active stop breached
2020-02-24,entry,TQQQ,1.0,11.423344,1.0,0.0,scanner target TQQQ
2020-02-27,stop_exit,TQQQ,1.0,10.183553,1.0,-1.0,active stop breached
2020-02-27,entry,TQQQ,1.0,9.052236,1.0,0.0,scanner target TQQQ
2020-03-04,scale_out,TQQQ,0.333333,10.612679,1.0,1.0202,recover risk
2020-03-06,stop_exit,TQQQ,0.666667,9.052236,0.666667,0.0,active stop breached
2020-03-06,entry,TQQQ,1.0,9.174014,1.0,0.0,scanner target TQQQ
2020-03-09,scanner_exit,TQQQ,1.0,7.310318,1.0,-0.8079,target changed to CASH
2020-04-14,entry,TQQQ,1.0,7.630286,1.0,0.0,scanner target TQQQ
2020-05-11,scale_out,TQQQ,0.333333,9.15133,1.0,1.1394,recover risk
2020-06-03,scale_out,TQQQ,0.333333,10.341659,0.666667,2.031,lock profit
2020-06-11,stop_exit,TQQQ,0.333333,10.075588,0.333333,1.8317,active stop breached
