date,pure_top2_skip21,fallback_5pct,spmo,fallback_sleeve,holdings
2024-05-06,2.406232562373894,0.603661447858819,1.983687729215529,SPMO,SMCI COIN
2024-05-07,2.351732198877987,0.6032807578061902,1.9859433225205543,SPMO,SMCI COIN
2024-05-08,2.3910093616555406,0.6065727743025976,1.9856929165564312,SPMO,SMCI COIN
2024-05-09,2.3507457715890046,0.6080270368642134,1.990955902947226,SPMO,SMCI COIN
2024-05-10,2.2490995406926375,0.6061981712383562,1.9937128900688723,SPMO,SMCI COIN
2024-05-13,2.185431166513425,0.6018746879985489,1.9886999217166172,SPMO,SMCI COIN
2024-05-14,2.2917561163592493,0.6075067817398642,2.0004796699839478,SPMO,SMCI COIN
2024-05-15,2.480436443907527,0.6162969789167364,2.03832413820392,SPMO,SMCI COIN
2024-05-16,2.4290894936647422,0.6126601467296975,2.0265443899365896,SPMO,SMCI CVNA
2024-05-17,2.3915681878431823,0.6105431024770448,2.023787596777735,SPMO,SMCI COIN
2024-05-20,2.493213694911562,0.6132620027676755,2.0350655633028607,SPMO,SMCI COIN
2024-05-21,2.489642904672029,0.6167460086409874,2.040830137473068,SPMO,SMCI CVNA
2024-05-22,2.4752010671694302,0.615157438800365,2.038073150351422,SPMO,SMCI COIN
2024-05-23,2.294862095947066,0.6086585441072938,2.0420835250332257,SPMO,SMCI CVNA
2024-05-24,2.3011734965601316,0.6132775157495597,2.063135664559196,SPMO,SMCI CVNA
2024-05-28,2.206102140614273,0.6136483110999109,2.0736616373407855,SPMO,SMCI CVNA
2024-05-29,2.203763079030541,0.6158876538573149,2.067897451096161,SPMO,SMCI CVNA
2024-05-30,2.1660055563122986,0.6101043437844347,2.0358173630836047,SPMO,SMCI CVNA
2024-05-31,2.092049577408345,0.6098047521739157,2.040579343583362,SPMO,SMCI CVNA
2024-06-03,2.0073292776036866,0.6098791980445677,2.0536118975224746,SPMO,SMCI CVNA
2024-06-04,2.047368764052348,0.610772648448275,2.0558676847902912,SPMO,SMCI CVNA
2024-06-05,2.072583694894076,0.6194853164962246,2.102734138304781,SPMO,SMCI CVNA
2024-06-06,2.008287924770989,0.6177897437467649,2.1002281390356323,SPMO,SMCI CVNA
2024-06-07,2.048173834566448,0.6191181673953742,2.102483344415074,SPMO,SMCI CVNA
2024-06-10,2.096487277908216,0.6236993221877097,2.1155162862797705,SPMO,SMCI CVNA
2024-06-11,2.062606505109402,0.6292462744168572,2.1323076451598135,SPMO,SMCI CVNA
2024-06-12,2.0785413120008394,0.6312971204324946,2.1601271464892347,SPMO,SMCI CVNA
2024-06-13,2.152554560375745,0.6301376869159218,2.17942489256401,SPMO,SMCI CVNA
2024-06-14,2.1241271662388073,0.6341268404816206,2.1912044468685483,SPMO,SMCI CVNA
2024-06-17,2.234564364338596,0.6398468767235395,2.214763167552042,SPMO,SMCI CVNA
2024-06-18,2.312092034839228,0.6418020205397296,2.221279153577411,SPMO,SMCI VST
2024-06-20,2.258420108164819,0.633662463492951,2.204738200661491,SPMO,SMCI VST
