strategy,universe,top_n,signal_date,trade_date,selected,skipped_not_yet_index_count,first_skipped_tickers,equity_before_rebalance
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2022-10-31,2022-11-01,"ALNY, CEG, PDD",0,,3.7481225021907845
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2022-11-30,2022-12-01,"DXCM, ALNY, NFLX",0,,4.258794875459956
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2022-12-30,2023-01-03,"AXON, NFLX, CEG",0,,4.323726041213453
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2023-01-31,2023-02-01,"PDD, ALNY, AXON",0,,4.829332968344106
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2023-02-28,2023-03-01,"PDD, NFLX, AXON",0,,4.5110741571929465
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2023-03-31,2023-04-03,"AXON, NVDA, PDD",0,,4.401487882298617
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2023-04-28,2023-05-01,"NVDA, AMD, SHOP",0,,4.212549395289765
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2023-05-31,2023-06-01,"META, NVDA, MSTR",0,,5.43970877062945
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2023-06-30,2023-07-03,"NVDA, APP, PLTR",0,,6.093863064724498
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2023-07-31,2023-08-01,"APP, PLTR, NVDA",0,,7.254257447075505
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2023-08-31,2023-09-01,"PLTR, APP, NVDA",0,,7.752597107768475
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2023-09-29,2023-10-02,"APP, PLTR, NVDA",0,,7.4034800653086075
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2023-10-31,2023-11-01,"APP, PLTR, ZS",0,,6.836261544259424
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2023-11-30,2023-12-01,"PDD, APP, MSTR",0,,8.254147033232156
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2023-12-29,2024-01-02,"PDD, CRWD, APP",0,,9.38374103662325
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2024-01-31,2024-02-01,"PDD, CRWD, MSTR",0,,9.739135474422893
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2024-02-29,2024-03-01,"CRWD, ZS, AMD",0,,12.732676327446422
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2024-03-28,2024-04-01,"MSTR, ARM, CRWD",0,,11.760751430232816
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2024-04-30,2024-05-01,"MSTR, ARM, NVDA",0,,9.059531321799122
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2024-05-31,2024-06-03,"MSTR, APP, NVDA",0,,12.650509719349794
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2024-06-28,2024-07-01,"MSTR, NVDA, APP",0,,12.617936519342466
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2024-07-31,2024-08-01,"MSTR, INSM, ARM",0,,12.76916720015602
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2024-08-30,2024-09-03,"INSM, ALNY, MSTR",0,,12.389517957535451
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2024-09-30,2024-10-01,"INSM, ALNY, MPWR",0,,13.455936450689187
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2024-10-31,2024-11-01,"INSM, APP, ALNY",0,,12.256235900940663
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2024-11-29,2024-12-02,"APP, PLTR, ALNY",0,,15.847616746313427
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2024-12-31,2025-01-02,"APP, MSTR, PLTR",0,,16.217118891943628
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2025-01-31,2025-02-03,"APP, PLTR, AXON",0,,17.133120027004043
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2025-02-28,2025-03-03,"APP, PLTR, MSTR",0,,17.14713987635693
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2025-03-31,2025-04-01,"APP, PLTR, MSTR",0,,15.52351206678266
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2025-04-30,2025-05-01,"PLTR, APP, WBD",0,,19.91442611249075
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2025-05-30,2025-06-02,"PLTR, NFLX, TTWO",0,,24.16707865923992
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2025-06-30,2025-07-01,"PLTR, MELI, STX",0,,25.94467055289822
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2025-07-31,2025-08-01,"PLTR, ZS, STX",0,,26.872072391084156
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2025-08-29,2025-09-02,"PLTR, AMD, WDC",0,,27.361928000192986
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2025-09-30,2025-10-01,"WDC, STX, PLTR",0,,33.593311619355916
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2025-10-31,2025-11-03,"SNDK, WDC, STX",0,,39.64972234959322
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2025-11-28,2025-12-01,"SNDK, WDC, MU",0,,41.36482731943537
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2025-12-31,2026-01-02,"SNDK, WDC, INSM",0,,48.894017954477086
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2026-01-30,2026-02-02,"SNDK, MU, WDC",0,,71.6849933906208
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2026-02-27,2026-03-02,"SNDK, MU, WDC",0,,75.22362773334797
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2026-03-31,2026-04-01,"SNDK, MU, WDC",0,,74.242096289647
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2026-04-30,2026-05-01,"SNDK, WDC, STX",0,,112.68264127303462
