is_rank,profile_pair,date,action,symbol,fraction,price,remaining_before,r_multiple,reason
2,volatility_ladder__one_r_invalidation,2015-10-19,entry,TQQQ,1.0,2.108463,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2015-11-02,scale_out,TQQQ,0.25,2.456961,1.0,1.6529,first volatility pay
2,volatility_ladder__one_r_invalidation,2015-11-13,stop_exit,TQQQ,0.75,2.286571,0.75,0.8447,active stop breached
2,volatility_ladder__one_r_invalidation,2015-11-13,entry,TQQQ,1.0,2.157512,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2016-01-06,scanner_exit,TQQQ,1.0,2.054054,1.0,-0.4795,target changed to CASH
2,volatility_ladder__one_r_invalidation,2016-03-04,entry,SOXL,1.0,1.462075,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2016-03-08,scanner_exit,SOXL,1.0,1.377747,1.0,-0.5768,target changed to CASH
2,volatility_ladder__one_r_invalidation,2016-03-11,entry,SOXL,1.0,1.515461,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2016-04-29,scanner_exit,SOXL,1.0,1.407475,1.0,-0.7126,target changed to CASH
2,volatility_ladder__one_r_invalidation,2016-05-20,entry,SOXL,1.0,1.531842,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2016-05-31,scale_out,SOXL,0.25,1.785429,1.0,1.6554,first volatility pay
2,volatility_ladder__one_r_invalidation,2016-06-14,stop_exit,SOXL,0.75,1.721361,0.75,1.2372,active stop breached
2,volatility_ladder__one_r_invalidation,2016-06-14,entry,SOXL,1.0,1.750849,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2016-06-24,stop_exit,SOXL,1.0,1.575765,1.0,-1.0,active stop breached
2,volatility_ladder__one_r_invalidation,2016-06-24,entry,SOXL,1.0,1.589476,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2016-06-27,stop_exit,SOXL,1.0,1.399935,1.0,-1.0,active stop breached
2,volatility_ladder__one_r_invalidation,2016-06-28,entry,SOXL,1.0,1.512428,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2016-07-12,scale_out,SOXL,0.25,1.884923,1.0,1.6595,first volatility pay
2,volatility_ladder__one_r_invalidation,2016-07-26,scale_out,SOXL,0.25,2.3648,0.75,3.7973,second volatility pay
2,volatility_ladder__one_r_invalidation,2016-08-02,stop_exit,SOXL,0.5,2.14954,0.5,2.8383,active stop breached
2,volatility_ladder__one_r_invalidation,2016-08-02,entry,SOXL,1.0,2.180372,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2016-08-19,scale_out,SOXL,0.25,2.561361,1.0,1.7474,first volatility pay
2,volatility_ladder__one_r_invalidation,2016-09-09,stop_exit,SOXL,0.75,2.48622,0.75,1.4027,active stop breached
2,volatility_ladder__one_r_invalidation,2016-09-09,entry,SOXL,1.0,2.288966,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2016-09-21,scale_out,SOXL,0.25,2.672381,1.0,1.6751,first volatility pay
2,volatility_ladder__one_r_invalidation,2016-10-12,stop_exit,SOXL,0.75,2.633512,0.75,1.5052,active stop breached
2,volatility_ladder__one_r_invalidation,2016-10-12,entry,SOXL,1.0,2.680875,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2016-11-16,scale_out,SOXL,0.25,3.11707,1.0,1.541,first volatility pay
2,volatility_ladder__one_r_invalidation,2016-12-01,stop_exit,SOXL,0.75,3.133061,0.75,1.5975,active stop breached
2,volatility_ladder__one_r_invalidation,2016-12-01,entry,SOXL,1.0,2.879863,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2016-12-07,scale_out,SOXL,0.25,3.433752,1.0,1.7689,first volatility pay
2,volatility_ladder__one_r_invalidation,2016-12-22,scale_out,SOXL,0.25,3.844914,0.75,3.082,second volatility pay
2,volatility_ladder__one_r_invalidation,2016-12-30,stop_exit,SOXL,0.5,3.630897,0.5,2.3985,active stop breached
2,volatility_ladder__one_r_invalidation,2016-12-30,entry,SOXL,1.0,3.629436,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2017-01-25,scale_out,SOXL,0.25,4.225019,1.0,1.641,first volatility pay
2,volatility_ladder__one_r_invalidation,2017-02-24,stop_exit,SOXL,0.75,4.341113,0.75,1.9608,active stop breached
2,volatility_ladder__one_r_invalidation,2017-02-24,entry,SOXL,1.0,4.453209,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2017-04-03,scanner_exit,SOXL,1.0,4.891793,1.0,0.9849,target changed to TQQQ
2,volatility_ladder__one_r_invalidation,2017-04-03,entry,TQQQ,1.0,3.495704,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2017-05-15,scale_out,TQQQ,0.25,4.038606,1.0,1.5531,first volatility pay
2,volatility_ladder__one_r_invalidation,2017-05-17,stop_exit,TQQQ,0.75,3.940299,0.75,1.2718,active stop breached
2,volatility_ladder__one_r_invalidation,2017-05-17,entry,TQQQ,1.0,3.780063,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2017-06-02,scale_out,TQQQ,0.25,4.415103,1.0,1.68,first volatility pay
2,volatility_ladder__one_r_invalidation,2017-06-09,stop_exit,TQQQ,0.75,4.207096,0.75,1.1297,active stop breached
2,volatility_ladder__one_r_invalidation,2017-06-09,entry,TQQQ,1.0,4.101357,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2017-08-01,scanner_exit,TQQQ,1.0,4.394452,1.0,0.7146,target changed to SOXL
2,volatility_ladder__one_r_invalidation,2017-08-01,entry,SOXL,1.0,6.021303,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2017-08-11,stop_exit,SOXL,1.0,5.419173,1.0,-1.0,active stop breached
2,volatility_ladder__one_r_invalidation,2017-08-11,entry,SOXL,1.0,5.597975,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2017-09-01,scanner_exit,SOXL,1.0,6.442726,1.0,1.4531,target changed to TQQQ
2,volatility_ladder__one_r_invalidation,2017-09-01,entry,TQQQ,1.0,4.582701,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2017-11-01,scanner_exit,TQQQ,1.0,5.154198,1.0,1.2471,target changed to SOXL
2,volatility_ladder__one_r_invalidation,2017-11-01,entry,SOXL,1.0,9.317033,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2017-11-21,scale_out,SOXL,0.25,10.815846,1.0,1.6087,first volatility pay
2,volatility_ladder__one_r_invalidation,2017-11-29,stop_exit,SOXL,0.75,9.854728,0.75,0.5771,active stop breached
2,volatility_ladder__one_r_invalidation,2017-11-29,entry,SOXL,1.0,9.092657,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2017-12-05,stop_exit,SOXL,1.0,8.056855,1.0,-1.0,active stop breached
2,volatility_ladder__one_r_invalidation,2017-12-05,entry,SOXL,1.0,8.305752,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2018-01-02,scanner_exit,SOXL,1.0,9.495844,1.0,0.9465,target changed to TQQQ
2,volatility_ladder__one_r_invalidation,2018-01-02,entry,TQQQ,1.0,5.792021,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2018-01-19,scale_out,TQQQ,0.25,6.687192,1.0,1.5455,first volatility pay
2,volatility_ladder__one_r_invalidation,2018-02-02,stop_exit,TQQQ,0.75,6.721065,0.75,1.604,active stop breached
2,volatility_ladder__one_r_invalidation,2018-02-02,entry,TQQQ,1.0,6.440563,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2018-02-05,stop_exit,TQQQ,1.0,5.796507,1.0,-1.0,active stop breached
2,volatility_ladder__one_r_invalidation,2018-02-05,entry,TQQQ,1.0,5.697102,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2018-02-09,stop_exit,TQQQ,1.0,5.11386,1.0,-1.0,active stop breached
2,volatility_ladder__one_r_invalidation,2018-02-09,entry,TQQQ,1.0,5.406388,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2018-02-23,scale_out,TQQQ,0.25,6.717773,1.0,1.5212,first volatility pay
2,volatility_ladder__one_r_invalidation,2018-03-02,stop_exit,TQQQ,0.75,6.017898,0.75,0.7093,active stop breached
2,volatility_ladder__one_r_invalidation,2018-03-02,entry,TQQQ,1.0,6.456846,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2018-03-23,stop_exit,TQQQ,1.0,5.748673,1.0,-1.0,active stop breached
2,volatility_ladder__one_r_invalidation,2018-03-23,entry,TQQQ,1.0,5.576764,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2018-04-02,scanner_exit,TQQQ,1.0,5.208211,1.0,-0.6027,target changed to CASH
2,volatility_ladder__one_r_invalidation,2018-04-04,entry,SOXL,1.0,9.434775,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2018-04-24,stop_exit,SOXL,1.0,7.575847,1.0,-1.0,active stop breached
2,volatility_ladder__one_r_invalidation,2018-04-24,entry,SOXL,1.0,7.757877,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2018-05-01,scanner_exit,SOXL,1.0,8.138932,1.0,0.2614,target changed to TQQQ
2,volatility_ladder__one_r_invalidation,2018-05-01,entry,TQQQ,1.0,5.876613,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2018-06-01,scale_out,TQQQ,0.25,6.968771,1.0,1.7135,first volatility pay
2,volatility_ladder__one_r_invalidation,2018-06-25,stop_exit,TQQQ,0.75,7.051705,0.75,1.8437,active stop breached
2,volatility_ladder__one_r_invalidation,2018-06-25,entry,TQQQ,1.0,6.812692,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2018-07-17,scale_out,TQQQ,0.25,7.865932,1.0,1.546,first volatility pay
2,volatility_ladder__one_r_invalidation,2018-07-27,stop_exit,TQQQ,0.75,7.590536,0.75,1.1418,active stop breached
2,volatility_ladder__one_r_invalidation,2018-07-27,entry,TQQQ,1.0,7.498965,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2018-08-29,scale_out,TQQQ,0.25,8.637989,1.0,1.5189,first volatility pay
2,volatility_ladder__one_r_invalidation,2018-09-06,stop_exit,TQQQ,0.75,8.046521,0.75,0.7302,active stop breached
2,volatility_ladder__one_r_invalidation,2018-09-06,entry,TQQQ,1.0,7.950523,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2018-10-10,stop_exit,TQQQ,1.0,7.155471,1.0,-1.0,active stop breached
2,volatility_ladder__one_r_invalidation,2018-10-16,entry,TQQQ,1.0,7.226125,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2018-10-18,scanner_exit,TQQQ,1.0,6.747162,1.0,-0.5205,target changed to CASH
2,volatility_ladder__one_r_invalidation,2019-02-25,entry,TQQQ,1.0,6.127537,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2019-03-01,scanner_exit,TQQQ,1.0,6.211051,1.0,0.1363,target changed to SOXL
2,volatility_ladder__one_r_invalidation,2019-03-01,entry,SOXL,1.0,8.342928,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2019-03-07,stop_exit,SOXL,1.0,7.508635,1.0,-1.0,active stop breached
2,volatility_ladder__one_r_invalidation,2019-03-07,entry,SOXL,1.0,7.558994,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2019-03-15,scale_out,SOXL,0.25,8.839461,1.0,1.694,first volatility pay
2,volatility_ladder__one_r_invalidation,2019-03-25,stop_exit,SOXL,0.75,8.534088,0.75,1.29,active stop breached
2,volatility_ladder__one_r_invalidation,2019-03-25,entry,SOXL,1.0,8.621895,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2019-04-05,scale_out,SOXL,0.25,10.440619,1.0,1.6466,first volatility pay
2,volatility_ladder__one_r_invalidation,2019-04-17,scale_out,SOXL,0.25,12.135951,0.75,3.1815,second volatility pay
2,volatility_ladder__one_r_invalidation,2019-04-26,stop_exit,SOXL,0.5,11.65834,0.5,2.7491,active stop breached
2,volatility_ladder__one_r_invalidation,2019-04-26,entry,SOXL,1.0,11.885312,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2019-05-07,stop_exit,SOXL,1.0,10.684092,1.0,-1.0,active stop breached
2,volatility_ladder__one_r_invalidation,2019-05-07,entry,SOXL,1.0,10.952818,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2019-05-13,stop_exit,SOXL,1.0,9.452394,1.0,-1.0,active stop breached
2,volatility_ladder__one_r_invalidation,2019-05-13,entry,SOXL,1.0,8.880244,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2019-05-23,stop_exit,SOXL,1.0,7.094665,1.0,-1.0,active stop breached
2,volatility_ladder__one_r_invalidation,2019-05-23,entry,SOXL,1.0,7.249823,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2019-06-03,scanner_exit,SOXL,1.0,6.877723,1.0,-0.2023,target changed to CASH
2,volatility_ladder__one_r_invalidation,2019-06-04,entry,TQQQ,1.0,6.065264,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2019-06-18,scale_out,TQQQ,0.25,7.306483,1.0,1.9063,first volatility pay
2,volatility_ladder__one_r_invalidation,2019-07-10,scale_out,TQQQ,0.25,8.060762,0.75,3.0647,second volatility pay
2,volatility_ladder__one_r_invalidation,2019-07-31,stop_exit,TQQQ,0.5,7.803482,0.5,2.6695,active stop breached
2,volatility_ladder__one_r_invalidation,2019-07-31,entry,TQQQ,1.0,7.829226,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2019-08-05,stop_exit,TQQQ,1.0,7.046303,1.0,-1.0,active stop breached
2,volatility_ladder__one_r_invalidation,2019-08-05,entry,TQQQ,1.0,6.592782,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2019-09-03,scanner_exit,TQQQ,1.0,7.009306,1.0,0.5476,target changed to SOXL
2,volatility_ladder__one_r_invalidation,2019-09-03,entry,SOXL,1.0,9.453563,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2019-09-10,scale_out,SOXL,0.25,11.534261,1.0,1.5564,first volatility pay
2,volatility_ladder__one_r_invalidation,2019-09-24,stop_exit,SOXL,0.75,10.724933,0.75,0.951,active stop breached
2,volatility_ladder__one_r_invalidation,2019-09-24,entry,SOXL,1.0,10.881533,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2019-10-28,scale_out,SOXL,0.25,13.376585,1.0,2.0153,first volatility pay
2,volatility_ladder__one_r_invalidation,2019-11-01,scanner_exit,SOXL,0.75,13.664127,0.75,2.2476,target changed to TQQQ
2,volatility_ladder__one_r_invalidation,2019-11-01,entry,TQQQ,1.0,8.493993,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2019-12-02,scanner_exit,TQQQ,1.0,8.97974,1.0,0.5719,target changed to SOXL
2,volatility_ladder__one_r_invalidation,2019-12-02,entry,SOXL,1.0,13.648655,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2019-12-12,scale_out,SOXL,0.25,16.538275,1.0,2.1171,first volatility pay
2,volatility_ladder__one_r_invalidation,2019-12-20,scale_out,SOXL,0.25,17.877356,0.75,3.0983,second volatility pay
2,volatility_ladder__one_r_invalidation,2020-01-02,scanner_exit,SOXL,0.5,18.842726,0.5,3.8056,target changed to TQQQ
2,volatility_ladder__one_r_invalidation,2020-01-02,entry,TQQQ,1.0,10.84549,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2020-02-04,scale_out,TQQQ,0.25,12.491892,1.0,1.5181,first volatility pay
2,volatility_ladder__one_r_invalidation,2020-02-21,stop_exit,TQQQ,0.75,12.847892,0.75,1.8463,active stop breached
2,volatility_ladder__one_r_invalidation,2020-02-21,entry,TQQQ,1.0,12.910954,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2020-02-24,stop_exit,TQQQ,1.0,11.619859,1.0,-1.0,active stop breached
2,volatility_ladder__one_r_invalidation,2020-02-24,entry,TQQQ,1.0,11.423344,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2020-02-27,stop_exit,TQQQ,1.0,10.183552,1.0,-1.0,active stop breached
2,volatility_ladder__one_r_invalidation,2020-02-27,entry,TQQQ,1.0,9.052236,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2020-03-09,stop_exit,TQQQ,1.0,7.522664,1.0,-1.0,active stop breached
2,volatility_ladder__one_r_invalidation,2020-04-14,entry,TQQQ,1.0,7.630286,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2020-05-20,scale_out,TQQQ,0.25,9.670679,1.0,1.5284,first volatility pay
2,volatility_ladder__one_r_invalidation,2020-06-11,stop_exit,TQQQ,0.75,10.333046,0.75,2.0246,active stop breached
2,volatility_ladder__one_r_invalidation,2020-06-11,entry,TQQQ,1.0,9.909464,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2020-06-23,scale_out,TQQQ,0.25,11.915235,1.0,1.6587,first volatility pay
2,volatility_ladder__one_r_invalidation,2020-07-01,scanner_exit,TQQQ,0.75,12.075217,0.75,1.791,target changed to SOXL
2,volatility_ladder__one_r_invalidation,2020-07-01,entry,SOXL,1.0,11.657977,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2020-07-20,scale_out,SOXL,0.25,14.264444,1.0,1.537,first volatility pay
2,volatility_ladder__one_r_invalidation,2020-08-03,scanner_exit,SOXL,0.75,15.51402,0.75,2.2739,target changed to TQQQ
2,volatility_ladder__one_r_invalidation,2020-08-03,entry,TQQQ,1.0,14.784203,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2020-08-25,scale_out,TQQQ,0.25,17.586313,1.0,1.7219,first volatility pay
2,volatility_ladder__one_r_invalidation,2020-09-01,scanner_exit,TQQQ,0.75,20.26545,0.75,3.3683,target changed to SOXL
2,volatility_ladder__one_r_invalidation,2020-09-01,entry,SOXL,1.0,18.238783,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2020-09-03,stop_exit,SOXL,1.0,16.414905,1.0,-1.0,active stop breached
2,volatility_ladder__one_r_invalidation,2020-09-03,entry,SOXL,1.0,16.48304,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2020-09-04,stop_exit,SOXL,1.0,14.394193,1.0,-1.0,active stop breached
2,volatility_ladder__one_r_invalidation,2020-09-04,entry,SOXL,1.0,16.026005,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2020-09-21,stop_exit,SOXL,1.0,13.678857,1.0,-1.0,active stop breached
2,volatility_ladder__one_r_invalidation,2020-09-21,entry,SOXL,1.0,14.55405,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2020-10-01,scanner_exit,SOXL,1.0,17.383541,1.0,0.8531,target changed to TQQQ
2,volatility_ladder__one_r_invalidation,2020-10-01,entry,TQQQ,1.0,16.360167,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2020-10-30,stop_exit,TQQQ,1.0,14.221871,1.0,-1.0,active stop breached
2,volatility_ladder__one_r_invalidation,2020-10-30,entry,TQQQ,1.0,14.022487,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2020-11-02,scanner_exit,TQQQ,1.0,14.027262,1.0,0.0022,target changed to SOXL
2,volatility_ladder__one_r_invalidation,2020-11-02,entry,SOXL,1.0,16.352459,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2020-11-05,scale_out,SOXL,0.25,21.665583,1.0,2.2822,first volatility pay
2,volatility_ladder__one_r_invalidation,2020-11-16,scale_out,SOXL,0.25,23.670855,0.75,3.1436,second volatility pay
2,volatility_ladder__one_r_invalidation,2020-12-10,stop_exit,SOXL,0.5,27.628228,0.5,4.8435,active stop breached
2,volatility_ladder__one_r_invalidation,2020-12-10,entry,SOXL,1.0,28.285177,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2021-01-07,scale_out,SOXL,0.25,34.676044,1.0,2.1219,first volatility pay
2,volatility_ladder__one_r_invalidation,2021-01-14,scale_out,SOXL,0.25,39.166107,0.75,3.6127,second volatility pay
2,volatility_ladder__one_r_invalidation,2021-01-27,stop_exit,SOXL,0.5,35.038295,0.5,2.2422,active stop breached
2,volatility_ladder__one_r_invalidation,2021-01-27,entry,SOXL,1.0,32.142338,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2021-02-11,scale_out,SOXL,0.25,42.829933,1.0,1.7473,first volatility pay
2,volatility_ladder__one_r_invalidation,2021-02-23,stop_exit,SOXL,0.75,38.170226,0.75,0.9855,active stop breached
2,volatility_ladder__one_r_invalidation,2021-02-23,entry,SOXL,1.0,38.770447,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2021-03-04,stop_exit,SOXL,1.0,32.290387,1.0,-1.0,active stop breached
2,volatility_ladder__one_r_invalidation,2021-03-04,entry,SOXL,1.0,29.073952,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2021-04-01,scanner_exit,SOXL,1.0,41.146091,1.0,1.3463,target changed to TQQQ
2,volatility_ladder__one_r_invalidation,2021-04-01,entry,TQQQ,1.0,22.899218,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2021-04-16,scale_out,TQQQ,0.25,26.698244,1.0,1.5279,first volatility pay
2,volatility_ladder__one_r_invalidation,2021-05-04,stop_exit,TQQQ,0.75,24.32023,0.75,0.5715,active stop breached
2,volatility_ladder__one_r_invalidation,2021-05-04,entry,TQQQ,1.0,23.954634,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2021-05-11,stop_exit,TQQQ,1.0,21.55917,1.0,-1.0,active stop breached
2,volatility_ladder__one_r_invalidation,2021-05-11,entry,TQQQ,1.0,22.808481,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2021-06-14,scale_out,TQQQ,0.25,26.810471,1.0,1.6854,first volatility pay
2,volatility_ladder__one_r_invalidation,2021-07-02,scale_out,TQQQ,0.25,30.258484,0.75,3.1375,second volatility pay
2,volatility_ladder__one_r_invalidation,2021-07-19,stop_exit,TQQQ,0.5,29.224214,0.5,2.7019,active stop breached
2,volatility_ladder__one_r_invalidation,2021-07-19,entry,TQQQ,1.0,29.255602,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2021-08-23,scale_out,TQQQ,0.25,33.871262,1.0,1.5777,first volatility pay
2,volatility_ladder__one_r_invalidation,2021-09-13,stop_exit,TQQQ,0.75,34.096063,0.75,1.6545,active stop breached
2,volatility_ladder__one_r_invalidation,2021-09-13,entry,TQQQ,1.0,34.675953,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2021-09-20,stop_exit,TQQQ,1.0,31.208358,1.0,-1.0,active stop breached
2,volatility_ladder__one_r_invalidation,2021-09-20,entry,TQQQ,1.0,31.875038,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2021-10-04,stop_exit,TQQQ,1.0,28.687534,1.0,-1.0,active stop breached
2,volatility_ladder__one_r_invalidation,2021-10-04,entry,TQQQ,1.0,28.424637,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2021-10-19,scale_out,TQQQ,0.25,34.110046,1.0,1.7213,first volatility pay
2,volatility_ladder__one_r_invalidation,2021-11-03,scale_out,TQQQ,0.25,39.117306,0.75,3.2372,second volatility pay
2,volatility_ladder__one_r_invalidation,2021-11-10,stop_exit,TQQQ,0.5,37.72998,0.5,2.8172,active stop breached
2,volatility_ladder__one_r_invalidation,2021-11-10,entry,TQQQ,1.0,37.983093,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2021-12-01,scanner_exit,TQQQ,1.0,37.035126,1.0,-0.2496,target changed to SOXL
2,volatility_ladder__one_r_invalidation,2021-12-01,entry,SOXL,1.0,61.277695,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2022-01-19,stop_exit,SOXL,1.0,51.333167,1.0,-1.0,active stop breached
2,volatility_ladder__one_r_invalidation,2022-01-19,entry,SOXL,1.0,49.317448,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2022-01-20,scanner_exit,SOXL,1.0,44.63026,1.0,-0.3996,target changed to CASH
2,volatility_ladder__one_r_invalidation,2022-08-12,entry,TQQQ,1.0,18.137896,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2022-08-19,scanner_exit,TQQQ,1.0,16.881908,1.0,-0.5724,target changed to CASH
2,volatility_ladder__one_r_invalidation,2023-01-23,entry,SOXL,1.0,14.423315,1.0,0.0,scanner target SOXL
2,volatility_ladder__one_r_invalidation,2023-03-30,scale_out,SOXL,0.25,17.590824,1.0,1.5016,first volatility pay
2,volatility_ladder__one_r_invalidation,2023-04-03,scanner_exit,SOXL,0.75,17.453625,0.75,1.4366,target changed to TQQQ
2,volatility_ladder__one_r_invalidation,2023-04-03,entry,TQQQ,1.0,13.548535,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2023-04-25,stop_exit,TQQQ,1.0,12.193682,1.0,-1.0,active stop breached
2,volatility_ladder__one_r_invalidation,2023-04-25,entry,TQQQ,1.0,12.167609,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2023-05-11,scale_out,TQQQ,0.25,14.016892,1.0,1.5198,first volatility pay
2,volatility_ladder__one_r_invalidation,2023-05-26,scale_out,TQQQ,0.25,16.889799,0.75,3.881,second volatility pay
2,volatility_ladder__one_r_invalidation,2023-06-26,stop_exit,TQQQ,0.5,18.101385,0.5,4.8767,active stop breached
2,volatility_ladder__one_r_invalidation,2023-06-26,entry,TQQQ,1.0,18.120235,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2023-07-13,scale_out,TQQQ,0.25,21.341284,1.0,1.7776,first volatility pay
2,volatility_ladder__one_r_invalidation,2023-07-24,stop_exit,TQQQ,0.75,20.52184,0.75,1.3254,active stop breached
2,volatility_ladder__one_r_invalidation,2023-07-24,entry,TQQQ,1.0,20.760046,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2023-08-16,stop_exit,TQQQ,1.0,18.684041,1.0,-1.0,active stop breached
2,volatility_ladder__one_r_invalidation,2023-08-16,entry,TQQQ,1.0,18.333359,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2023-09-27,stop_exit,TQQQ,1.0,16.500023,1.0,-1.0,active stop breached
2,volatility_ladder__one_r_invalidation,2023-09-27,entry,TQQQ,1.0,16.8668,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2023-10-25,scanner_exit,TQQQ,1.0,15.928675,1.0,-0.5562,target changed to CASH
2,volatility_ladder__one_r_invalidation,2023-11-02,entry,TQQQ,1.0,17.644518,1.0,0.0,scanner target TQQQ
2,volatility_ladder__one_r_invalidation,2023-11-14,scale_out,TQQQ,0.25,20.872055,1.0,1.8072,first volatility pay
