variant,unit_exposure,max_exposure,anchor_mode,add1_drop_pct,add2_drop_pct,sell_mode,sell_param_pct,max_extra_days,trend_guard_sma,trend_guard_exposure,equity_dd_guard_pct,equity_dd_guard_exposure,is_range,is_return_pct,is_max_drawdown_pct,is_sharpe,oos_range,oos_return_pct,oos_max_drawdown_pct,oos_sharpe,full_return_pct,full_max_drawdown_pct,full_sharpe,avg_exposure,days_above_1x_pct,trade_events,rotation_resets,open_fallback_count
"unit=0.60, cap=1.50, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,5.0,20.0,rebound_from_low,5.0,10,75,0.2,none,none,2010-06-25 to 2019-12-31,1800.58,-56.31,0.954,2020-01-02 to 2026-05-20,4798.47,-51.02,1.324,96463.14,-56.31,1.121,0.659,26.82,1014,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,5.0,20.0,rebound_from_low,5.0,10,75,0.25,none,none,2010-06-25 to 2019-12-31,2014.46,-55.3,0.976,2020-01-02 to 2026-05-20,5254.51,-50.62,1.339,117331.52,-55.3,1.139,0.672,26.82,1014,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,5.0,20.0,rebound_from_low,5.0,10,100,0.2,none,none,2010-06-25 to 2019-12-31,1820.42,-56.19,0.926,2020-01-02 to 2026-05-20,9227.38,-57.14,1.439,185689.48,-60.35,1.162,0.684,29.07,1014,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.6,1.5,rolling_high,5.0,20.0,rebound_from_low,5.0,10,75,0.2,35.0,0.25,2010-06-25 to 2019-12-31,1380.37,-44.91,0.928,2020-01-02 to 2026-05-20,907.33,-47.51,0.967,15367.07,-47.51,0.942,0.554,19.9,1014,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 5%, max_days=15, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,5.0,20.0,rebound_from_low,5.0,15,none,none,none,none,2010-06-25 to 2019-12-31,6258.74,-58.73,1.038,2020-01-02 to 2026-05-20,12918.36,-79.41,1.322,858502.87,-79.41,1.16,0.888,43.77,996,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 5%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,5.0,20.0,rebound_from_low,5.0,15,75,0.2,none,none,2010-06-25 to 2019-12-31,1642.13,-56.31,0.933,2020-01-02 to 2026-05-20,4774.03,-51.02,1.323,87971.16,-56.31,1.11,0.659,26.8,996,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 5%, max_days=15, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,5.0,20.0,rebound_from_low,5.0,15,75,0.25,none,none,2010-06-25 to 2019-12-31,1838.18,-55.3,0.955,2020-01-02 to 2026-05-20,5227.79,-50.62,1.337,107004.33,-55.3,1.128,0.672,26.8,996,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 5%, max_days=15, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,5.0,20.0,rebound_from_low,5.0,15,100,0.2,none,none,2010-06-25 to 2019-12-31,1668.37,-56.19,0.908,2020-01-02 to 2026-05-20,9841.82,-57.14,1.453,182248.64,-60.35,1.16,0.685,29.15,996,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 5%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.6,1.5,rolling_high,5.0,20.0,rebound_from_low,5.0,15,75,0.2,35.0,0.25,2010-06-25 to 2019-12-31,1256.95,-44.91,0.906,2020-01-02 to 2026-05-20,907.33,-47.51,0.967,14077.61,-47.51,0.93,0.554,19.88,996,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=8%/20%, sell=extra_profit 12%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,8.0,20.0,extra_profit,12.0,10,none,none,none,none,2010-06-25 to 2019-12-31,3333.03,-63.76,0.926,2020-01-02 to 2026-05-20,6035.66,-82.74,1.172,218376.02,-82.74,1.031,0.888,41.88,591,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=8%/20%, sell=extra_profit 12%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,8.0,20.0,extra_profit,12.0,10,75,0.2,none,none,2010-06-25 to 2019-12-31,922.88,-55.28,0.805,2020-01-02 to 2026-05-20,1435.31,-64.02,0.996,16188.65,-64.02,0.885,0.653,24.93,591,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=8%/20%, sell=extra_profit 12%, max_days=10, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,8.0,20.0,extra_profit,12.0,10,75,0.25,none,none,2010-06-25 to 2019-12-31,1037.99,-54.24,0.829,2020-01-02 to 2026-05-20,1578.24,-64.23,1.013,19708.82,-64.23,0.905,0.666,24.93,591,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=8%/20%, sell=extra_profit 12%, max_days=10, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,8.0,20.0,extra_profit,12.0,10,100,0.2,none,none,2010-06-25 to 2019-12-31,856.97,-56.56,0.763,2020-01-02 to 2026-05-20,3013.96,-60.31,1.134,30808.25,-60.31,0.934,0.679,27.3,591,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=8%/20%, sell=extra_profit 12%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.6,1.5,rolling_high,8.0,20.0,extra_profit,12.0,10,75,0.2,35.0,0.25,2010-06-25 to 2019-12-31,485.44,-46.18,0.726,2020-01-02 to 2026-05-20,848.8,-51.05,0.942,5661.37,-51.05,0.821,0.489,13.6,591,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=8%/20%, sell=extra_profit 12%, max_days=15, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,8.0,20.0,extra_profit,12.0,15,none,none,none,none,2010-06-25 to 2019-12-31,3309.19,-66.03,0.919,2020-01-02 to 2026-05-20,3463.85,-83.47,1.074,125918.64,-83.47,0.978,0.907,44.2,520,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=8%/20%, sell=extra_profit 12%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,8.0,20.0,extra_profit,12.0,15,75,0.2,none,none,2010-06-25 to 2019-12-31,695.37,-57.48,0.732,2020-01-02 to 2026-05-20,1209.93,-62.45,0.95,10706.4,-62.45,0.828,0.666,26.75,520,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=8%/20%, sell=extra_profit 12%, max_days=15, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,8.0,20.0,extra_profit,12.0,15,75,0.25,none,none,2010-06-25 to 2019-12-31,784.88,-56.5,0.756,2020-01-02 to 2026-05-20,1331.88,-62.67,0.968,13041.78,-62.67,0.848,0.679,26.75,520,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=8%/20%, sell=extra_profit 12%, max_days=15, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,8.0,20.0,extra_profit,12.0,15,100,0.2,none,none,2010-06-25 to 2019-12-31,644.29,-56.46,0.698,2020-01-02 to 2026-05-20,2185.14,-60.31,1.055,17540.92,-60.31,0.863,0.694,29.25,520,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=8%/20%, sell=extra_profit 12%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.6,1.5,rolling_high,8.0,20.0,extra_profit,12.0,15,75,0.2,35.0,0.25,2010-06-25 to 2019-12-31,123.72,-44.43,0.438,2020-01-02 to 2026-05-20,1021.94,-52.68,0.995,2503.36,-52.68,0.717,0.457,11.82,520,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=8%/20%, sell=extra_profit 18%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,8.0,20.0,extra_profit,18.0,10,none,none,none,none,2010-06-25 to 2019-12-31,2731.46,-62.99,0.889,2020-01-02 to 2026-05-20,7054.28,-84.62,1.199,210007.05,-84.62,1.026,0.899,43.58,558,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=8%/20%, sell=extra_profit 18%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,8.0,20.0,extra_profit,18.0,10,75,0.2,none,none,2010-06-25 to 2019-12-31,1046.51,-55.28,0.828,2020-01-02 to 2026-05-20,2061.55,-62.64,1.072,25604.45,-62.64,0.934,0.661,26.3,558,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=8%/20%, sell=extra_profit 18%, max_days=10, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,8.0,20.0,extra_profit,18.0,10,75,0.25,none,none,2010-06-25 to 2019-12-31,1175.53,-54.24,0.851,2020-01-02 to 2026-05-20,2262.79,-62.34,1.089,31159.47,-62.34,0.953,0.675,26.3,558,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=8%/20%, sell=extra_profit 18%, max_days=10, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,8.0,20.0,extra_profit,18.0,10,100,0.2,none,none,2010-06-25 to 2019-12-31,852.19,-56.56,0.758,2020-01-02 to 2026-05-20,3573.66,-60.31,1.171,36181.56,-60.31,0.949,0.687,28.5,558,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=8%/20%, sell=extra_profit 18%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.6,1.5,rolling_high,8.0,20.0,extra_profit,18.0,10,75,0.2,35.0,0.25,2010-06-25 to 2019-12-31,469.6,-46.18,0.715,2020-01-02 to 2026-05-20,531.43,-51.05,0.838,3630.47,-51.05,0.768,0.48,13.28,558,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=8%/20%, sell=extra_profit 18%, max_days=15, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,8.0,20.0,extra_profit,18.0,15,none,none,none,none,2010-06-25 to 2019-12-31,4124.4,-67.15,0.95,2020-01-02 to 2026-05-20,4067.69,-83.67,1.097,182510.52,-83.67,1.005,0.933,48.23,485,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=8%/20%, sell=extra_profit 18%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,8.0,20.0,extra_profit,18.0,15,75,0.2,none,none,2010-06-25 to 2019-12-31,1157.13,-57.48,0.836,2020-01-02 to 2026-05-20,1379.21,-63.43,0.972,19187.43,-63.43,0.888,0.686,29.93,485,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=8%/20%, sell=extra_profit 18%, max_days=15, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,8.0,20.0,extra_profit,18.0,15,75,0.25,none,none,2010-06-25 to 2019-12-31,1298.6,-56.5,0.858,2020-01-02 to 2026-05-20,1516.92,-63.14,0.99,23355.67,-63.14,0.908,0.699,29.93,485,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=8%/20%, sell=extra_profit 18%, max_days=15, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,8.0,20.0,extra_profit,18.0,15,100,0.2,none,none,2010-06-25 to 2019-12-31,1018.94,-57.04,0.785,2020-01-02 to 2026-05-20,2345.72,-60.31,1.063,28284.35,-60.31,0.908,0.713,32.32,485,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=8%/20%, sell=extra_profit 18%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.6,1.5,rolling_high,8.0,20.0,extra_profit,18.0,15,75,0.2,35.0,0.25,2010-06-25 to 2019-12-31,409.97,-44.4,0.681,2020-01-02 to 2026-05-20,421.41,-48.44,0.766,2657.98,-48.44,0.713,0.501,16.23,485,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=8%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,8.0,20.0,rebound_from_low,5.0,10,none,none,none,none,2010-06-25 to 2019-12-31,2069.02,-61.72,0.862,2020-01-02 to 2026-05-20,8621.78,-76.46,1.266,196115.25,-76.46,1.046,0.822,32.88,823,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=8%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,8.0,20.0,rebound_from_low,5.0,10,75,0.2,none,none,2010-06-25 to 2019-12-31,888.16,-51.62,0.828,2020-01-02 to 2026-05-20,2191.94,-51.02,1.152,23390.74,-51.62,0.975,0.605,17.77,823,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=8%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,8.0,20.0,rebound_from_low,5.0,10,75,0.25,none,none,2010-06-25 to 2019-12-31,999.37,-50.5,0.852,2020-01-02 to 2026-05-20,2405.32,-50.62,1.168,28467.35,-50.62,0.995,0.618,17.77,823,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=8%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,8.0,20.0,rebound_from_low,5.0,10,100,0.2,none,none,2010-06-25 to 2019-12-31,822.77,-51.48,0.781,2020-01-02 to 2026-05-20,4582.39,-57.14,1.296,44715.05,-57.14,1.022,0.629,19.95,823,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=8%/20%, sell=rebound_from_low 5%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.6,1.5,rolling_high,8.0,20.0,rebound_from_low,5.0,10,75,0.2,35.0,0.25,2010-06-25 to 2019-12-31,532.08,-44.57,0.752,2020-01-02 to 2026-05-20,481.31,-46.09,0.803,3711.06,-46.09,0.767,0.505,12.25,823,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=8%/20%, sell=rebound_from_low 5%, max_days=15, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,8.0,20.0,rebound_from_low,5.0,15,none,none,none,none,2010-06-25 to 2019-12-31,2282.54,-61.72,0.878,2020-01-02 to 2026-05-20,8869.75,-76.46,1.271,221558.52,-76.46,1.056,0.823,33.02,812,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=8%/20%, sell=rebound_from_low 5%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,8.0,20.0,rebound_from_low,5.0,15,75,0.2,none,none,2010-06-25 to 2019-12-31,919.96,-51.62,0.837,2020-01-02 to 2026-05-20,2180.51,-51.02,1.15,24025.75,-51.62,0.978,0.605,17.77,812,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=8%/20%, sell=rebound_from_low 5%, max_days=15, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,8.0,20.0,rebound_from_low,5.0,15,75,0.25,none,none,2010-06-25 to 2019-12-31,1034.75,-50.5,0.861,2020-01-02 to 2026-05-20,2392.82,-50.62,1.167,29239.59,-50.62,0.998,0.618,17.77,812,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=8%/20%, sell=rebound_from_low 5%, max_days=15, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.6,1.5,rolling_high,8.0,20.0,rebound_from_low,5.0,15,100,0.2,none,none,2010-06-25 to 2019-12-31,849.48,-51.48,0.789,2020-01-02 to 2026-05-20,4884.14,-57.14,1.312,48984.21,-57.14,1.034,0.63,20.05,812,123,0
"unit=0.60, cap=1.50, anchor=rolling_high, add=8%/20%, sell=rebound_from_low 5%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.6,1.5,rolling_high,8.0,20.0,rebound_from_low,5.0,15,75,0.2,35.0,0.25,2010-06-25 to 2019-12-31,550.47,-44.57,0.762,2020-01-02 to 2026-05-20,481.31,-46.09,0.803,3821.97,-46.09,0.771,0.505,12.25,812,123,0
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 12%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,5.0,15.0,extra_profit,12.0,10,none,none,none,none,2010-06-25 to 2019-12-31,6462.03,-50.83,1.119,2020-01-02 to 2026-05-20,5491.72,-78.15,1.206,382090.44,-78.15,1.142,0.855,0.0,729,123,0
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 12%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,5.0,15.0,extra_profit,12.0,10,75,0.2,none,none,2010-06-25 to 2019-12-31,1821.05,-45.54,0.996,2020-01-02 to 2026-05-20,2471.91,-56.59,1.19,51362.59,-56.59,1.079,0.671,0.0,729,123,0
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 12%, max_days=10, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,5.0,15.0,extra_profit,12.0,10,75,0.25,none,none,2010-06-25 to 2019-12-31,2037.24,-44.28,1.019,2020-01-02 to 2026-05-20,2711.35,-58.03,1.206,62484.24,-58.03,1.097,0.684,0.0,729,123,0
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 12%, max_days=10, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,5.0,15.0,extra_profit,12.0,10,100,0.2,none,none,2010-06-25 to 2019-12-31,1822.67,-46.22,0.97,2020-01-02 to 2026-05-20,3609.97,-54.93,1.259,74197.07,-54.93,1.098,0.689,0.0,729,123,0
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 12%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.67,1.0,rolling_high,5.0,15.0,extra_profit,12.0,10,75,0.2,35.0,0.25,2010-06-25 to 2019-12-31,1604.59,-40.25,0.989,2020-01-02 to 2026-05-20,864.28,-47.12,0.968,17020.71,-47.12,0.975,0.6,0.0,729,123,0
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 12%, max_days=15, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,5.0,15.0,extra_profit,12.0,15,none,none,none,none,2010-06-25 to 2019-12-31,5945.57,-49.73,1.099,2020-01-02 to 2026-05-20,4903.86,-77.17,1.181,314992.69,-77.17,1.12,0.861,0.0,645,123,0
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 12%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,5.0,15.0,extra_profit,12.0,15,75,0.2,none,none,2010-06-25 to 2019-12-31,1577.54,-45.76,0.956,2020-01-02 to 2026-05-20,2351.78,-55.2,1.174,42740.11,-55.2,1.051,0.676,0.0,645,123,0
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 12%, max_days=15, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,5.0,15.0,extra_profit,12.0,15,75,0.25,none,none,2010-06-25 to 2019-12-31,1766.32,-44.51,0.978,2020-01-02 to 2026-05-20,2580.04,-56.69,1.191,51998.34,-56.69,1.069,0.689,0.0,645,123,0
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 12%, max_days=15, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,5.0,15.0,extra_profit,12.0,15,100,0.2,none,none,2010-06-25 to 2019-12-31,1488.93,-48.24,0.917,2020-01-02 to 2026-05-20,3477.38,-53.1,1.248,59105.97,-53.1,1.067,0.695,0.0,645,123,0
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 12%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.67,1.0,rolling_high,5.0,15.0,extra_profit,12.0,15,75,0.2,35.0,0.25,2010-06-25 to 2019-12-31,1235.31,-41.31,0.916,2020-01-02 to 2026-05-20,691.54,-48.1,0.907,10909.03,-48.1,0.909,0.6,0.0,645,123,0
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 18%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,5.0,15.0,extra_profit,18.0,10,none,none,none,none,2010-06-25 to 2019-12-31,4999.19,-51.13,1.062,2020-01-02 to 2026-05-20,5297.09,-77.88,1.197,286553.67,-77.88,1.11,0.866,0.0,696,123,0
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 18%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,5.0,15.0,extra_profit,18.0,10,75,0.2,none,none,2010-06-25 to 2019-12-31,1842.42,-45.54,0.993,2020-01-02 to 2026-05-20,2377.45,-55.67,1.175,50023.6,-55.67,1.07,0.68,0.0,696,123,0
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 18%, max_days=10, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,5.0,15.0,extra_profit,18.0,10,75,0.25,none,none,2010-06-25 to 2019-12-31,2061.01,-44.28,1.015,2020-01-02 to 2026-05-20,2608.09,-57.14,1.191,60855.88,-57.14,1.088,0.693,0.0,696,123,0
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 18%, max_days=10, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,5.0,15.0,extra_profit,18.0,10,100,0.2,none,none,2010-06-25 to 2019-12-31,1707.45,-47.26,0.949,2020-01-02 to 2026-05-20,3238.18,-54.93,1.227,62745.17,-54.93,1.073,0.698,0.0,696,123,0
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 18%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.67,1.0,rolling_high,5.0,15.0,extra_profit,18.0,10,75,0.2,35.0,0.25,2010-06-25 to 2019-12-31,971.66,-40.77,0.876,2020-01-02 to 2026-05-20,1183.9,-46.17,1.054,14231.22,-46.17,0.954,0.582,0.0,696,123,0
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 18%, max_days=15, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,5.0,15.0,extra_profit,18.0,15,none,none,none,none,2010-06-25 to 2019-12-31,5435.28,-52.48,1.072,2020-01-02 to 2026-05-20,5114.93,-76.72,1.188,300565.75,-76.72,1.111,0.881,0.0,600,123,0
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 18%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,5.0,15.0,extra_profit,18.0,15,75,0.2,none,none,2010-06-25 to 2019-12-31,1606.74,-45.81,0.95,2020-01-02 to 2026-05-20,2372.57,-53.78,1.168,43855.28,-53.78,1.045,0.694,0.0,600,123,0
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 18%, max_days=15, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,5.0,15.0,extra_profit,18.0,15,75,0.25,none,none,2010-06-25 to 2019-12-31,1798.81,-44.56,0.973,2020-01-02 to 2026-05-20,2602.76,-55.31,1.185,53354.51,-55.31,1.064,0.707,0.0,600,123,0
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 18%, max_days=15, trend_sma=100, trend_exp=0.2, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,5.0,15.0,extra_profit,18.0,15,100,0.2,none,none,2010-06-25 to 2019-12-31,1434.96,-48.53,0.901,2020-01-02 to 2026-05-20,3522.14,-53.1,1.246,57810.78,-53.1,1.058,0.711,0.0,600,123,0
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/15%, sell=extra_profit 18%, max_days=15, trend_sma=75, trend_exp=0.2, dd_guard=0.35, dd_exp=0.25",0.67,1.0,rolling_high,5.0,15.0,extra_profit,18.0,15,75,0.2,35.0,0.25,2010-06-25 to 2019-12-31,735.74,-44.14,0.807,2020-01-02 to 2026-05-20,904.94,-48.91,0.978,8647.94,-48.91,0.883,0.572,0.0,600,123,0
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,5.0,15.0,rebound_from_low,5.0,10,none,none,none,none,2010-06-25 to 2019-12-31,5212.63,-52.1,1.09,2020-01-02 to 2026-05-20,7394.38,-72.73,1.289,414607.36,-72.73,1.17,0.814,0.0,1065,123,0
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=10, trend_sma=75, trend_exp=0.2, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,5.0,15.0,rebound_from_low,5.0,10,75,0.2,none,none,2010-06-25 to 2019-12-31,1578.02,-47.27,0.982,2020-01-02 to 2026-05-20,3292.96,-45.33,1.313,59202.43,-47.27,1.131,0.635,0.0,1065,123,0
"unit=0.67, cap=1.00, anchor=rolling_high, add=5%/15%, sell=rebound_from_low 5%, max_days=10, trend_sma=75, trend_exp=0.25, dd_guard=none, dd_exp=none",0.67,1.0,rolling_high,5.0,15.0,rebound_from_low,5.0,10,75,0.25,none,none,2010-06-25 to 2019-12-31,1766.86,-46.05,1.005,2020-01-02 to 2026-05-20,3608.84,-46.86,1.327,72018.35,-46.86,1.149,0.649,0.0,1065,123,0
