strategy,signal_date,trade_date,action,ticker,company,nasdaq100_date_added,date_source,price,score,skipped_not_yet_nasdaq100_before_buy,equity_before_trade
Nasdaq-100 Top1 PIT membership,2024-10-31,2024-11-01,BUY,CEG,Constellation Energy,2022-02-02,Wikipedia Nasdaq-100 changes table,260.10385127360286,0.4302329792631543,5,9.896672459242748
Nasdaq-100 Top1 PIT membership,2024-11-29,2024-12-02,SELL,CEG,Constellation Energy,2022-02-02,Wikipedia Nasdaq-100 changes table,254.83023885036357,,,9.69601716492766
Nasdaq-100 Top1 PIT membership,2024-11-29,2024-12-02,BUY,APP,AppLovin,2024-11-18,Wikipedia Nasdaq-100 changes table,335.7850036621094,1.1066517774250646,0,9.69601716492766
Nasdaq-100 Top1 PIT membership,2025-04-30,2025-05-01,SELL,APP,AppLovin,2024-11-18,Wikipedia Nasdaq-100 changes table,282.0,,,8.142939114877873
Nasdaq-100 Top1 PIT membership,2025-04-30,2025-05-01,BUY,PLTR,Palantir Technologies,2024-12-23,Wikipedia Nasdaq-100 changes table,120.04000091552734,0.8814088358795829,0,8.142939114877873
Nasdaq-100 Top1 PIT membership,2025-10-31,2025-11-03,SELL,PLTR,Palantir Technologies,2024-12-23,Wikipedia Nasdaq-100 changes table,205.0449981689453,,,13.909271269290636
Nasdaq-100 Top1 PIT membership,2025-10-31,2025-11-03,BUY,MU,Micron Technology,2010-12-20,Wikipedia Nasdaq-100 changes table,233.68739709189376,1.278530084746686,3,13.909271269290636
Nasdaq-100 Top1 PIT membership,2025-12-31,2026-01-02,SELL,MU,Micron Technology,2010-12-20,Wikipedia Nasdaq-100 changes table,295.00607846003123,,,17.559010979854627
Nasdaq-100 Top1 PIT membership,2025-12-31,2026-01-02,BUY,WDC,Western Digital,2025-12-22,Wikipedia Nasdaq-100 changes table,177.11522230299764,1.4890602155250843,1,17.559010979854627
Nasdaq-100 Top1 PIT membership,2026-01-30,2026-02-02,SELL,WDC,Western Digital,2025-12-22,Wikipedia Nasdaq-100 changes table,243.6433847555615,,,24.15454082638409
Nasdaq-100 Top1 PIT membership,2026-01-30,2026-02-02,BUY,MU,Micron Technology,2010-12-20,Wikipedia Nasdaq-100 changes table,412.0069129532501,1.683998028348407,1,24.15454082638409
Nasdaq-100 Top1 PIT membership,2026-04-30,2026-05-01,SELL,MU,Micron Technology,2010-12-20,Wikipedia Nasdaq-100 changes table,511.7799987792969,,,30.003891891114954
Nasdaq-100 Top1 PIT membership,2026-04-30,2026-05-01,BUY,SNDK,Sandisk,2026-04-20,Wikipedia Nasdaq-100 changes table,1059.02001953125,2.6195523914650924,0,30.003891891114954
