Symbol,Watchlist Source,Asset Type,Watchlist Note,Dashboard Trading Score,Dashboard Near-Term Score,Dashboard Flag,Dashboard Risk,Next Earnings,Latest Date,Last,Chg%,Trading Score,Trading View,Technical Label,RSI14,MACD,MACD Signal,ADX14,ATR%,EMA8,SMA20,SMA50,SMA200,Nearest Support,Nearest Resistance,Entry Plan,Entry Zone,Entry Trigger,Stop,Target 1,Target 2,Score Error,Investment Score,Investment View,Investment Note
EUV,local,ETF,Added manually to dashboard watchlist.,68.5,64.7,HOLD,Medium-high,,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError: Only 0 indicator-ready rows,55.0,Hold / watch,"Final stance: HOLD. EUV closed at 29.39 on 2026 06 02, with a one day return of 8.09% and a 30 calendar day TradingAgents window return of 10.95%."
MSFT,local,,Added from dashboard on-demand runner.,78.5,78.3,HOLD,Medium,2026-06-10,2026-07-09,384.3600,0.27,44.0,Avoid short-term,Bearish,47.1,-6.11,-8.56,18.2,3.15,382.95,381.13,404.19,441.34,382.92,384.17,Reclaim entry,404.19-410.24,Wait for a daily close back above SMA20/SMA50 with MACD above signal before considering a long.,386.06,440.47,464.65,,78.0,Buy / accumulate,"Final stance: HOLD. MSFT closed at 441.31 on 2026 06 02, with a one day return of 4.17% and a 30 calendar day TradingAgents window return of 6.92%."
MRVL,local,,Added from dashboard on-demand runner.,80.0,74.4,HOLD,Medium-high,2026-08-27,2026-07-09,243.2700,4.99,56.0,Weak / neutral,Neutral,47.0,1.49,11.09,24.5,10.32,251.27,273.01,229.82,125.91,225.70,300.00,Pullback entry,217.26-236.10,Buy only after price holds the zone and closes back above the prior day's high or EMA8.,204.71,300.00,302.02,,60.0,Hold / watch,"Final stance: HOLD. MRVL closed at 290.79 on 2026 06 02, with a one day return of 32.52% and a 30 calendar day TradingAgents window return of 77.68%."
AMD,local,,Added from dashboard watchlist button.,74.0,74.0,HOLD,Medium-high,2026-08-04,2026-07-09,546.7200,5.66,81.0,Watch / constructive,Neutral,55.9,17.71,22.26,22.4,6.85,533.62,525.68,477.20,285.67,523.67,548.75,Pullback entry,506.95-535.04,Buy only after price holds the zone and closes back above the prior day's high or EMA8.,439.74,683.50,764.76,,78.0,Buy / accumulate,"Selective trade / watch entry; 3-10 trading days; risk Medium-high. Trading score 74.0, investment score 78.0."
CRM,local,,Added from dashboard on-demand runner.,79.1,78.8,HOLD,Medium,2026-06-10,2026-07-09,162.5000,-2.45,34.0,Avoid short-term,Bearish,46.2,-2.66,-4.38,14.7,4.31,163.55,160.45,172.96,209.71,163.87,173.70,Reclaim entry,172.96-176.46,Wait for a daily close back above SMA20/SMA50 with MACD above signal before considering a long.,162.46,193.96,207.96,,78.0,Buy / accumulate,"Final stance: HOLD. CRM closed at 200.84 on 2026 06 02, with a one day return of 4.18% and a 30 calendar day TradingAgents window return of 8.28%."
IREN,local,Stock,Added manually to dashboard watchlist.,95.0,85.2,BUY,High,2026-08-27,2026-07-09,41.7200,-2.99,24.0,Avoid short-term,Bearish,39.2,-4.10,-3.00,27.8,11.46,43.60,50.26,53.86,49.21,37.23,45.42,Reclaim entry,53.86-56.25,Wait for a daily close back above SMA20/SMA50 with MACD above signal before considering a long.,46.69,68.20,77.76,,60.0,Hold / watch,"Final stance: BUY. IREN closed at 66.60 on 2026 06 02, with a one day return of 1.94% and a 30 calendar day TradingAgents window return of 34.6%."
FIGR,local,Stock,Added manually to dashboard watchlist.,44.5,51.7,SELL,High,2026-08-13,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError: Only 8 indicator-ready rows,70.0,Buy / accumulate,"Final stance: SELL. FIGR closed at 32.09 on 2026 06 02, with a one day return of 3.95% and a 30 calendar day TradingAgents window return of 10.96%."
APLD,local,,Added from dashboard watchlist button.,95.0,79.9,BUY,High,2026-07-29,2026-07-09,32.2900,2.70,16.0,Avoid short-term,Bearish,34.7,-2.81,-1.57,24.6,10.88,34.16,39.61,41.16,32.52,32.32,39.34,Reclaim entry,41.16-42.91,Wait for a daily close back above SMA20/SMA50 with MACD above signal before considering a long.,35.89,51.70,58.72,,41.0,Speculative / avoid new,"Final stance: BUY. APLD closed at 47.86 on 2026 06 02, with a one day return of 0.17% and a 30 calendar day TradingAgents window return of 34.33%."
TSSI,local,,Added from dashboard watchlist button.,86.8,80.2,BUY,High,2026-08-06,2026-07-09,11.4300,0.53,20.0,Avoid short-term,Bearish,43.8,-0.48,-0.40,15.9,8.34,11.59,12.15,12.93,12.36,10.42,12.61,Reclaim entry,12.93-13.40,Wait for a daily close back above SMA20/SMA50 with MACD above signal before considering a long.,11.49,15.79,17.69,,63.0,Hold / watch,"Final stance: BUY. TSSI closed at 15.09 on 2026 06 02, with a one day return of 3.64% and a 30 calendar day TradingAgents window return of 3.64%."
CRDO,local,Stock,Added from technical-analysis dashboard.,95.0,85.2,BUY,High,2026-09-02,2026-07-09,265.6500,2.69,64.0,Weak / neutral,Neutral,55.1,10.15,12.93,25.2,10.35,258.22,258.87,223.06,160.55,255.09,280.43,Pullback entry,245.12-265.75,Buy only after price holds the zone and closes back above the prior day's high or EMA8.,195.55,375.20,435.08,,60.0,Hold / watch,"Final stance: BUY. CRDO closed at 229.00 on 2026 06 02, with a one day return of 1.28% and a 30 calendar day TradingAgents window return of 27.18%."
