date,same_close_equity,next_day_equity,same_exposure,next_exposure,allocation
2023-01-24,16087795.63989069,187.27519252477435,0.75,0.75,SOXL
2023-01-25,16162999.684923578,188.15062955340332,0.75,0.75,SOXL
2023-01-26,16755345.668117283,195.04602470429742,0.75,0.75,SOXL
2023-01-27,16540956.712745043,192.55036067479125,0.75,0.75,SOXL
2023-01-30,15563736.696482457,181.17471476399558,0.75,0.75,SOXL
2023-01-31,16781769.454010855,195.3536193369755,1.5,1.5,SOXL
2023-02-01,20734495.779418964,241.36660956623086,1.5,1.5,SOXL
2023-02-02,21771224.898702342,253.4349904529459,0.75,0.75,SOXL
2023-02-03,20869150.255225442,242.9340985774943,0.75,0.75,SOXL
2023-02-06,19334475.366702598,225.06921878635563,1.5,1.5,SOXL
2023-02-07,22018486.4578944,256.31331866758643,1.5,1.5,SOXL
2023-02-08,19953077.13562631,232.27025290964468,1.5,1.5,SOXL
2023-02-09,20116424.5351508,234.1717511869176,1.5,1.5,SOXL
2023-02-10,18696875.295870494,217.64702878023598,1.5,1.5,SOXL
2023-02-13,19797388.28982543,230.45790650595072,1.5,1.5,SOXL
2023-02-14,21443149.134239588,249.6159183235033,1.5,1.5,SOXL
2023-02-15,21832915.688435547,254.15312205922046,1.5,1.5,SOXL
2023-02-16,19480336.65556894,226.76716433252005,1.5,1.5,SOXL
2023-02-17,18080332.18071128,210.46995908244796,1.5,1.5,SOXL
2023-02-21,15473266.372103542,180.1215656691731,1.5,1.5,SOXL
2023-02-22,15075667.605900269,178.3859242436388,2.0,0.75,SOXL
2023-02-23,17800841.321290947,202.57055629373997,2.0,1.5,SOXL
2023-02-24,15982985.043333484,181.8836600487031,2.0,2.0,SOXL
2023-02-27,16407410.801303327,186.7135532175451,2.0,2.0,SOXL
2023-02-28,16746869.734732527,190.57653832833233,2.0,2.0,SOXL
2023-03-01,16815463.334229745,191.3571218612984,2.0,2.0,SOXL
2023-03-02,17571470.26111029,199.96035251629795,2.0,2.0,SOXL
2023-03-03,19140142.6826863,217.81157872217568,2.0,2.0,SOXL
2023-03-06,17895055.196667995,203.64269422257436,2.0,2.0,SOXL
2023-03-07,16974938.137668975,189.68165937539115,1.5,2.0,SOXL
2023-03-08,19663125.994812034,219.72005653008574,2.0,2.0,SOXL
2023-03-09,17424437.31040803,194.7044611247422,2.0,2.0,SOXL
2023-03-10,15414381.515728017,186.28166050509037,2.0,0.75,SOXL
2023-03-13,15348549.489891648,185.6849791328261,2.0,1.5,SOXL
2023-03-14,17975975.561664294,217.47127630908074,2.0,2.0,SOXL
2023-03-15,16724033.34737847,202.32542398679666,2.0,2.0,SOXL
2023-03-16,20663124.073795304,249.9800886714777,2.0,2.0,SOXL
2023-03-17,19933237.412678003,246.6688069719883,2.0,0.75,SOXL
2023-03-20,21119602.580118008,257.67953522552165,2.0,1.5,SOXL
2023-03-21,21281960.26523188,259.66045568468877,1.5,1.5,SOXL
2023-03-22,20458508.573777147,249.61355028816024,1.5,1.5,SOXL
2023-03-23,22820561.558020912,278.432876449675,1.5,1.5,SOXL
2023-03-24,21019969.77389208,256.46391882819034,1.5,1.5,SOXL
2023-03-27,19878270.648886148,242.5340875833607,1.5,1.5,SOXL
2023-03-28,19243460.655384738,234.78879297085925,1.5,1.5,SOXL
2023-03-29,21921293.766470183,267.46094145747884,1.5,1.5,SOXL
2023-03-30,23596191.47397378,287.8963100295236,1.5,1.5,SOXL
2023-03-31,24286334.59529563,296.3167222066315,1.5,1.5,SOXL
2023-04-03,23310890.67985227,284.415364980969,1.5,1.5,SOXL
2023-04-04,23136431.524026535,272.1987361047162,0.75,0.75,TQQQ
2023-04-05,22580507.020377893,265.65831749670144,0.75,0.75,TQQQ
2023-04-06,22920601.54449042,269.65950927614375,0.75,0.75,TQQQ
2023-04-10,22882999.10673045,269.2171188400002,0.75,0.75,TQQQ
2023-04-11,22550663.4410525,265.3072095669943,0.75,0.75,TQQQ
2023-04-12,22103263.293199964,260.043573528219,0.75,0.75,TQQQ
2023-04-13,24006528.856817733,271.2394764130349,1.5,0.75,TQQQ
2023-04-14,23798001.4954274,270.0614457893939,1.5,0.75,TQQQ
2023-04-17,23836989.075057972,270.2826627290786,1.5,0.75,TQQQ
2023-04-18,23862993.26111401,270.4300907584156,1.5,0.75,TQQQ
2023-04-19,23784952.35514368,269.9878870278631,1.5,0.75,TQQQ
2023-04-20,22953433.16546521,265.26851434020114,1.5,0.75,TQQQ
2023-04-21,23017623.64084046,265.63943297173734,1.5,0.75,TQQQ
2023-04-24,22812031.11784838,264.4530924075893,1.5,0.75,TQQQ
2023-04-25,20877575.772370163,253.24030965288213,1.5,0.75,TQQQ
2023-04-26,20931351.33583501,259.57136552681425,0.2,1.5,SOXL
2023-04-27,22199729.785834536,275.3006283435681,0.75,0.75,TQQQ
2023-04-28,22536455.130268812,279.4763863278438,0.75,0.75,TQQQ
2023-05-01,22488588.549653284,278.88278902520807,0.75,0.75,TQQQ
2023-05-02,22039534.1971989,273.31403000950195,0.75,0.75,TQQQ
2023-05-03,21714007.225861944,269.2771439475361,0.75,0.75,TQQQ
2023-05-04,21532250.370564774,267.0231626175025,0.75,0.75,TQQQ
2023-05-05,23512921.436382398,291.5856232520214,1.5,1.5,TQQQ
2023-05-08,23800477.272669494,295.1516262249139,1.5,1.5,TQQQ
2023-05-09,23110062.26826372,286.58973441972535,1.5,1.5,TQQQ
2023-05-10,24228695.676129967,300.4619969671818,1.5,1.5,TQQQ
2023-05-11,24531659.360895988,304.21907390397354,1.5,1.5,TQQQ
2023-05-12,24151386.1923606,299.5032758627382,1.5,1.5,TQQQ
2023-05-15,24706205.71800163,306.3836372680252,1.5,1.5,TQQQ
2023-05-16,24845954.83220831,308.1166772339488,1.5,1.5,TQQQ
2023-05-17,26182445.826680172,324.69060917380517,1.5,1.5,TQQQ
2023-05-18,27237770.92780625,350.8649514968487,0.75,1.5,TQQQ
2023-05-19,27097149.32688151,349.0535260568359,0.75,0.75,TQQQ
2023-05-22,27308448.50555726,351.77538888011514,0.75,0.75,TQQQ
2023-05-23,26516528.140029006,341.5742200187976,0.75,0.75,TQQQ
2023-05-24,26193995.06628803,337.41949122053427,0.75,0.75,TQQQ
2023-05-25,29031025.98459296,373.96487219845886,1.5,1.5,TQQQ
2023-05-26,32325135.627147384,416.3981397012797,1.5,1.5,TQQQ
2023-05-30,32664744.8519301,425.1475321899012,0.75,1.5,TQQQ
2023-05-31,32167454.092626903,412.202570271051,0.75,1.5,TQQQ
2023-06-01,33042224.835303884,434.62167421947436,0.75,1.5,TQQQ
2023-06-02,33599657.647957966,449.28608519713544,0.75,1.5,TQQQ
2023-06-05,33654410.3529789,450.0182244573194,0.75,0.75,TQQQ
2023-06-06,33627048.83871107,449.6523532404379,0.75,0.75,TQQQ
2023-06-07,32340714.185893785,432.45181308991,0.75,0.75,TQQQ
2023-06-08,34004903.702821076,454.7049324794112,1.5,1.5,TQQQ
2023-06-09,34625230.0702607,462.99977905468415,1.5,1.5,TQQQ
2023-06-12,37277436.122751854,498.4644045263165,1.5,1.5,TQQQ
2023-06-13,38526789.01163353,515.1704339256813,1.5,1.5,TQQQ
2023-06-14,39143608.20327356,531.6663329488223,0.75,1.5,TQQQ
2023-06-15,40173578.62146197,559.6453885555667,0.75,1.5,TQQQ
2023-06-16,39594153.327239424,551.5735984623917,0.75,0.75,TQQQ
2023-06-20,39448579.73749098,549.5456589311428,0.75,0.75,TQQQ
2023-06-21,38262846.46798038,533.0275846368102,0.75,0.75,TQQQ
2023-06-22,40168603.17020221,559.5760771213091,1.5,1.5,TQQQ
2023-06-23,38382336.870601796,534.6921675566897,1.5,1.5,TQQQ
2023-06-26,36105997.58526769,502.9812065833368,1.5,1.5,TQQQ
2023-06-27,38784262.978706814,540.2912727561676,1.5,1.5,TQQQ
2023-06-28,39139908.33229759,545.245655435732,1.5,1.5,TQQQ
2023-06-29,38738595.444642715,539.6550928159512,1.5,1.5,TQQQ
2023-06-30,41360337.23773805,576.1777466306492,1.5,1.5,TQQQ
2023-07-03,41784036.65328598,582.0801688738696,1.5,1.5,TQQQ
2023-07-05,41738483.97502269,581.4455889534046,1.5,1.5,TQQQ
2023-07-06,40266261.23563432,560.9365206727616,1.5,1.5,TQQQ
2023-07-07,39958860.15708047,552.3719067173715,0.75,1.5,TQQQ
2023-07-10,39981411.90079086,552.6836510870593,0.75,0.75,TQQQ
2023-07-11,40409784.889862664,558.6052715694665,0.75,0.75,TQQQ
2023-07-12,41533116.74633769,574.1336664485563,0.75,0.75,TQQQ
2023-07-13,43084294.47339503,595.5763951796548,0.75,0.75,TQQQ
2023-07-14,43054958.671789736,595.170871283225,0.75,0.75,TQQQ
2023-07-17,43949900.9912338,607.5421199487301,0.75,0.75,TQQQ
2023-07-18,44736797.76680245,618.4197994071016,0.75,0.75,TQQQ
2023-07-19,44736797.76680245,618.4197994071016,0.75,0.75,TQQQ
2023-07-20,42382614.18806743,585.8767071608086,0.75,0.75,TQQQ
2023-07-21,41821714.20362639,578.1230977568991,1.5,1.5,TQQQ
2023-07-24,42071520.25168712,581.5762954340703,1.5,1.5,TQQQ
2023-07-25,43337789.31035012,599.0805848858042,1.5,1.5,TQQQ
2023-07-26,42668689.814119786,589.8312778969788,1.5,1.5,TQQQ
2023-07-27,42121408.40521053,582.2659250775589,1.5,1.5,TQQQ
2023-07-28,45538243.97798377,629.4986032083456,1.5,1.5,TQQQ
2023-07-31,45674203.68594082,631.3780442841356,1.5,1.5,TQQQ
2023-08-01,45144978.09214162,624.0622862975131,1.5,1.5,TQQQ
2023-08-02,40716835.34059881,562.8497881113504,1.5,1.5,TQQQ
2023-08-03,40280783.24334498,556.8220153610428,1.5,1.5,TQQQ
2023-08-04,39440808.42154722,545.2106107292018,1.5,1.5,TQQQ
2023-08-07,40907616.984298535,555.348835886417,1.5,0.75,TQQQ
2023-08-08,39335737.81110836,534.0095026927888,1.5,1.5,TQQQ
2023-08-09,37367992.05620014,507.2960103197631,1.5,1.5,TQQQ
2023-08-10,37622063.76757787,510.7452073042624,1.5,1.5,TQQQ
2023-08-11,36490289.292297184,495.3805959270136,1.5,1.5,TQQQ
2023-08-14,38917379.27502046,528.3299998733327,2.0,2.0,TQQQ
2023-08-15,36527803.335300356,495.889874678675,2.0,2.0,TQQQ
2023-08-16,34101934.586315736,462.9570498143242,2.0,2.0,TQQQ
2023-08-17,33871285.718663886,431.644890956931,0.2,2.0,TQQQ
2023-08-18,33839795.71409348,431.243592355457,0.2,0.2,TQQQ
2023-08-21,37112194.841724664,435.41383371076404,2.0,0.2,TQQQ
2023-08-22,37079128.633102566,431.53438526428164,0.2,2.0,TQQQ
2023-08-23,40573298.7716224,435.600971018373,2.0,0.2,TQQQ
2023-08-24,40038848.79608263,392.5664627295071,0.2,1.5,TQQQ
2023-08-25,40228483.93329651,394.4257668120101,0.2,0.2,TQQQ
2023-08-28,42026283.469084114,396.1884443756316,2.0,0.2,TQQQ
2023-08-29,47386284.470463686,446.7180245168441,2.0,2.0,TQQQ
2023-08-30,48571789.77480458,461.61928672882436,1.5,2.0,TQQQ
2023-08-31,49230041.44685797,469.960525370984,1.5,2.0,TQQQ
2023-09-01,48969045.41748973,468.71476335782336,1.5,0.75,TQQQ
2023-09-05,49160102.15966634,470.54349240356544,1.5,1.5,TQQQ
2023-09-06,47212259.47003773,451.8994159764301,1.5,1.5,TQQQ
2023-09-07,45668246.08525079,437.1206539625549,1.5,1.5,TQQQ
2023-09-08,45871826.98001685,439.06925986452677,1.5,1.5,TQQQ
2023-09-11,48216385.499315426,461.51056298127304,1.5,1.5,TQQQ
2023-09-12,45902277.15811952,439.3607184359961,1.5,1.5,TQQQ
2023-09-13,46581623.28568622,445.8631845695661,1.5,1.5,TQQQ
2023-09-14,48220073.88476632,461.5458669309222,1.5,1.5,TQQQ
2023-09-15,47725212.78610767,426.0210725263221,0.2,1.5,TQQQ
2023-09-18,47746824.78840277,426.21399295264825,0.2,0.2,TQQQ
2023-09-19,47689298.197808914,425.70047947847235,0.2,0.2,TQQQ
2023-09-20,47275744.30183017,422.0088736368827,0.2,0.2,TQQQ
2023-09-21,46737238.10134992,417.20187591601655,0.2,0.2,TQQQ
2023-09-22,46745116.91953844,417.2722065102447,0.2,0.2,TQQQ
2023-09-25,46868440.77513098,418.3730619734373,0.2,0.2,TQQQ
2023-09-26,46450388.45484424,414.64130076246335,0.2,0.2,TQQQ
2023-09-27,46506956.243930474,415.1462554555931,0.2,0.2,TQQQ
2023-09-28,46732119.22727778,417.156182076324,0.2,0.2,TQQQ
2023-09-29,46753156.37663011,417.343971054241,0.2,0.2,TQQQ
2023-10-02,46976290.73353648,419.33578905770923,0.2,0.2,TQQQ
