date,action,symbol,units_after,price,drop_from_anchor_pct,from_symbol,to_symbol,units_before,reason
2012-07-05,BUY_EXTRA_1,TQQQ,2.0,0.5139,-16.01,,,,
2012-07-06,BUY_EXTRA_2,TQQQ,3.0,0.4936,-19.32,,,,
2012-07-19,BUY_EXTRA_1,TQQQ,2.0,0.5161,-15.65,,,,
2012-07-19,SELL_EXTRAS,TQQQ,1.0,0.5161,,,,3.0,extra shares max holding days 10
2012-07-20,BUY_EXTRA_2,TQQQ,3.0,0.4962,-18.9,,,,
2012-08-02,SELL_EXTRAS,TQQQ,1.0,0.4973,,,,3.0,extra shares max holding days 10
2012-08-02,BUY_EXTRA_1,TQQQ,2.0,0.4973,-18.72,,,,
2012-08-13,SELL_EXTRAS,TQQQ,1.0,0.5601,,,,2.0,extra shares profit >= 12%
2012-08-13,BUY_EXTRA_1,TQQQ,2.0,0.5601,-8.45,,,,
2012-08-27,SELL_EXTRAS,TQQQ,1.0,0.595,,,,2.0,extra shares max holding days 10
2012-08-30,BUY_EXTRA_1,TQQQ,2.0,0.5769,-5.71,,,,
2012-09-14,SELL_EXTRAS,TQQQ,1.0,0.6396,,,,2.0,extra shares max holding days 10
2012-09-25,BUY_EXTRA_1,TQQQ,2.0,0.6075,-6.0,,,,
2012-10-09,SELL_EXTRAS,TQQQ,1.0,0.5642,,,,2.0,extra shares max holding days 10
2012-10-09,BUY_EXTRA_1,TQQQ,2.0,0.5642,-12.7,,,,
2012-10-19,BUY_EXTRA_2,TQQQ,3.0,0.5251,-18.75,,,,
2012-10-23,BUY_EXTRA_1,TQQQ,2.0,0.5176,-19.92,,,,
2012-10-23,SELL_EXTRAS,TQQQ,1.0,0.5176,,,,3.0,extra shares max holding days 10
2012-10-24,BUY_EXTRA_2,TQQQ,3.0,0.5124,-20.72,,,,
2012-11-08,SELL_EXTRAS,TQQQ,1.0,0.4651,,,,3.0,extra shares max holding days 10
2012-11-08,BUY_EXTRA_1,TQQQ,2.0,0.4651,-28.04,,,,
2012-11-09,BUY_EXTRA_2,TQQQ,3.0,0.4701,-27.26,,,,
2012-11-23,SELL_EXTRAS,TQQQ,1.0,0.5027,,,,3.0,extra shares max holding days 10
2012-11-23,BUY_EXTRA_1,TQQQ,2.0,0.5027,-22.22,,,,
2012-11-26,BUY_EXTRA_2,TQQQ,3.0,0.5091,-21.22,,,,
2012-12-07,SELL_EXTRAS,TQQQ,1.0,0.5025,,,,3.0,extra shares max holding days 10
2012-12-07,BUY_EXTRA_1,TQQQ,2.0,0.5025,-22.25,,,,
2012-12-10,BUY_EXTRA_2,TQQQ,3.0,0.5069,-21.56,,,,
2012-12-21,BUY_EXTRA_1,TQQQ,2.0,0.516,-20.16,,,,
2012-12-21,SELL_EXTRAS,TQQQ,1.0,0.516,,,,3.0,extra shares max holding days 10
2012-12-24,BUY_EXTRA_2,TQQQ,3.0,0.5116,-20.84,,,,
