Variant,StockCondition,MarketCondition,TotalReturnPct_IS,CagrPct_IS,MaxDrawdownPct_IS,Sharpe_IS,Trades_IS,WinRatePct_IS,TotalReturnPct_OOS,CagrPct_OOS,MaxDrawdownPct_OOS,Sharpe_OOS,Trades_OOS,WinRatePct_OOS,BeatsSP500_IS
stock_close_gt_sma200__market_none,stock_close_gt_sma200,market_none,172.14,10.54,-22.72,0.739,110,51.82,19.12,2.77,-34.99,0.248,82,48.78,False
stock_close_gt_sma20_sma20_gt_sma50__market_none,stock_close_gt_sma20_sma20_gt_sma50,market_none,162.09,10.13,-23.19,0.72,100,57.0,81.64,9.77,-26.85,0.657,78,52.56,False
stock_close_gt_sma50_sma50_rising__market_none,stock_close_gt_sma50_sma50_rising,market_none,154.09,9.79,-21.45,0.699,106,52.83,50.0,6.54,-25.48,0.47,78,50.0,False
stock_none__market_spx_close_gt_sma200,stock_none,market_spx_close_gt_sma200,145.18,9.39,-26.53,0.676,106,51.89,31.37,4.35,-32.58,0.353,72,45.83,False
stock_close_gt_sma50__market_spx_close_gt_sma200,stock_close_gt_sma50,market_spx_close_gt_sma200,145.18,9.39,-26.53,0.676,106,51.89,36.31,4.96,-32.58,0.392,71,46.48,False
stock_close_gt_sma200__market_spx_close_gt_sma200,stock_close_gt_sma200,market_spx_close_gt_sma200,145.18,9.39,-26.53,0.676,106,51.89,31.37,4.35,-32.58,0.353,72,45.83,False
stock_close_gt_sma50_sma50_gt_sma200__market_spx_close_gt_sma200,stock_close_gt_sma50_sma50_gt_sma200,market_spx_close_gt_sma200,142.81,9.29,-26.41,0.675,106,52.83,40.32,5.43,-32.58,0.419,73,45.21,False
stock_close_gt_sma200_sma50_gt_sma200__market_spx_close_gt_sma200,stock_close_gt_sma200_sma50_gt_sma200,market_spx_close_gt_sma200,142.81,9.29,-26.41,0.675,106,52.83,35.23,4.83,-32.58,0.38,74,44.59,False
stock_close_gt_sma200_sma200_rising__market_spx_sma50_gt_sma200,stock_close_gt_sma200_sma200_rising,market_spx_sma50_gt_sma200,142.23,9.26,-19.78,0.709,93,54.84,50.19,6.56,-26.63,0.516,63,50.79,False
stock_close_gt_sma50_rs63_gt_spx__market_spx_close_gt_sma100,stock_close_gt_sma50_rs63_gt_spx,market_spx_close_gt_sma100,141.34,9.22,-20.81,0.686,99,53.54,118.3,12.97,-24.16,0.846,70,55.71,False
stock_close_gt_sma200_sma200_rising__market_spx_close_gt_sma100,stock_close_gt_sma200_sma200_rising,market_spx_close_gt_sma100,138.59,9.1,-21.26,0.683,97,54.64,63.79,8.01,-24.28,0.577,68,50.0,False
stock_close_gt_sma50_sma50_gt_sma200__market_spx_close_gt_sma100,stock_close_gt_sma50_sma50_gt_sma200,market_spx_close_gt_sma100,136.23,8.99,-22.92,0.662,102,54.9,43.89,5.85,-23.96,0.445,73,46.58,False
stock_close_gt_sma200_sma50_gt_sma200__market_spx_close_gt_sma100,stock_close_gt_sma200_sma50_gt_sma200,market_spx_close_gt_sma100,136.23,8.99,-22.92,0.662,102,54.9,39.04,5.28,-23.96,0.409,74,45.95,False
stock_close_gt_sma20_sma20_gt_sma50__market_spx_close_gt_sma200,stock_close_gt_sma20_sma20_gt_sma50,market_spx_close_gt_sma200,136.09,8.98,-28.25,0.654,99,55.56,64.2,8.05,-24.29,0.577,69,52.17,False
stock_close_gt_sma50_sma50_rising__market_spx_close_gt_sma100,stock_close_gt_sma50_sma50_rising,market_spx_close_gt_sma100,132.49,8.81,-20.27,0.655,99,52.53,87.38,10.3,-17.55,0.695,70,54.29,False
stock_close_gt_sma20_sma20_gt_sma50__market_spx_close_gt_sma100,stock_close_gt_sma20_sma20_gt_sma50,market_spx_close_gt_sma100,131.1,8.75,-21.53,0.643,95,55.79,77.97,9.42,-17.53,0.672,69,53.62,False
stock_close_gt_sma50_sma50_rising__market_spx_close_gt_sma200,stock_close_gt_sma50_sma50_rising,market_spx_close_gt_sma200,126.29,8.52,-25.7,0.627,105,51.43,67.63,8.4,-23.69,0.594,70,48.57,False
stock_none__market_spx_close_gt_sma100,stock_none,market_spx_close_gt_sma100,124.85,8.45,-23.04,0.622,102,51.96,35.07,4.81,-23.96,0.382,72,47.22,False
stock_close_gt_sma50__market_spx_close_gt_sma100,stock_close_gt_sma50,market_spx_close_gt_sma100,124.85,8.45,-23.04,0.622,102,51.96,39.77,5.37,-23.96,0.419,71,47.89,False
stock_close_gt_sma200__market_spx_close_gt_sma100,stock_close_gt_sma200,market_spx_close_gt_sma100,124.85,8.45,-23.04,0.622,102,51.96,35.07,4.81,-23.96,0.382,72,47.22,False
stock_close_gt_sma50_rs63_gt_spx__market_spx_sma50_gt_sma200,stock_close_gt_sma50_rs63_gt_spx,market_spx_sma50_gt_sma200,124.81,8.45,-22.16,0.633,101,52.48,96.71,11.14,-26.82,0.792,64,54.69,False
stock_close_gt_sma50_sma50_gt_sma200__market_spx_sma50_gt_sma200,stock_close_gt_sma50_sma50_gt_sma200,market_spx_sma50_gt_sma200,112.32,7.83,-23.04,0.601,101,51.49,30.05,4.19,-29.49,0.358,68,47.06,False
stock_close_gt_sma200_sma50_gt_sma200__market_spx_sma50_gt_sma200,stock_close_gt_sma200_sma50_gt_sma200,market_spx_sma50_gt_sma200,112.32,7.83,-23.04,0.601,101,51.49,25.33,3.59,-32.05,0.317,69,46.38,False
stock_none__market_spx_sma50_gt_sma200,stock_none,market_spx_sma50_gt_sma200,100.2,7.2,-23.04,0.56,102,50.0,54.33,7.01,-26.61,0.542,69,49.28,False
stock_close_gt_sma50__market_spx_sma50_gt_sma200,stock_close_gt_sma50,market_spx_sma50_gt_sma200,100.2,7.2,-23.04,0.56,102,50.0,60.14,7.63,-26.61,0.585,68,50.0,False
stock_close_gt_sma200__market_spx_sma50_gt_sma200,stock_close_gt_sma200,market_spx_sma50_gt_sma200,100.2,7.2,-23.04,0.56,102,50.0,54.33,7.01,-26.61,0.542,69,49.28,False
stock_close_gt_sma20_sma20_gt_sma50__market_spx_sma50_gt_sma200,stock_close_gt_sma20_sma20_gt_sma50,market_spx_sma50_gt_sma200,80.37,6.08,-28.13,0.489,97,52.58,80.32,9.64,-17.51,0.717,65,55.38,False
stock_close_gt_sma50_sma50_gt_sma150_gt_sma200__market_spx_sma200_rising,stock_close_gt_sma50_sma50_gt_sma150_gt_sma200,market_spx_sma200_rising,75.42,5.79,-26.09,0.489,84,52.38,42.79,5.72,-28.2,0.465,57,50.88,False
stock_close_gt_sma50_sma50_gt_sma150_gt_sma200__market_none,stock_close_gt_sma50_sma50_gt_sma150_gt_sma200,market_none,74.41,5.73,-21.31,0.477,90,51.11,50.67,6.61,-27.58,0.495,67,52.24,False
stock_close_gt_sma200_sma200_rising__market_spx_close_gt_sma50_sma50_gt_sma200,stock_close_gt_sma200_sma200_rising,market_spx_close_gt_sma50_sma50_gt_sma200,73.84,5.69,-29.29,0.492,87,56.32,69.66,8.6,-19.85,0.676,55,56.36,False
stock_close_gt_sma50_sma50_rising__market_spx_sma50_gt_sma200,stock_close_gt_sma50_sma50_rising,market_spx_sma50_gt_sma200,72.89,5.63,-23.56,0.457,101,48.51,89.24,10.47,-17.53,0.763,65,53.85,False
stock_close_gt_sma50_sma50_gt_sma150_gt_sma200__market_spx_close_gt_sma200_sma200_rising,stock_close_gt_sma50_sma50_gt_sma150_gt_sma200,market_spx_close_gt_sma200_sma200_rising,68.02,5.33,-26.09,0.459,83,51.81,68.57,8.5,-20.13,0.675,53,54.72,False
stock_close_gt_sma50_rs63_gt_spx__market_spx_close_gt_sma50_sma50_gt_sma200,stock_close_gt_sma50_rs63_gt_spx,market_spx_close_gt_sma50_sma50_gt_sma200,67.62,5.31,-35.14,0.468,91,51.65,101.7,11.58,-20.41,0.835,57,61.4,False
stock_close_gt_sma50_sma50_gt_sma200__market_spx_close_gt_sma50_sma50_gt_sma200,stock_close_gt_sma50_sma50_gt_sma200,market_spx_close_gt_sma50_sma50_gt_sma200,60.3,4.84,-38.06,0.421,94,52.13,33.71,4.64,-34.2,0.391,60,51.67,False
stock_close_gt_sma200_sma50_gt_sma200__market_spx_close_gt_sma50_sma50_gt_sma200,stock_close_gt_sma200_sma50_gt_sma200,market_spx_close_gt_sma50_sma50_gt_sma200,60.3,4.84,-38.06,0.421,94,52.13,28.94,4.05,-36.54,0.35,61,50.82,False
stock_close_gt_sma50_sma50_gt_sma150_gt_sma200__market_spx_close_gt_sma200,stock_close_gt_sma50_sma50_gt_sma150_gt_sma200,market_spx_close_gt_sma200,57.95,4.68,-21.31,0.406,88,50.0,66.82,8.32,-23.16,0.641,56,53.57,False
stock_close_gt_sma20_sma20_gt_sma50__market_spx_close_gt_sma50_sma50_gt_sma200,stock_close_gt_sma20_sma20_gt_sma50,market_spx_close_gt_sma50_sma50_gt_sma200,54.82,4.47,-38.05,0.392,92,53.26,60.14,7.63,-19.83,0.622,59,55.93,False
stock_close_gt_sma50_sma50_rising__market_spx_close_gt_sma50_sma50_gt_sma200,stock_close_gt_sma50_sma50_rising,market_spx_close_gt_sma50_sma50_gt_sma200,54.42,4.45,-34.62,0.397,90,48.89,67.81,8.42,-19.84,0.641,59,59.32,False
stock_none__market_spx_close_gt_sma50_sma50_gt_sma200,stock_none,market_spx_close_gt_sma50_sma50_gt_sma200,51.59,4.25,-38.06,0.38,95,50.53,58.84,7.49,-23.64,0.578,61,54.1,False
stock_close_gt_sma50__market_spx_close_gt_sma50_sma50_gt_sma200,stock_close_gt_sma50,market_spx_close_gt_sma50_sma50_gt_sma200,51.59,4.25,-38.06,0.38,95,50.53,64.71,8.1,-20.82,0.62,60,55.0,False
stock_close_gt_sma200__market_spx_close_gt_sma50_sma50_gt_sma200,stock_close_gt_sma200,market_spx_close_gt_sma50_sma50_gt_sma200,51.59,4.25,-38.06,0.38,95,50.53,58.84,7.49,-23.64,0.578,61,54.1,False
stock_close_gt_sma50_sma50_gt_sma150_gt_sma200__market_spx_sma50_gt_sma200,stock_close_gt_sma50_sma50_gt_sma150_gt_sma200,market_spx_sma50_gt_sma200,39.18,3.37,-29.07,0.322,84,47.62,60.34,7.65,-20.13,0.629,53,56.6,False
stock_close_gt_sma50_sma50_gt_sma150_gt_sma200__market_spx_close_gt_sma100,stock_close_gt_sma50_sma50_gt_sma150_gt_sma200,market_spx_close_gt_sma100,34.94,3.05,-31.51,0.305,82,48.78,63.22,7.95,-20.13,0.596,59,54.24,False
stock_close_gt_sma50_sma50_gt_sma150_gt_sma200__market_spx_close_gt_sma50_sma50_gt_sma200,stock_close_gt_sma50_sma50_gt_sma150_gt_sma200,market_spx_close_gt_sma50_sma50_gt_sma200,8.31,0.8,-31.8,0.127,78,47.44,26.65,3.76,-22.65,0.351,49,55.1,False
